frame,time_s,source,rgb_valid,r,g,b,motion_x,motion_y,face_x0,face_y0,face_x1,face_y1,roi_status,roi_valid_regions,forehead_r,forehead_g,forehead_b,forehead_valid,forehead_quality,forehead_valid_pixel_fraction,forehead_visible_fraction,forehead_pixel_count,forehead_valid_pixels,forehead_brightness,forehead_laplacian_var,forehead_status,forehead_rgb_aggregation,left_cheek_r,left_cheek_g,left_cheek_b,left_cheek_valid,left_cheek_quality,left_cheek_valid_pixel_fraction,left_cheek_visible_fraction,left_cheek_pixel_count,left_cheek_valid_pixels,left_cheek_brightness,left_cheek_laplacian_var,left_cheek_status,left_cheek_rgb_aggregation,right_cheek_r,right_cheek_g,right_cheek_b,right_cheek_valid,right_cheek_quality,right_cheek_valid_pixel_fraction,right_cheek_visible_fraction,right_cheek_pixel_count,right_cheek_valid_pixels,right_cheek_brightness,right_cheek_laplacian_var,right_cheek_status,right_cheek_rgb_aggregation,face_detected,flow_available,bridge_age_frames,baseline_forehead_r,baseline_forehead_g,baseline_forehead_b,forehead_pixel_source,forehead_pixel_tracks,forehead_pixel_seeds,forehead_pixel_screen_rejected,forehead_pixel_color_rejected,forehead_pixel_fb_rejected,forehead_pixel_geometry_rejected,forehead_pixel_fb_error_median,forehead_pixel_reset,forehead_pixel_log_delta_r,forehead_pixel_log_delta_g,forehead_pixel_log_delta_b,baseline_left_cheek_r,baseline_left_cheek_g,baseline_left_cheek_b,left_cheek_pixel_source,left_cheek_pixel_tracks,left_cheek_pixel_seeds,left_cheek_pixel_screen_rejected,left_cheek_pixel_color_rejected,left_cheek_pixel_fb_rejected,left_cheek_pixel_geometry_rejected,left_cheek_pixel_fb_error_median,left_cheek_pixel_reset,left_cheek_pixel_log_delta_r,left_cheek_pixel_log_delta_g,left_cheek_pixel_log_delta_b,baseline_right_cheek_r,baseline_right_cheek_g,baseline_right_cheek_b,right_cheek_pixel_source,right_cheek_pixel_tracks,right_cheek_pixel_seeds,right_cheek_pixel_screen_rejected,right_cheek_pixel_color_rejected,right_cheek_pixel_fb_rejected,right_cheek_pixel_geometry_rejected,right_cheek_pixel_fb_error_median,right_cheek_pixel_reset,right_cheek_pixel_log_delta_r,right_cheek_pixel_log_delta_g,right_cheek_pixel_log_delta_b,baseline_r,baseline_g,baseline_b,pixel_mode,pixel_rgb_kind,unanchored_forehead_r,unanchored_forehead_g,unanchored_forehead_b,forehead_unanchored_pixel_source,forehead_anchor_correction_log,unanchored_left_cheek_r,unanchored_left_cheek_g,unanchored_left_cheek_b,left_cheek_unanchored_pixel_source,left_cheek_anchor_correction_log,unanchored_right_cheek_r,unanchored_right_cheek_g,unanchored_right_cheek_b,right_cheek_unanchored_pixel_source,right_cheek_anchor_correction_log,unanchored_r,unanchored_g,unanchored_b,anchor_hz,anchor_order,cdf_baseline_forehead_status,cdf_baseline_forehead_weight_fraction,cdf_baseline_left_cheek_status,cdf_baseline_left_cheek_weight_fraction,cdf_baseline_right_cheek_status,cdf_baseline_right_cheek_weight_fraction,cdf_tracked_forehead_status,cdf_tracked_forehead_weight_fraction,cdf_tracked_left_cheek_status,cdf_tracked_left_cheek_weight_fraction,cdf_tracked_right_cheek_status,cdf_tracked_right_cheek_weight_fraction,cdf_view_kind
0,0.0,mesh,True,200.47849887914847,168.06742008099403,162.41486664071144,,,0.4831825035810471,0.0977524970471858,0.5824730360507965,0.3004868495464324,sampled,3,190.89870640596368,159.770067890408,156.84033048533405,True,0.9909452092765408,0.9909452092765408,1.0,10823,10725,0.6768073086908237,38.6209633986112,sampled,trimmed_mean,199.9685926615367,167.32065780876465,160.76270625385013,True,1.0,1.0,1.0,9555,9555,0.7040649133499552,13.915759687775214,sampled,trimmed_mean,210.56819756994508,177.11153454380948,169.64156318295008,True,1.0,1.0,1.0,9555,9555,0.7331080304942489,12.765732527178066,sampled,trimmed_mean,True,False,0,191.76071715123675,163.27563920618368,157.59348119613318,baseline_reset,0,0,0,0,0,0,,True,,,,203.7812601926725,168.6632923027612,162.55899149944992,baseline_reset,0,0,0,0,0,0,,True,,,,213.6814331530695,177.8304021049328,171.2473492211046,baseline_reset,0,0,0,0,0,0,,True,,,,203.0744701656596,169.92311120462588,163.79994063889592,tracking_screened,anchored_paired_relative_colour,194.27945460901992,165.03740822747932,157.891737559725,baseline_reset,0.0,207.3018966644866,171.0753433616743,164.42668410725966,baseline_reset,0.0,212.50660562459123,177.12060170045785,170.27298888162198,baseline_reset,0.0,204.6959856326993,171.07778442987046,164.19713684953555,0.15,4,cdf_applied,1.0,cdf_applied,1.0,cdf_applied,1.0,cdf_applied,1.0,cdf_applied,1.0,cdf_applied,1.0,derived_cdf_after_verified_anchored_rgb_not_frontend_cache
1,0.0333332999999999,mesh,True,200.5498075989714,168.08981287754128,162.43837825484547,-0.0023216953984013,-0.0007974102541252,0.4823783487081527,0.09839618653059,0.5751267683506012,0.298901987671852,sampled,3,190.84118046623692,159.79005574099122,156.8898596823052,True,0.9896834935897436,0.9896834935897436,1.0,9984,9881,0.6774957044997487,32.89015481019626,sampled,trimmed_mean,200.11469401127766,167.31531788997202,160.7860716032591,True,1.0,1.0,1.0,8840,8840,0.7096650554520451,14.28553145693633,sampled,trimmed_mean,210.69354831939964,177.1640650016606,169.63920347897212,True,1.0,1.0,1.0,8840,8840,0.7286220109129624,13.331365533101492,sampled,trimmed_mean,True,True,0,191.72475969427046,163.23275568875368,157.57241578462364,tracked_ratio,33,36,1,2,0,0,0.007209129165858,False,0.0042332738011581,0.0012197255235339,0.0035285047554429,203.90495800922344,168.7071965016441,162.61813187975548,tracked_ratio,33,35,2,0,0,0,0.0090377898886799,False,0.0011973481954164,0.000872957577681,0.000603319723844,213.78255384688808,177.6541888100002,171.16774364042024,tracked_ratio,27,35,1,0,0,7,0.014571432955563,False,0.0005708629945521,0.0008907105332577,0.0032193276349496,203.13742385012733,169.8647136667993,163.78609710159978,tracking_screened,anchored_paired_relative_colour,195.10363599623767,165.2388313821417,158.4498433669964,tracked_ratio,2.5702278289089965e-10,207.55025787411557,171.22475008239277,164.5259159001468,tracked_ratio,4.6500928023260063e-10,212.6279524147408,177.27843516758023,170.82203672846973,tracked_ratio,4.5821270854168274e-10,205.093948761698,171.2473388773716,164.59926533187095,0.15,4,cdf_applied,1.0,cdf_applied,1.0,cdf_applied,1.0,cdf_applied,1.0,cdf_applied,1.0,cdf_applied,1.0,derived_cdf_after_verified_anchored_rgb_not_frontend_cache
2,0.0666665999999999,mesh,True,200.60722866145625,168.0822032142063,162.4371825673019,-0.0024213896857367,-0.0010101204117139,0.4806397265195847,0.0972299954295158,0.574692405462265,0.297437897324562,sampled,3,190.76331048262014,159.7793130315532,156.9160834873199,True,0.9888560157790928,0.9888560157790928,1.0,10140,10027,0.6777630034420079,40.57469170872851,sampled,trimmed_mean,200.20720838080913,167.29676174754013,160.7897556075252,True,1.0,1.0,1.0,9048,9048,0.7084162627208265,9.532790917299256,sampled,trimmed_mean,210.8511671209394,177.1705348635255,169.60570860706065,True,1.0,1.0,1.0,9048,9048,0.7310977527262009,13.260151082327356,sampled,trimmed_mean,True,True,0,191.68967486640514,163.21582380955067,157.55474701504394,tracked_ratio,32,36,2,2,0,0,0.0061958376318216,False,-0.0026211866547731,-3.141156611332694e-05,0.0008576860334217,203.95735930585727,168.69082020699054,162.60912806811538,tracked_ratio,30,30,0,0,0,0,0.0057559635024517,False,0.0014313583681261,0.0011057212204135,0.0025954128016001,213.93446209051314,177.46700793498832,171.07837348642565,tracked_ratio,30,30,0,0,0,0,0.0102011365815997,False,-0.0024597652115818,9.090937012401116e-05,-0.0040611802203844,203.19383208759186,169.79121731717652,163.74741618986164,tracking_screened,anchored_paired_relative_colour,194.59290260546183,165.23364105318387,158.58580188117494,tracked_ratio,2.268856172681368e-09,207.8475493871206,171.41418163196076,164.953483185258,tracked_ratio,3.893668204623117e-09,212.10558029414796,177.2945521710401,170.12970444635073,tracked_ratio,3.782027381290115e-09,204.8486774289101,171.31412495206158,164.55632983759455,0.15,4,cdf_applied,1.0,cdf_applied,1.0,cdf_applied,1.0,cdf_applied,1.0,cdf_applied,1.0,cdf_applied,1.0,derived_cdf_after_verified_anchored_rgb_not_frontend_cache
3,0.0999998999999999,mesh,True,200.63320799147485,168.06401105582447,162.42092311456022,-0.0024454575997811,-0.0010668252905209,0.4797031652927399,0.0962871038913726,0.5728762459754944,0.2966166746616363,sampled,3,190.6865621407308,159.7469509407816,156.9145805060084,True,0.9893659312263964,0.9893659312263964,1.0,10062,9955,0.6780928958106797,32.14721840721997,sampled,trimmed_mean,200.22529889216312,167.279871904037,160.78242523199447,True,1.0,1.0,1.0,8858,8858,0.7080591962953616,8.614891405075468,sampled,trimmed_mean,210.9877629415306,177.1652103226547,169.56576360567786,True,1.0,1.0,1.0,8858,8858,0.7314585995156698,9.61232788960143,sampled,trimmed_mean,True,True,0,191.67258503736855,163.23029336798635,157.5463037178431,tracked_ratio,33,36,1,2,0,0,0.0090251099318265,False,0.0018549011877811,0.0012349695515359,0.0001179248998895,203.92344210081927,168.63254018670125,162.54427813726707,tracked_ratio,28,30,2,0,0,0,0.0060603839810937,False,0.0012528466190023,-0.0004022119147267,0.0005419468104997,214.0783915138965,177.3421977113302,171.0105280635653,tracked_ratio,30,30,0,0,0,0,0.008925977628678,False,0.0017944968925915,0.0002156977156779,-0.0018703795059016,203.22480621736145,169.73501042200593,163.70036997289182,tracking_screened,anchored_paired_relative_colour,194.9541881825732,165.4378256236867,158.60450419869846,tracked_ratio,1.022589232990782e-08,208.1081136761001,171.3452506691118,165.04290342767004,tracked_ratio,1.6357231463618636e-08,212.48654481648043,177.33279832560132,169.81179473239516,tracked_ratio,1.5903676207744476e-08,205.18294889171796,171.37195820613329,164.4864007862545,0.15,4,cdf_applied,1.0,cdf_applied,1.0,cdf_applied,1.0,cdf_applied,1.0,cdf_applied,1.0,cdf_applied,1.0,derived_cdf_after_verified_anchored_rgb_not_frontend_cache
4,0.1333331999999999,mesh,True,200.62136323933393,168.05516863995538,162.4033079926179,-0.0023731655544704,-0.0012816250324249,0.4784634900093078,0.0943904800713062,0.5717087709903717,0.2951346772909164,sampled,3,190.63191874991458,159.70813970315587,156.88851184212788,True,0.9881733253826276,0.9881733253826276,1.0,10062,9943,0.6790790339113183,29.87870133793942,sampled,trimmed_mean,200.17370642325608,167.27592070836243,160.77467074012117,True,1.0,1.0,1.0,8944,8944,0.7076191834157635,5.857760544275297,sampled,trimmed_mean,211.0584645448311,177.1814455083479,169.5467413956046,True,1.0,1.0,1.0,8944,8944,0.7335793039040304,7.403775555169704,sampled,trimmed_mean,True,True,0,191.685089091408,163.27101025180346,157.54994037695573,tracked_ratio,32,36,2,2,0,0,0.0015256994520314,False,-0.002845474556034,-0.0007366814082045,-0.0016205771835,203.8174771060947,168.5659320307533,162.45734275778287,tracked_ratio,30,30,0,0,0,0,0.0024612544802948,False,-0.0011012046314109,-0.0004719721670325,-0.0020613494855164,214.15792392292747,177.32744444700535,170.98678837567215,tracked_ratio,30,30,0,0,0,0,0.0023579484550282,False,-0.0001427687457018,-0.0001867228027158,0.0008895271389162,203.2201633734767,169.72146224318735,163.66469050347027,tracking_screened,anchored_paired_relative_colour,194.40023949771563,165.31599553382677,158.3476815146918,tracked_ratio,3.1894682206976974e-08,207.8790701925041,171.26439956107995,164.70304272978225,tracked_ratio,4.734742875490921e-08,212.45621054444297,177.29968933968203,169.96291413475797,tracked_ratio,4.678871797288614e-08,204.91184007822088,171.29336147819626,164.33787945974402,0.15,4,cdf_applied,1.0,cdf_applied,1.0,cdf_applied,1.0,cdf_applied,1.0,cdf_applied,1.0,cdf_applied,1.0,derived_cdf_after_verified_anchored_rgb_not_frontend_cache
5,0.1666665,mesh,True,200.57894655049438,168.0668050899385,162.39555433071385,-0.0024554641158492,-0.0013169403981279,0.4765594714879989,0.092199208587408,0.5707113921642304,0.2934798836708069,sampled,3,190.61299488059456,159.67818790944187,156.84693170370113,True,0.988560157790927,0.988560157790927,1.0,10140,10024,0.6790739494140852,29.55879861842356,sampled,trimmed_mean,200.07946113915702,167.2876283285463,160.77398467668937,True,1.0,1.0,1.0,9048,9048,0.706934108285224,6.079963385059964,sampled,trimmed_mean,211.04438363173156,177.23459903182734,169.56574661175108,True,1.0,1.0,1.0,9048,9048,0.7336985190097259,7.727404579998618,sampled,trimmed_mean,True,True,0,191.728912464443,163.3240181769772,157.56479936395513,tracked_ratio,34,36,0,2,0,0,0.0019768049241974,False,-0.0004917497559927,-0.0012280529354468,0.0050757353161647,203.67680226983663,168.52496879181865,162.38872804574027,tracked_ratio,35,35,0,0,0,0,0.0035391263663768,False,-0.0001856827652592,-0.0002543639774224,0.0005867618116481,214.14155266735838,177.4258419909781,171.01241713135158,tracked_ratio,33,35,2,0,0,0,0.003363178577274,False,0.0005124487998653,-0.0009826044228013,0.0017950322186565,203.18242246721266,169.75827631992468,163.65531484701566,tracking_screened,anchored_paired_relative_colour,194.30466672824667,165.1131033469067,159.15345565217683,tracked_ratio,7.85206826610801e-08,207.840474215326,171.22084160723878,164.79971254382238,tracked_ratio,1.0872971202827497e-07,212.56511137522727,177.12555944518814,170.26827702772874,tracked_ratio,1.1062123697232065e-07,204.9034174396,171.15316813311122,164.74048174124263,0.15,4,cdf_applied,1.0,cdf_applied,1.0,cdf_applied,1.0,cdf_applied,1.0,cdf_applied,1.0,cdf_applied,1.0,derived_cdf_after_verified_anchored_rgb_not_frontend_cache
6,0.1999997999999999,mesh,True,200.52397546106943,168.09632024711803,162.4014679331536,-0.0027035430625632,-0.0014532253698066,0.4751466697454453,0.090240811407566,0.569349969625473,0.2930065143108368,sampled,3,190.63169555999167,159.66671561794757,156.80148135140195,True,0.9879259980525804,0.9879259980525804,1.0,10270,10146,0.6797040288676327,25.532786551931377,sampled,trimmed_mean,199.9803876468814,167.30824346482254,160.78148497827144,True,1.0,1.0,1.0,9135,9135,0.7041193122766348,5.0204545295581084,sampled,trimmed_mean,210.95984317633523,177.31400165858403,169.62143746978742,True,1.0,1.0,1.0,9135,9135,0.7344301211672407,6.561060031370059,sampled,trimmed_mean,True,True,0,191.79484726334925,163.37120310764558,157.58681315684407,tracked_ratio,33,36,1,2,0,0,0.002452254993841,False,0.0011535111593521,0.0018862664097725,0.0004697447814425,203.547250078797,168.5296921988038,162.36854927085406,tracked_ratio,35,35,0,0,0,0,0.001915221218951,False,-0.003394241150182,-0.0014476718259553,0.0023559836064756,214.03505862900224,177.59471927353442,171.07342954869227,tracked_ratio,35,35,0,0,0,0,0.004719290882349,False,-0.0018636318855623,0.0003979066285665,-0.0015718515089829,203.12571865704948,169.83187152666127,163.67626399213012,tracking_screened,anchored_paired_relative_colour,194.52892864907935,165.4248445686295,159.22823471958125,tracked_ratio,1.6460369685342685e-07,207.1362094234848,170.97314935063682,165.18843569781086,tracked_ratio,2.13820746222182e-07,212.16933715918228,177.196052903357,170.00085081176255,tracked_ratio,2.265033592338427e-07,204.61149174391548,171.19801560754112,164.80584040971823,0.15,4,cdf_applied,1.0,cdf_applied,1.0,cdf_applied,1.0,cdf_applied,1.0,cdf_applied,1.0,cdf_applied,1.0,derived_cdf_after_verified_anchored_rgb_not_frontend_cache
7,0.2333331,mesh,True,200.4782358011431,168.12893793985893,162.41620590410506,-0.0031896909077962,-0.0016505650348133,0.4736900877952575,0.0878270617127418,0.5686496710777283,0.2916841334104537,sampled,3,190.6780437254256,159.67430528483544,156.76274402448038,True,0.988984442941347,0.988984442941347,1.0,10349,10235,0.6806867841735207,27.55717566043671,sampled,trimmed_mean,199.91035631845006,167.3249864241981,160.79176774557638,True,1.0,1.0,1.0,9135,9135,0.7015822097727978,5.089351206017338,sampled,trimmed_mean,210.84630735955358,177.3875221105433,169.6941059422584,True,1.0,1.0,1.0,9240,9240,0.7366804235633647,6.670280441321364,sampled,trimmed_mean,True,True,0,191.86542846263958,163.3962779634889,157.61020792719665,tracked_ratio,32,36,1,3,0,0,0.0037811847869306,False,2.048696345934594e-06,-0.0012417985548269,-0.0007119790798981,203.46629498362378,168.57814136445072,162.40453331537074,tracked_ratio,34,35,1,0,0,0,0.0017618616111576,False,0.0001235764693987,-0.0033769707454943,-0.0043224279931307,213.8788598081116,177.76278941292838,171.14223286808377,tracked_ratio,34,35,1,0,0,0,0.0028848394285887,False,0.0010063742716551,-0.0014320214336963,-0.0021398445781924,203.070194418125,169.91240291362266,163.71899137021705,tracking_screened,anchored_paired_relative_colour,194.5293271801929,165.21954773075174,159.11490789548304,tracked_ratio,3.082493952583249e-07,207.16180816659852,170.3967518135913,164.47596149770803,tracked_ratio,3.759897090380306e-07,212.3829663987885,176.94248595761573,169.63746434680354,tracked_ratio,4.193554026295513e-07,204.69136724852663,170.8529285006529,164.4094445799982,0.15,4,cdf_applied,1.0,cdf_applied,1.0,cdf_applied,1.0,cdf_applied,1.0,cdf_applied,1.0,cdf_applied,1.0,derived_cdf_after_verified_anchored_rgb_not_frontend_cache
8,0.2666663999999999,mesh,True,200.45895790069255,168.14497195607797,162.42909371580024,-0.0038226940013744,-0.0017214256856176,0.471332898736,0.0859716315567493,0.5672587335109711,0.2903936290740966,sampled,3,190.73419537218834,159.692918611154,156.7374844521607,True,0.9889097744360902,0.9889097744360902,1.0,10640,10522,0.6807814683768244,21.73946104271666,sampled,trimmed_mean,199.88724684779424,167.32532633406728,160.79587488571264,True,1.0,1.0,1.0,9434,9434,0.6998331957417268,4.228972169120681,sampled,trimmed_mean,210.75543148209513,177.41667092301267,169.75392180952738,True,1.0,1.0,1.0,9434,9434,0.7373455453158579,6.063833877839047,sampled,trimmed_mean,True,True,0,191.92047165367225,163.39012685183255,157.629424285155,tracked_ratio,34,36,0,2,0,0,0.0031135821482166,False,-0.0005712759508292,6.273635859866315e-05,-0.0007490699413064,203.45052125529762,168.64769576667396,162.47955212084597,tracked_ratio,35,35,0,0,0,0,0.0022825025953352,False,-0.0003296343378346,-0.0010278302760128,0.0018683720449508,213.73160466458285,177.85887115768665,171.1887441498183,tracked_ratio,35,35,0,0,0,0,0.0049299411475658,False,-0.0018754720301592,-0.0021145890710591,0.0001943591646942,203.03419919118423,169.9655645920644,163.76590685193977,tracking_screened,anchored_paired_relative_colour,194.4182289907272,165.22991332869222,158.9957643297677,tracked_ratio,5.313135538657222e-07,207.0935317748788,170.22170284886653,164.7835510426121,tracked_ratio,6.067701989317849e-07,211.98502136965536,176.56872062991616,169.67043814695117,tracked_ratio,7.205233137853787e-07,204.4989273784205,170.67344560249165,164.4832511731103,0.15,4,cdf_applied,1.0,cdf_applied,1.0,cdf_applied,1.0,cdf_applied,1.0,cdf_applied,1.0,cdf_applied,1.0,derived_cdf_after_verified_anchored_rgb_not_frontend_cache
9,0.2999997,mesh,True,200.47241275124338,168.12951064016076,162.42908440087896,-0.0044481948569968,-0.0021286338567733,0.4693152046203613,0.0829015703499317,0.5655939674377441,0.2886172533035278,sampled,3,190.78104824662097,159.70974261204677,156.72751304196652,True,0.987687969924812,0.987687969924812,1.0,10640,10509,0.6826518505823381,17.66581771827752,sampled,trimmed_mean,199.9081178970239,167.30331874223694,160.7859694003319,True,1.0,1.0,1.0,9523,9523,0.6975483681407036,5.156432831477257,sampled,trimmed_mean,210.72807211008524,177.3754705661986,169.77377076033844,True,1.0,1.0,1.0,9523,9523,0.7391494087585679,5.663484476744401,sampled,trimmed_mean,True,True,0,191.94357563537716,163.35371650304955,157.6407564996813,tracked_ratio,33,36,1,2,0,0,0.00443089264445,False,0.0010321249343135,-0.0013265742575533,0.0026348843834495,203.49187167066438,168.70511579014095,162.5595148483639,tracked_ratio,34,35,1,0,0,0,0.0015001026913523,False,-0.001609897927354,0.0002842038605773,0.0010328608156073,213.64678303042385,177.84074131576682,171.19265255592046,tracked_ratio,33,35,2,0,0,0,0.0047145709395408,False,0.0015781594157139,0.0004777469959204,0.0008900477654887,203.02741011215514,169.9665245363191,163.79764130132187,tracking_screened,anchored_paired_relative_colour,194.61899648329836,165.01086890056527,159.41525219455158,tracked_ratio,8.585462654390984e-07,206.76040055288783,170.27008738918113,164.95383744147654,tracked_ratio,9.141143029066332e-07,212.3198316496286,176.65309595919584,169.82152016642652,tracked_ratio,1.1682828523308682e-06,204.56640956193823,170.64468408298077,164.73020326748488,0.15,4,cdf_applied,1.0,cdf_applied,1.0,cdf_applied,1.0,cdf_applied,1.0,cdf_applied,1.0,cdf_applied,1.0,derived_cdf_after_verified_anchored_rgb_not_frontend_cache
