variant,case,Nplanned,Noutput,Nref,Nvalid,Nwithin5,Nwithin10,hr_output_coverage_pct,paired_reference_coverage_pct,MAE_bpm,RMSE_bpm,Bias_bpm,MAPE_pct,P5_valid_pct,P10_valid_pct,R5_all_reference_pct,R10_all_reference_pct,P95_abs_error_bpm,Max_abs_error_bpm,LoA_lower_descriptive_bpm,LoA_upper_descriptive_bpm,V25_MAE_bpm,delta_MAE_bpm,delta_P5_pp,delta_R5_pp,delta_hr_coverage_pp,waveform_coverage_pct,delta_waveform_coverage_pp,common_windows,new_windows,lost_windows,common_MAE_bpm,common_V25_MAE_bpm,new_MAE_bpm,lost_V25_MAE_bpm,mean_HR_bpm,target_P5_95_met
log_projection_guarded,data1,42,38,42,38,0,13,90.47619047619048,90.47619047619048,33.05,37.641749637729035,-33.05,30.46666915175969,0.0,34.21052631578947,0.0,30.952380952380953,54.495,56.900000000000006,-68.83660281106265,2.736602811062646,13.097297297297297,19.9527027027027,0.0,0.0,2.3809523809523796,90.67524115755627,1.9292604501607746,37,1,0,33.69189189189189,13.097297297297297,9.299999999999997,,73.52631578947368,False
log_projection_guarded,data2,37,26,37,26,22,24,70.27027027027027,70.27027027027027,2.9807692307692304,4.199862635116313,2.234615384615384,3.7486758401127585,84.61538461538461,92.3076923076923,59.45945945945946,64.86486486486487,10.149999999999995,11.299999999999997,-4.873230464542051,9.34246123377282,3.0151515151515142,-0.034382284382283856,-3.263403263403262,-18.918918918918912,-18.91891891891892,75.37688442211056,-15.07537688442211,26,0,7,2.9807692307692304,3.026923076923076,,2.971428571428571,81.03846153846153,False
log_projection_guarded,data3,65,61,65,61,10,15,93.84615384615384,93.84615384615384,37.87049180327869,42.78147867983044,-37.263934426229504,36.25369145737439,16.39344262295082,24.59016393442623,15.384615384615385,23.076923076923077,55.8,56.7,-78.79628405859077,4.268415206131763,32.87118644067797,4.9993053626007224,-2.250625173659351,-1.5384615384615383,3.076923076923066,94.5520036019811,2.701485817199467,59,2,0,37.30847457627118,32.87118644067797,54.45,,65.36065573770492,False
log_projection_guarded,data4,50,46,50,46,45,46,92.0,92.0,2.556521739130435,2.891742366298125,-0.09130434782608701,3.318757300560302,97.82608695652173,100.0,90.0,92.0,4.650000000000002,5.799999999999997,-5.818891945319164,5.63628324966699,2.556521739130435,0.0,0.0,0.0,0.0,92.58393341438324,0.0,46,0,0,2.556521739130435,2.556521739130435,,,76.84782608695652,True
log_projection_guarded,data5,53,49,53,49,0,0,92.45283018867924,92.45283018867924,86.33469387755102,86.53512204266413,86.33469387755102,89.53687952527973,0.0,0.0,0.0,0.0,95.5,95.8,74.67807887432932,97.99130888077272,60.72244897959183,25.612244897959187,-16.3265306122449,-15.09433962264151,0.0,93.2475884244373,0.0,49,0,0,86.33469387755102,60.72244897959183,,,183.73469387755102,False
log_projection_guarded,data6,62,38,62,38,0,0,61.29032258064516,61.29032258064516,54.31052631578948,60.182962268140486,31.321052631578947,48.602853861972065,0.0,0.0,0.0,0.0,80.66,81.4,-70.75635071633737,133.39845597949525,26.002777777777776,28.307748538011705,0.0,0.0,3.225806451612904,78.2122905027933,2.7932960893854664,36,2,0,55.69722222222222,26.002777777777776,29.35000000000001,,146.23684210526315,False
