time_s,bpm,snr_db
4.999995,130.0782550782551,-2.0511805491601423
5.999994,130.0782550782551,-2.3185559896999166
6.999993,130.0782550782551,-3.1010043102737033
7.999992,130.95716220716224,-3.9810403087696775
8.999991,131.83606933606936,-5.314416042607819
9.99999,132.71497646497647,-6.743691876709564
10.999989,132.71497646497647,-7.3158907602343515
11.999988,103.71104121104123,-5.781502086349597
12.999986999999999,103.71104121104123,-4.242631724415232
13.999986,104.58994833994835,-3.7367151886309493
14.999984999999999,106.34776259776261,-3.984501640168613
15.999984,107.22666972666974,-4.158473171633269
16.999983,108.10557685557687,-4.338197260852467
17.999982,132.71497646497647,-4.664806164911165
18.999981,132.71497646497647,-4.192604033135673
19.99998,131.83606933606936,-3.5576302096143637
20.999979,130.95716220716224,-3.6043286875391627
21.999978,107.22666972666974,-6.746090980459876
22.999976999999998,107.22666972666974,-4.800528111841766
23.999976,106.34776259776261,-3.8435307690865295
24.999975,106.34776259776261,-3.8400019093861393
25.999973999999998,107.22666972666974,-4.533822164130584
26.999972999999997,123.04699804699806,-3.9095702800579635
27.999972,108.10557685557687,-7.27471495194557
28.999971,66.79694179694181,-4.305736782978711
29.999969999999998,65.91803466803468,-3.1218065772650574
30.999969,65.03912753912755,-2.7235714891082923
31.999968,63.281313281313295,-2.669966155459142
32.999967,62.402406152406165,-2.5424407589132696
33.999966,62.402406152406165,-2.7102151603273157
34.999964999999996,62.402406152406165,-3.7325369866418736
35.999964,140.62514062514066,-4.87576008750503
36.999963,139.74623349623351,-3.7149755392872152
37.999962,140.62514062514066,-4.602473138415181
38.999961,148.5353047853048,-6.0975067415359145
39.99996,152.92984042984045,-5.062446950648184
40.999959,154.6876546876547,-4.318310066412847
41.999958,155.56656181656186,-4.53493934393112
42.999956999999995,155.56656181656186,-5.561579016770059
43.999956,75.5860130860131,-5.01657792466248
44.999955,76.46492021492023,-4.96809820902743
45.999953999999995,78.22273447273449,-5.478372828410924
