window_index,time_s,window_start_s,window_end_s,reference_bpm,reference_valid,estimated_bpm,accepted,status,V28_bpm,V28_accepted,error_bpm,abs_error_bpm,common_output,new_output,lost_output
54,58.999941,53.999946,63.999936,124.4,True,67.0,True,candidate_only,,False,-57.400000000000006,57.400000000000006,False,True,False
60,64.999935,59.99994,69.99992999999999,129.3,True,63.0,True,candidate_only,,False,-66.30000000000001,66.30000000000001,False,True,False
