time_s,observed_fraction,interpolated_fraction,spectral_peak_bpm,peak_concentration,accepted,status,ridge_bpm
4.999995,0.9066666666666666,0.0,,,False,gap_or_filter_edge,
5.999994,1.0,0.0,,,False,gap_or_filter_edge,
6.999993,1.0,0.0,,,False,gap_or_filter_edge,
7.999992,1.0,0.0,184.0,0.2824995683997102,True,candidate_only,90.0
8.999991,1.0,0.0,184.0,0.3491693127840467,True,candidate_only,91.0
9.99999,1.0,0.0,183.0,0.40730155244484834,True,candidate_only,92.0
10.999989,1.0,0.0,182.0,0.4247993674811385,True,candidate_only,93.0
11.999988,1.0,0.0,183.0,0.38297349807806036,True,candidate_only,94.0
12.999986999999999,1.0,0.0,184.0,0.31496188756047483,True,candidate_only,95.0
13.999986,1.0,0.0,96.0,0.393817744711175,True,candidate_only,95.0
14.999984999999999,1.0,0.0,96.0,0.43424723925494096,True,candidate_only,95.0
15.999984,1.0,0.0,95.0,0.3950751038238439,True,candidate_only,95.0
16.999983,1.0,0.0,94.0,0.3181861869083526,True,candidate_only,94.0
17.999982,1.0,0.0,94.0,0.26112690035297254,True,candidate_only,94.0
18.999981,1.0,0.0,94.0,0.2366845243742889,True,candidate_only,93.0
19.99998,1.0,0.0,93.0,0.22413427616937326,True,candidate_only,92.0
20.999979,1.0,0.0,186.0,0.18117442834045905,True,candidate_only,91.0
21.999978,1.0,0.0,186.0,0.16459611117311493,True,candidate_only,89.0
22.999976999999998,1.0,0.0,51.0,0.25936815367165683,True,candidate_only,87.0
23.999976,1.0,0.0,47.0,0.24086685917127776,True,candidate_only,84.0
24.999975,0.9933333333333333,0.006666666666666667,61.0,0.1792591771946028,True,candidate_only,81.0
25.999973999999998,0.9933333333333333,0.006666666666666667,76.0,0.2433686641914915,True,candidate_only,79.0
26.999972999999997,0.98,0.02,76.0,0.27533826553414376,True,candidate_only,78.0
27.999972,0.98,0.02,77.0,0.266433176988097,True,candidate_only,78.0
28.999971,0.9766666666666667,0.023333333333333334,78.0,0.259133031661259,True,candidate_only,78.0
29.999969999999998,0.9766666666666667,0.023333333333333334,94.0,0.3023782823700026,True,candidate_only,77.0
30.999969,0.9733333333333334,0.02666666666666667,94.0,0.30838355085766095,True,candidate_only,76.0
31.999968,0.9733333333333334,0.02666666666666667,93.0,0.32116994080379685,True,candidate_only,73.0
32.999967,0.9733333333333334,0.02666666666666667,94.0,0.2979860992452909,True,candidate_only,70.0
33.999966,0.97,0.03,95.0,0.2758637999638782,True,candidate_only,67.0
34.999964999999996,0.9766666666666667,0.023333333333333334,62.0,0.35424828996859326,True,candidate_only,64.0
35.999964,0.9766666666666667,0.023333333333333334,61.0,0.339844361964904,True,candidate_only,62.0
36.999963,0.99,0.01,59.0,0.298124508393973,True,candidate_only,60.0
37.999962,0.9833333333333333,0.016666666666666666,58.0,0.310048788787786,True,candidate_only,59.0
38.999961,0.9833333333333333,0.016666666666666666,57.0,0.3184295959145357,True,candidate_only,59.0
39.99996,0.98,0.02,58.0,0.27703178787144184,True,candidate_only,59.0
40.999959,0.9833333333333333,0.016666666666666666,60.0,0.23418594435122486,True,candidate_only,60.0
41.999958,0.9833333333333333,0.016666666666666666,61.0,0.2117818671853303,True,candidate_only,61.0
42.999956999999995,0.9833333333333333,0.016666666666666666,61.0,0.21648293036081034,True,candidate_only,61.0
43.999956,0.9866666666666667,0.013333333333333334,61.0,0.2684550355734647,True,candidate_only,61.0
44.999955,0.9866666666666667,0.013333333333333334,62.0,0.29811801575048263,True,candidate_only,61.0
45.999953999999995,0.9866666666666667,0.013333333333333334,,,False,gap_or_filter_edge,
