window_index,time_s,channel,roi,method,channel_status,observed_fraction,roi_quality,signal_std,candidate_rank,candidate_bpm,relative_power,peak_concentration,prominence_ratio,candidate_weight,motion_overlap,motion_weight,selected_consensus,output_accepted,waveform_weight,motion_available,motion_observed_fraction,motion_speed_face_per_s,motion_strength,motion_reliability,motion_spectral_coverage,motion_evidence_status
0,4.999995,forehead_logpos,forehead,logpos,gap_or_filter_edge,1.0,0.9999826346576474,,0,,0.0,0.0,0.0,0.0,0.0,1.0,False,False,0.0,False,,,,,,legacy_not_assessed
0,4.999995,forehead_logchrom,forehead,logchrom,gap_or_filter_edge,1.0,0.9999826346576474,,0,,0.0,0.0,0.0,0.0,0.0,1.0,False,False,0.0,False,,,,,,legacy_not_assessed
0,4.999995,left_cheek_logpos,left_cheek,logpos,gap_or_filter_edge,1.0,0.9998261630828355,,0,,0.0,0.0,0.0,0.0,0.0,1.0,False,False,0.0,False,,,,,,legacy_not_assessed
0,4.999995,left_cheek_logchrom,left_cheek,logchrom,gap_or_filter_edge,1.0,0.9998261630828355,,0,,0.0,0.0,0.0,0.0,0.0,1.0,False,False,0.0,False,,,,,,legacy_not_assessed
0,4.999995,right_cheek_logpos,right_cheek,logpos,gap_or_filter_edge,1.0,1.0,,0,,0.0,0.0,0.0,0.0,0.0,1.0,False,False,0.0,False,,,,,,legacy_not_assessed
0,4.999995,right_cheek_logchrom,right_cheek,logchrom,gap_or_filter_edge,1.0,1.0,,0,,0.0,0.0,0.0,0.0,0.0,1.0,False,False,0.0,False,,,,,,legacy_not_assessed
1,5.999994,forehead_logpos,forehead,logpos,gap_or_filter_edge,1.0,0.9999826346576474,,0,,0.0,0.0,0.0,0.0,0.0,1.0,False,False,0.0,False,,,,,,legacy_not_assessed
1,5.999994,forehead_logchrom,forehead,logchrom,gap_or_filter_edge,1.0,0.9999826346576474,,0,,0.0,0.0,0.0,0.0,0.0,1.0,False,False,0.0,False,,,,,,legacy_not_assessed
1,5.999994,left_cheek_logpos,left_cheek,logpos,gap_or_filter_edge,1.0,0.9998458898028683,,0,,0.0,0.0,0.0,0.0,0.0,1.0,False,False,0.0,False,,,,,,legacy_not_assessed
1,5.999994,left_cheek_logchrom,left_cheek,logchrom,gap_or_filter_edge,1.0,0.9998458898028683,,0,,0.0,0.0,0.0,0.0,0.0,1.0,False,False,0.0,False,,,,,,legacy_not_assessed
1,5.999994,right_cheek_logpos,right_cheek,logpos,gap_or_filter_edge,1.0,1.0,,0,,0.0,0.0,0.0,0.0,0.0,1.0,False,False,0.0,False,,,,,,legacy_not_assessed
1,5.999994,right_cheek_logchrom,right_cheek,logchrom,gap_or_filter_edge,1.0,1.0,,0,,0.0,0.0,0.0,0.0,0.0,1.0,False,False,0.0,False,,,,,,legacy_not_assessed
2,6.999993,forehead_logpos,forehead,logpos,usable,1.0,0.9999826346576474,0.4521508306076251,1,53.0,1.0,0.280593913182533,1.0,0.5297019615297064,0.5726931685985472,0.8568267078503632,False,False,0.0,False,,,,,,legacy_not_assessed
2,6.999993,forehead_logchrom,forehead,logchrom,usable,1.0,0.9999826346576474,0.9001148872354564,1,53.0,1.0,0.2958463555329445,1.0,0.5439081546324372,0.5726931685985472,0.8568267078503632,False,False,0.0,False,,,,,,legacy_not_assessed
2,6.999993,forehead_logchrom,forehead,logchrom,usable,1.0,0.9999826346576474,0.9001148872354564,2,106.0,0.6255307392769528,0.20431356620499505,0.5943379110289516,0.3574912270478554,0.30067753877662473,0.9248306153058439,True,False,0.0,False,,,,,,legacy_not_assessed
2,6.999993,left_cheek_logpos,left_cheek,logpos,usable,1.0,0.9998694745991058,0.5522250042919353,1,66.0,1.0,0.292565957358508,1.0,0.5408230651194296,0.7382019215964386,0.8154495196008904,False,False,0.0,False,,,,,,legacy_not_assessed
2,6.999993,left_cheek_logpos,left_cheek,logpos,usable,1.0,0.9998694745991058,0.5522250042919353,2,83.0,0.42596709838215246,0.18986559826607277,0.4205886638641637,0.2843508158582127,0.34282894554167315,0.9142927636145817,False,False,0.0,False,,,,,,legacy_not_assessed
2,6.999993,left_cheek_logchrom,left_cheek,logchrom,usable,1.0,0.9998694745991058,0.6950111006727543,1,88.0,1.0,0.2633661418755567,1.0,0.5131251255005874,0.1879085201195209,0.9530228699701198,False,False,0.0,False,,,,,,legacy_not_assessed
2,6.999993,left_cheek_logchrom,left_cheek,logchrom,usable,1.0,0.9998694745991058,0.6950111006727543,2,161.0,0.6303331938751233,0.15024230944480882,0.6139973031319648,0.3076978943076117,0.6848605343648344,0.8287848664087913,False,False,0.0,False,,,,,,legacy_not_assessed
2,6.999993,right_cheek_logpos,right_cheek,logpos,usable,1.0,1.0,0.5252839969103995,1,56.0,1.0,0.1721792693596345,1.0,0.41494489918498156,0.5003859448678146,0.8749035137830463,False,False,0.0,False,,,,,,legacy_not_assessed
2,6.999993,right_cheek_logpos,right_cheek,logpos,usable,1.0,1.0,0.5252839969103995,2,104.0,0.7434817240465454,0.15708549188676413,0.5374233153953074,0.34174580075060323,0.48285491599087416,0.8792862710022815,True,False,0.0,False,,,,,,legacy_not_assessed
2,6.999993,right_cheek_logchrom,right_cheek,logchrom,usable,1.0,1.0,0.6075578391962113,1,102.0,1.0,0.33217617190967685,1.0,0.5763472667669006,0.6145661384551756,0.8463584653862061,True,False,0.0,False,,,,,,legacy_not_assessed
3,7.999992,forehead_logpos,forehead,logpos,usable,1.0,0.9999826346576474,0.45951538649580104,1,46.0,1.0,0.21087166941375207,1.0,0.45919967961647995,0.9812003833495949,0.7546999041626012,False,False,0.0,False,,,,,,legacy_not_assessed
3,7.999992,forehead_logpos,forehead,logpos,usable,1.0,0.9999826346576474,0.45951538649580104,2,56.0,0.946204438588513,0.2303480130135137,0.09290498784803536,0.4668498073547786,0.29687607622727585,0.9257809809431811,True,False,0.0,False,,,,,,legacy_not_assessed
3,7.999992,forehead_logchrom,forehead,logchrom,usable,1.0,0.9999826346576474,0.9050738965744918,1,55.0,1.0,0.3120006856505332,1.0,0.5585605157430817,0.3353121578570769,0.9161719605357308,True,False,0.0,False,,,,,,legacy_not_assessed
3,7.999992,forehead_logchrom,forehead,logchrom,usable,1.0,0.9999826346576474,0.9050738965744918,2,107.0,0.51873892955902,0.15896156097409134,0.5088964603599982,0.2871527226563694,0.47833927388083486,0.8804151815297913,False,False,0.0,False,,,,,,legacy_not_assessed
3,7.999992,left_cheek_logpos,left_cheek,logpos,usable,1.0,0.9998824869538061,0.5563733155654851,1,67.0,1.0,0.32595752184952675,1.0,0.5708598057563105,0.6920574108694472,0.8269856472826382,False,False,0.0,False,,,,,,legacy_not_assessed
3,7.999992,left_cheek_logpos,left_cheek,logpos,usable,1.0,0.9998824869538061,0.5563733155654851,2,81.0,0.6493888282000357,0.24065641121453854,0.431216404953472,0.39527567248111234,0.32950600618851394,0.9176234984528715,False,False,0.0,False,,,,,,legacy_not_assessed
3,7.999992,left_cheek_logchrom,left_cheek,logchrom,usable,1.0,0.9998824869538061,0.7515329638855243,1,83.0,1.0,0.32113345600690557,1.0,0.566619789365178,0.27573204521329736,0.9310669886966757,False,False,0.0,False,,,,,,legacy_not_assessed
3,7.999992,left_cheek_logchrom,left_cheek,logchrom,usable,1.0,0.9998824869538061,0.7515329638855243,2,67.0,0.6477461759026626,0.19257466240778723,0.28962858625556076,0.35314329362942154,0.6920574108694472,0.8269856472826382,False,False,0.0,False,,,,,,legacy_not_assessed
3,7.999992,right_cheek_logpos,right_cheek,logpos,usable,1.0,1.0,0.4871676410264651,1,106.0,1.0,0.24448557980573699,1.0,0.49445483090544984,0.5695385116024537,0.8576153720993865,False,False,0.0,False,,,,,,legacy_not_assessed
3,7.999992,right_cheek_logpos,right_cheek,logpos,usable,1.0,1.0,0.4871676410264651,2,55.0,0.8172253929767019,0.16592737893672227,0.8036182905979864,0.3682391443846743,0.3353121578570769,0.9161719605357308,True,False,0.0,False,,,,,,legacy_not_assessed
3,7.999992,right_cheek_logchrom,right_cheek,logchrom,usable,1.0,1.0,0.5572611450065513,1,103.0,1.0,0.37038874915775305,1.0,0.6085957189775106,0.6705270145066532,0.8323682463733367,False,False,0.0,False,,,,,,legacy_not_assessed
3,7.999992,right_cheek_logchrom,right_cheek,logchrom,usable,1.0,1.0,0.5572611450065513,2,72.0,0.403993565667028,0.1520724945490131,0.3889571846079612,0.24786348926926588,0.821336730224854,0.7946658174437865,False,False,0.0,False,,,,,,legacy_not_assessed
4,8.999991,forehead_logpos,forehead,logpos,usable,1.0,0.9999826346576474,0.467718393789743,1,44.0,1.0,0.1546142534755885,1.0,0.3932033617141705,0.8643909048050364,0.7839022737987409,False,False,0.0,False,,,,,,legacy_not_assessed
4,8.999991,forehead_logpos,forehead,logpos,usable,1.0,0.9999826346576474,0.467718393789743,2,109.0,0.9343038114138064,0.16819559027089168,0.9323117791128045,0.39640928763072975,0.7540650641756965,0.8114837339560759,True,False,0.0,False,,,,,,legacy_not_assessed
4,8.999991,forehead_logpos,forehead,logpos,usable,1.0,0.9999826346576474,0.467718393789743,3,57.0,0.7598450937925573,0.17583640324635524,0.4816937674995875,0.36551851942817504,0.10461985951809391,0.9738450351204765,False,False,0.0,False,,,,,,legacy_not_assessed
4,8.999991,forehead_logchrom,forehead,logchrom,usable,1.0,0.9999826346576474,0.8543521686927553,1,56.0,1.0,0.31012509598286275,1.0,0.5568790938969201,0.15709094350950967,0.9607272641226225,False,False,0.0,False,,,,,,legacy_not_assessed
4,8.999991,left_cheek_logpos,left_cheek,logpos,usable,1.0,0.9999174299164983,0.5866768610490967,1,67.0,1.0,0.3292725518771093,1.0,0.5737753724218418,0.564950649203173,0.8587623376992067,False,False,0.0,False,,,,,,legacy_not_assessed
4,8.999991,left_cheek_logpos,left_cheek,logpos,usable,1.0,0.9999174299164983,0.5866768610490967,2,81.0,0.8625183841631835,0.27356247376171466,0.22183649772969605,0.48570948022781496,0.17939331477991596,0.955151671305021,False,False,0.0,False,,,,,,legacy_not_assessed
4,8.999991,left_cheek_logpos,left_cheek,logpos,usable,1.0,0.9999174299164983,0.5866768610490967,3,51.0,0.48444340341779746,0.16694100801304687,0.1166894074477503,0.2843591306514735,0.6045531444456729,0.8488617138885818,False,False,0.0,False,,,,,,legacy_not_assessed
4,8.999991,left_cheek_logchrom,left_cheek,logchrom,usable,1.0,0.9999174299164983,0.7889916265774973,1,81.0,1.0,0.3917750135353546,1.0,0.6258676524755394,0.17939331477991596,0.955151671305021,False,False,0.0,False,,,,,,legacy_not_assessed
4,8.999991,right_cheek_logpos,right_cheek,logpos,usable,1.0,1.0,0.7168949959776426,1,108.0,1.0,0.2907157097776909,1.0,0.5391805910617433,0.7976942447014098,0.8005764388246476,True,False,0.0,False,,,,,,legacy_not_assessed
4,8.999991,right_cheek_logpos,right_cheek,logpos,usable,1.0,1.0,0.7168949959776426,2,71.0,0.6145156112687437,0.1748818288923473,0.6122136032052365,0.32782253427971764,0.48769491965910683,0.8780762700852233,False,False,0.0,False,,,,,,legacy_not_assessed
4,8.999991,right_cheek_logchrom,right_cheek,logchrom,usable,1.0,1.0,0.6599168836684776,1,104.0,1.0,0.3641766650117061,1.0,0.6034705171022907,0.653728901085073,0.8365677747287318,True,False,0.0,False,,,,,,legacy_not_assessed
4,8.999991,right_cheek_logchrom,right_cheek,logchrom,usable,1.0,1.0,0.6599168836684776,2,73.0,0.4689794415479479,0.16076107783795993,0.456400756934273,0.27457902415714974,0.5260844133504113,0.8684788966623972,False,False,0.0,False,,,,,,legacy_not_assessed
5,9.99999,forehead_logpos,forehead,logpos,usable,1.0,0.9999508843194044,0.7160221186102121,1,110.0,1.0,0.21666753110847742,1.0,0.46545273453343106,0.9996858006759823,0.7500785498310044,True,True,0.3025442774467302,False,,,,,,legacy_not_assessed
5,9.99999,forehead_logpos,forehead,logpos,usable,1.0,0.9999508843194044,0.7160221186102121,2,134.0,0.5682537239648031,0.17679335695989748,0.4761484324948829,0.31694418284979275,0.5421824011639003,0.8644543997090249,False,True,0.0,False,,,,,,legacy_not_assessed
5,9.99999,forehead_logchrom,forehead,logchrom,usable,1.0,0.9999508843194044,0.9438172177903676,1,57.0,1.0,0.2956955631693521,1.0,0.5437522572872732,0.251056042465063,0.9372359893837342,False,True,0.0,False,,,,,,legacy_not_assessed
5,9.99999,forehead_logchrom,forehead,logchrom,usable,1.0,0.9999508843194044,0.9438172177903676,2,159.0,0.40353395632999467,0.15475778960835354,0.4025413744426625,0.2498877522277118,0.23233005404779322,0.9419174864880517,False,True,0.0,False,,,,,,legacy_not_assessed
5,9.99999,left_cheek_logpos,left_cheek,logpos,usable,1.0,0.9999347594139221,0.8920245308940145,1,77.0,1.0,0.3514941749806152,1.0,0.5928307626167306,0.4563695175217746,0.8859076206195563,False,True,0.0,False,,,,,,legacy_not_assessed
5,9.99999,left_cheek_logpos,left_cheek,logpos,usable,1.0,0.9999347594139221,0.8920245308940145,2,49.0,0.503807069060949,0.1599373466054117,0.08877162730557586,0.2838433587639212,0.5279872091730672,0.8680031977067332,False,True,0.0,False,,,,,,legacy_not_assessed
5,9.99999,left_cheek_logchrom,left_cheek,logchrom,usable,1.0,0.9999347594139221,0.9782036246631411,1,79.0,1.0,0.4926304185746828,1.0,0.7018305647925482,0.3463238468641428,0.9134190382839643,False,True,0.0,False,,,,,,legacy_not_assessed
5,9.99999,right_cheek_logpos,right_cheek,logpos,usable,1.0,1.0,1.0780066664469725,1,66.0,1.0,0.295254015509119,1.0,0.5433728144737451,0.4417090314429054,0.8895727421392736,False,True,0.0,False,,,,,,legacy_not_assessed
