window_index,time_s,window_start_s,window_end_s,mode,old_bpm,candidate_bpm,old_accepted,candidate_accepted,old_window_finite,candidate_window_finite,disagreement_bpm,physical_roi_support_count,physical_roi_support_names,raw_consensus_roi_count,raw_consensus_roi_names,motion_available,motion_status,old_direct_motion_risk,candidate_direct_motion_risk,direct_motion_risk_decrease,direct_motion_pass,raw_consensus_pass,proposal_eligible,reason,roi_evidence_json
0,4.999995,0.0,9.99999,raw_consensus,,,False,False,False,False,,0,[],0,[],False,not_evaluated,,,,False,False,False,old_hr_not_accepted,{}
1,5.999994,0.999999,10.999989,raw_consensus,,,False,False,False,False,,0,[],0,[],False,not_evaluated,,,,False,False,False,old_hr_not_accepted,{}
2,6.999993,1.999998,11.999988,raw_consensus,182.0,93.0,True,True,True,True,89.0,3,"[""forehead"", ""left_cheek"", ""right_cheek""]",2,"[""forehead"", ""left_cheek""]",True,observed_motion,0.718709127861667,0.06907946016781148,0.6496296676938554,True,True,True,direct_motion_evidence_and_original_roi_support,"{""baseline/forehead/chrom"":{""qualified"":true,""status"":""qualified"",""observed_fraction"":1.0,""mean_quality"":0.9984091257229067,""tracked_fraction"":0.95,""reset_fraction"":0.0,""candidate_supported"":true,""strongest_peak_bpm"":94.0,""strongest_relative_power"":1.0,""strongest_near_candidate"":true,""strongest_far_from_old"":true,""support_peaks"":[{""peak_bpm"":94.0,""target_relative_power"":0.9779727839720584,""prominence"":1.0}]},""baseline/forehead/pos"":{""qualified"":true,""status"":""qualified"",""observed_fraction"":1.0,""mean_quality"":0.9984091257229067,""tracked_fraction"":0.95,""reset_fraction"":0.0,""candidate_supported"":true,""strongest_peak_bpm"":94.0,""strongest_relative_power"":1.0,""strongest_near_candidate"":true,""strongest_far_from_old"":true,""support_peaks"":[{""peak_bpm"":94.0,""target_relative_power"":0.9922904924329229,""prominence"":1.0}]},""baseline/left_cheek/chrom"":{""qualified"":true,""status"":""qualified"",""observed_fraction"":1.0,""mean_quality"":1.0,""tracked_fraction"":1.0,""reset_fraction"":0.0,""candidate_supported"":true,""strongest_peak_bpm"":91.0,""strongest_relative_power"":1.0,""strongest_near_candidate"":true,""strongest_far_from_old"":true,""support_peaks"":[{""peak_bpm"":91.0,""target_relative_power"":0.9106806444764215,""prominence"":1.0}]},""baseline/left_cheek/pos"":{""qualified"":true,""status"":""qualified"",""observed_fraction"":1.0,""mean_quality"":1.0,""tracked_fraction"":1.0,""reset_fraction"":0.0,""candidate_supported"":true,""strongest_peak_bpm"":91.0,""strongest_relative_power"":1.0,""strongest_near_candidate"":true,""strongest_far_from_old"":true,""support_peaks"":[{""peak_bpm"":91.0,""target_relative_power"":0.9118848884832382,""prominence"":1.0}]},""baseline/right_cheek/chrom"":{""qualified"":true,""status"":""qualified"",""observed_fraction"":1.0,""mean_quality"":0.9999045427277982,""tracked_fraction"":0.9966666666666667,""reset_fraction"":0.0,""candidate_supported"":true,""strongest_peak_bpm"":182.0,""strongest_relative_power"":1.0,""strongest_near_candidate"":false,""strongest_far_from_old"":false,""support_peaks"":[{""peak_bpm"":90.0,""target_relative_power"":0.1389102941777604,""prominence"":0.18025927488172133}]},""baseline/right_cheek/pos"":{""qualified"":true,""status"":""qualified"",""observed_fraction"":1.0,""mean_quality"":0.9999045427277982,""tracked_fraction"":0.9966666666666667,""reset_fraction"":0.0,""candidate_supported"":true,""strongest_peak_bpm"":182.0,""strongest_relative_power"":1.0,""strongest_near_candidate"":false,""strongest_far_from_old"":false,""support_peaks"":[{""peak_bpm"":90.0,""target_relative_power"":0.16457811368186662,""prominence"":0.20738766911603795}]},""tracked/forehead/chrom"":{""qualified"":true,""status"":""qualified"",""observed_fraction"":1.0,""mean_quality"":0.9984091257229067,""tracked_fraction"":0.95,""reset_fraction"":0.0,""candidate_supported"":true,""strongest_peak_bpm"":70.0,""strongest_relative_power"":1.0,""strongest_near_candidate"":false,""strongest_far_from_old"":true,""support_peaks"":[{""peak_bpm"":94.0,""target_relative_power"":0.19678229060627087,""prominence"":0.18896229370780923}]},""tracked/forehead/pos"":{""qualified"":true,""status"":""qualified"",""observed_fraction"":1.0,""mean_quality"":0.9984091257229067,""tracked_fraction"":0.95,""reset_fraction"":0.0,""candidate_supported"":false,""strongest_peak_bpm"":49.0,""strongest_relative_power"":1.0,""strongest_near_candidate"":false,""strongest_far_from_old"":true,""support_peaks"":[]},""tracked/left_cheek/chrom"":{""qualified"":true,""status"":""qualified"",""observed_fraction"":1.0,""mean_quality"":1.0,""tracked_fraction"":1.0,""reset_fraction"":0.0,""candidate_supported"":true,""strongest_peak_bpm"":49.0,""strongest_relative_power"":1.0,""strongest_near_candidate"":false,""strongest_far_from_old"":true,""support_peaks"":[{""peak_bpm"":92.0,""target_relative_power"":0.2349366522398823,""prominence"":0.0532376688160239}]},""tracked/left_cheek/pos"":{""qualified"":true,""status"":""qualified"",""observed_fraction"":1.0,""mean_quality"":1.0,""tracked_fraction"":1.0,""reset_fraction"":0.0,""candidate_supported"":true,""strongest_peak_bpm"":181.0,""strongest_relative_power"":1.0,""strongest_near_candidate"":false,""strongest_far_from_old"":false,""support_peaks"":[{""peak_bpm"":91.0,""target_relative_power"":0.8740600381162297,""prominence"":0.9456294557588335}]},""tracked/right_cheek/chrom"":{""qualified"":true,""status"":""qualified"",""observed_fraction"":1.0,""mean_quality"":0.9999045427277982,""tracked_fraction"":0.9966666666666667,""reset_fraction"":0.0,""candidate_supported"":false,""strongest_peak_bpm"":183.0,""strongest_relative_power"":1.0,""strongest_near_candidate"":false,""strongest_far_from_old"":false,""support_peaks"":[]},""tracked/right_cheek/pos"":{""qualified"":true,""status"":""qualified"",""observed_fraction"":1.0,""mean_quality"":0.9999045427277982,""tracked_fraction"":0.9966666666666667,""reset_fraction"":0.0,""candidate_supported"":true,""strongest_peak_bpm"":182.0,""strongest_relative_power"":1.0,""strongest_near_candidate"":false,""strongest_far_from_old"":false,""support_peaks"":[{""peak_bpm"":96.0,""target_relative_power"":0.15000870121358498,""prominence"":0.17061229629180083}]}}"
3,7.999992,2.999997,12.999986999999999,raw_consensus,182.0,93.0,True,True,True,True,89.0,3,"[""forehead"", ""left_cheek"", ""right_cheek""]",2,"[""forehead"", ""left_cheek""]",True,observed_motion,0.5106340761965937,0.0453171271851406,0.46531694901145315,True,True,True,direct_motion_evidence_and_original_roi_support,"{""baseline/forehead/chrom"":{""qualified"":true,""status"":""qualified"",""observed_fraction"":1.0,""mean_quality"":0.9984526684277463,""tracked_fraction"":0.9533333333333334,""reset_fraction"":0.0,""candidate_supported"":true,""strongest_peak_bpm"":93.0,""strongest_relative_power"":1.0,""strongest_near_candidate"":true,""strongest_far_from_old"":true,""support_peaks"":[{""peak_bpm"":93.0,""target_relative_power"":1.0,""prominence"":1.0}]},""baseline/forehead/pos"":{""qualified"":true,""status"":""qualified"",""observed_fraction"":1.0,""mean_quality"":0.9984526684277463,""tracked_fraction"":0.9533333333333334,""reset_fraction"":0.0,""candidate_supported"":true,""strongest_peak_bpm"":93.0,""strongest_relative_power"":1.0,""strongest_near_candidate"":true,""strongest_far_from_old"":true,""support_peaks"":[{""peak_bpm"":93.0,""target_relative_power"":1.0,""prominence"":1.0}]},""baseline/left_cheek/chrom"":{""qualified"":true,""status"":""qualified"",""observed_fraction"":1.0,""mean_quality"":1.0,""tracked_fraction"":1.0,""reset_fraction"":0.0,""candidate_supported"":true,""strongest_peak_bpm"":91.0,""strongest_relative_power"":1.0,""strongest_near_candidate"":true,""strongest_far_from_old"":true,""support_peaks"":[{""peak_bpm"":91.0,""target_relative_power"":0.8818370579631905,""prominence"":1.0}]},""baseline/left_cheek/pos"":{""qualified"":true,""status"":""qualified"",""observed_fraction"":1.0,""mean_quality"":1.0,""tracked_fraction"":1.0,""reset_fraction"":0.0,""candidate_supported"":true,""strongest_peak_bpm"":91.0,""strongest_relative_power"":1.0,""strongest_near_candidate"":true,""strongest_far_from_old"":true,""support_peaks"":[{""peak_bpm"":91.0,""target_relative_power"":0.8636574748694533,""prominence"":1.0}]},""baseline/right_cheek/chrom"":{""qualified"":true,""status"":""qualified"",""observed_fraction"":1.0,""mean_quality"":0.9999048825171288,""tracked_fraction"":0.9966666666666667,""reset_fraction"":0.0,""candidate_supported"":false,""strongest_peak_bpm"":182.0,""strongest_relative_power"":1.0,""strongest_near_candidate"":false,""strongest_far_from_old"":false,""support_peaks"":[]},""baseline/right_cheek/pos"":{""qualified"":true,""status"":""qualified"",""observed_fraction"":1.0,""mean_quality"":0.9999048825171288,""tracked_fraction"":0.9966666666666667,""reset_fraction"":0.0,""candidate_supported"":true,""strongest_peak_bpm"":181.0,""strongest_relative_power"":1.0,""strongest_near_candidate"":false,""strongest_far_from_old"":false,""support_peaks"":[{""peak_bpm"":90.0,""target_relative_power"":0.11876866852380748,""prominence"":0.1410165156491396}]},""tracked/forehead/chrom"":{""qualified"":true,""status"":""qualified"",""observed_fraction"":1.0,""mean_quality"":0.9984526684277463,""tracked_fraction"":0.9533333333333334,""reset_fraction"":0.0,""candidate_supported"":true,""strongest_peak_bpm"":65.0,""strongest_relative_power"":1.0,""strongest_near_candidate"":false,""strongest_far_from_old"":true,""support_peaks"":[{""peak_bpm"":95.0,""target_relative_power"":0.39028771349620806,""prominence"":0.20331407198526946}]},""tracked/forehead/pos"":{""qualified"":true,""status"":""qualified"",""observed_fraction"":1.0,""mean_quality"":0.9984526684277463,""tracked_fraction"":0.9533333333333334,""reset_fraction"":0.0,""candidate_supported"":false,""strongest_peak_bpm"":66.0,""strongest_relative_power"":1.0,""strongest_near_candidate"":false,""strongest_far_from_old"":true,""support_peaks"":[]},""tracked/left_cheek/chrom"":{""qualified"":true,""status"":""qualified"",""observed_fraction"":1.0,""mean_quality"":1.0,""tracked_fraction"":1.0,""reset_fraction"":0.0,""candidate_supported"":true,""strongest_peak_bpm"":49.0,""strongest_relative_power"":1.0,""strongest_near_candidate"":false,""strongest_far_from_old"":true,""support_peaks"":[{""peak_bpm"":93.0,""target_relative_power"":0.23289557053015839,""prominence"":0.027014494905300834}]},""tracked/left_cheek/pos"":{""qualified"":true,""status"":""qualified"",""observed_fraction"":1.0,""mean_quality"":1.0,""tracked_fraction"":1.0,""reset_fraction"":0.0,""candidate_supported"":true,""strongest_peak_bpm"":180.0,""strongest_relative_power"":1.0,""strongest_near_candidate"":false,""strongest_far_from_old"":false,""support_peaks"":[{""peak_bpm"":91.0,""target_relative_power"":0.7242682474246278,""prominence"":0.8233101299451113}]},""tracked/right_cheek/chrom"":{""qualified"":true,""status"":""qualified"",""observed_fraction"":1.0,""mean_quality"":0.9999048825171288,""tracked_fraction"":0.9966666666666667,""reset_fraction"":0.0,""candidate_supported"":false,""strongest_peak_bpm"":181.0,""strongest_relative_power"":1.0,""strongest_near_candidate"":false,""strongest_far_from_old"":false,""support_peaks"":[]},""tracked/right_cheek/pos"":{""qualified"":true,""status"":""qualified"",""observed_fraction"":1.0,""mean_quality"":0.9999048825171288,""tracked_fraction"":0.9966666666666667,""reset_fraction"":0.0,""candidate_supported"":false,""strongest_peak_bpm"":181.0,""strongest_relative_power"":1.0,""strongest_near_candidate"":false,""strongest_far_from_old"":false,""support_peaks"":[]}}"
4,8.999991,3.999996,13.999986,raw_consensus,182.0,93.0,True,True,True,True,89.0,3,"[""forehead"", ""left_cheek"", ""right_cheek""]",2,"[""forehead"", ""left_cheek""]",True,observed_motion,0.6105890476339296,0.05435341861911956,0.55623562901481,True,True,True,direct_motion_evidence_and_original_roi_support,"{""baseline/forehead/chrom"":{""qualified"":true,""status"":""qualified"",""observed_fraction"":1.0,""mean_quality"":0.998488599304941,""tracked_fraction"":0.9533333333333334,""reset_fraction"":0.0,""candidate_supported"":true,""strongest_peak_bpm"":93.0,""strongest_relative_power"":1.0,""strongest_near_candidate"":true,""strongest_far_from_old"":true,""support_peaks"":[{""peak_bpm"":93.0,""target_relative_power"":1.0,""prominence"":1.0}]},""baseline/forehead/pos"":{""qualified"":true,""status"":""qualified"",""observed_fraction"":1.0,""mean_quality"":0.998488599304941,""tracked_fraction"":0.9533333333333334,""reset_fraction"":0.0,""candidate_supported"":true,""strongest_peak_bpm"":93.0,""strongest_relative_power"":1.0,""strongest_near_candidate"":true,""strongest_far_from_old"":true,""support_peaks"":[{""peak_bpm"":93.0,""target_relative_power"":1.0,""prominence"":1.0}]},""baseline/left_cheek/chrom"":{""qualified"":true,""status"":""qualified"",""observed_fraction"":1.0,""mean_quality"":1.0,""tracked_fraction"":1.0,""reset_fraction"":0.0,""candidate_supported"":true,""strongest_peak_bpm"":91.0,""strongest_relative_power"":1.0,""strongest_near_candidate"":true,""strongest_far_from_old"":true,""support_peaks"":[{""peak_bpm"":91.0,""target_relative_power"":0.8501903376236764,""prominence"":1.0}]},""baseline/left_cheek/pos"":{""qualified"":true,""status"":""qualified"",""observed_fraction"":1.0,""mean_quality"":1.0,""tracked_fraction"":1.0,""reset_fraction"":0.0,""candidate_supported"":true,""strongest_peak_bpm"":90.0,""strongest_relative_power"":1.0,""strongest_near_candidate"":true,""strongest_far_from_old"":true,""support_peaks"":[{""peak_bpm"":90.0,""target_relative_power"":0.8201913156768846,""prominence"":1.0}]},""baseline/right_cheek/chrom"":{""qualified"":true,""status"":""qualified"",""observed_fraction"":1.0,""mean_quality"":0.9999323009619536,""tracked_fraction"":0.9966666666666667,""reset_fraction"":0.0,""candidate_supported"":false,""strongest_peak_bpm"":181.0,""strongest_relative_power"":1.0,""strongest_near_candidate"":false,""strongest_far_from_old"":false,""support_peaks"":[]},""baseline/right_cheek/pos"":{""qualified"":true,""status"":""qualified"",""observed_fraction"":1.0,""mean_quality"":0.9999323009619536,""tracked_fraction"":0.9966666666666667,""reset_fraction"":0.0,""candidate_supported"":true,""strongest_peak_bpm"":181.0,""strongest_relative_power"":1.0,""strongest_near_candidate"":false,""strongest_far_from_old"":false,""support_peaks"":[{""peak_bpm"":90.0,""target_relative_power"":0.06990039718684857,""prominence"":0.08043164574381985}]},""tracked/forehead/chrom"":{""qualified"":true,""status"":""qualified"",""observed_fraction"":1.0,""mean_quality"":0.998488599304941,""tracked_fraction"":0.9533333333333334,""reset_fraction"":0.0,""candidate_supported"":true,""strongest_peak_bpm"":64.0,""strongest_relative_power"":1.0,""strongest_near_candidate"":false,""strongest_far_from_old"":true,""support_peaks"":[{""peak_bpm"":96.0,""target_relative_power"":0.6970047830546588,""prominence"":0.5138530134892747}]},""tracked/forehead/pos"":{""qualified"":true,""status"":""qualified"",""observed_fraction"":1.0,""mean_quality"":0.998488599304941,""tracked_fraction"":0.9533333333333334,""reset_fraction"":0.0,""candidate_supported"":true,""strongest_peak_bpm"":92.0,""strongest_relative_power"":1.0,""strongest_near_candidate"":true,""strongest_far_from_old"":true,""support_peaks"":[{""peak_bpm"":92.0,""target_relative_power"":0.9739255263394332,""prominence"":1.0}]},""tracked/left_cheek/chrom"":{""qualified"":true,""status"":""qualified"",""observed_fraction"":1.0,""mean_quality"":1.0,""tracked_fraction"":1.0,""reset_fraction"":0.0,""candidate_supported"":true,""strongest_peak_bpm"":180.0,""strongest_relative_power"":1.0,""strongest_near_candidate"":false,""strongest_far_from_old"":false,""support_peaks"":[{""peak_bpm"":94.0,""target_relative_power"":0.18378443581694937,""prominence"":0.12513136929238428}]},""tracked/left_cheek/pos"":{""qualified"":true,""status"":""qualified"",""observed_fraction"":1.0,""mean_quality"":1.0,""tracked_fraction"":1.0,""reset_fraction"":0.0,""candidate_supported"":true,""strongest_peak_bpm"":181.0,""strongest_relative_power"":1.0,""strongest_near_candidate"":false,""strongest_far_from_old"":false,""support_peaks"":[{""peak_bpm"":91.0,""target_relative_power"":0.6679884561691595,""prominence"":0.7433343174580009}]},""tracked/right_cheek/chrom"":{""qualified"":true,""status"":""qualified"",""observed_fraction"":1.0,""mean_quality"":0.9999323009619536,""tracked_fraction"":0.9966666666666667,""reset_fraction"":0.0,""candidate_supported"":false,""strongest_peak_bpm"":180.0,""strongest_relative_power"":1.0,""strongest_near_candidate"":false,""strongest_far_from_old"":false,""support_peaks"":[]},""tracked/right_cheek/pos"":{""qualified"":true,""status"":""qualified"",""observed_fraction"":1.0,""mean_quality"":0.9999323009619536,""tracked_fraction"":0.9966666666666667,""reset_fraction"":0.0,""candidate_supported"":false,""strongest_peak_bpm"":181.0,""strongest_relative_power"":1.0,""strongest_near_candidate"":false,""strongest_far_from_old"":false,""support_peaks"":[]}}"
5,9.99999,4.999995,14.999984999999999,raw_consensus,182.0,93.0,True,True,True,True,89.0,2,"[""forehead"", ""left_cheek""]",2,"[""forehead"", ""left_cheek""]",True,observed_motion,0.7085997130501624,0.061191191760443846,0.6474085212897186,True,True,True,direct_motion_evidence_and_original_roi_support,"{""baseline/forehead/chrom"":{""qualified"":true,""status"":""qualified"",""observed_fraction"":1.0,""mean_quality"":0.9984161299608579,""tracked_fraction"":0.9466666666666667,""reset_fraction"":0.0,""candidate_supported"":true,""strongest_peak_bpm"":93.0,""strongest_relative_power"":1.0,""strongest_near_candidate"":true,""strongest_far_from_old"":true,""support_peaks"":[{""peak_bpm"":93.0,""target_relative_power"":1.0,""prominence"":1.0}]},""baseline/forehead/pos"":{""qualified"":true,""status"":""qualified"",""observed_fraction"":1.0,""mean_quality"":0.9984161299608579,""tracked_fraction"":0.9466666666666667,""reset_fraction"":0.0,""candidate_supported"":true,""strongest_peak_bpm"":93.0,""strongest_relative_power"":1.0,""strongest_near_candidate"":true,""strongest_far_from_old"":true,""support_peaks"":[{""peak_bpm"":93.0,""target_relative_power"":1.0,""prominence"":1.0}]},""baseline/left_cheek/chrom"":{""qualified"":true,""status"":""qualified"",""observed_fraction"":1.0,""mean_quality"":1.0,""tracked_fraction"":1.0,""reset_fraction"":0.0,""candidate_supported"":true,""strongest_peak_bpm"":91.0,""strongest_relative_power"":1.0,""strongest_near_candidate"":true,""strongest_far_from_old"":true,""support_peaks"":[{""peak_bpm"":91.0,""target_relative_power"":0.8789640450330937,""prominence"":1.0}]},""baseline/left_cheek/pos"":{""qualified"":true,""status"":""qualified"",""observed_fraction"":1.0,""mean_quality"":1.0,""tracked_fraction"":1.0,""reset_fraction"":0.0,""candidate_supported"":true,""strongest_peak_bpm"":91.0,""strongest_relative_power"":1.0,""strongest_near_candidate"":true,""strongest_far_from_old"":true,""support_peaks"":[{""peak_bpm"":91.0,""target_relative_power"":0.8400817083975657,""prominence"":1.0}]},""baseline/right_cheek/chrom"":{""qualified"":true,""status"":""qualified"",""observed_fraction"":1.0,""mean_quality"":0.9999323009619536,""tracked_fraction"":0.9966666666666667,""reset_fraction"":0.0,""candidate_supported"":false,""strongest_peak_bpm"":181.0,""strongest_relative_power"":1.0,""strongest_near_candidate"":false,""strongest_far_from_old"":false,""support_peaks"":[]},""baseline/right_cheek/pos"":{""qualified"":true,""status"":""qualified"",""observed_fraction"":1.0,""mean_quality"":0.9999323009619536,""tracked_fraction"":0.9966666666666667,""reset_fraction"":0.0,""candidate_supported"":false,""strongest_peak_bpm"":181.0,""strongest_relative_power"":1.0,""strongest_near_candidate"":false,""strongest_far_from_old"":false,""support_peaks"":[]},""tracked/forehead/chrom"":{""qualified"":true,""status"":""qualified"",""observed_fraction"":1.0,""mean_quality"":0.9984161299608579,""tracked_fraction"":0.9466666666666667,""reset_fraction"":0.0,""candidate_supported"":true,""strongest_peak_bpm"":95.0,""strongest_relative_power"":1.0,""strongest_near_candidate"":true,""strongest_far_from_old"":true,""support_peaks"":[{""peak_bpm"":95.0,""target_relative_power"":0.9585269565082863,""prominence"":1.0}]},""tracked/forehead/pos"":{""qualified"":true,""status"":""qualified"",""observed_fraction"":1.0,""mean_quality"":0.9984161299608579,""tracked_fraction"":0.9466666666666667,""reset_fraction"":0.0,""candidate_supported"":true,""strongest_peak_bpm"":92.0,""strongest_relative_power"":1.0,""strongest_near_candidate"":true,""strongest_far_from_old"":true,""support_peaks"":[{""peak_bpm"":92.0,""target_relative_power"":0.9984404161099355,""prominence"":1.0}]},""tracked/left_cheek/chrom"":{""qualified"":true,""status"":""qualified"",""observed_fraction"":1.0,""mean_quality"":1.0,""tracked_fraction"":1.0,""reset_fraction"":0.0,""candidate_supported"":true,""strongest_peak_bpm"":181.0,""strongest_relative_power"":1.0,""strongest_near_candidate"":false,""strongest_far_from_old"":false,""support_peaks"":[{""peak_bpm"":96.0,""target_relative_power"":0.1405945622652475,""prominence"":0.21265803681434864}]},""tracked/left_cheek/pos"":{""qualified"":true,""status"":""qualified"",""observed_fraction"":1.0,""mean_quality"":1.0,""tracked_fraction"":1.0,""reset_fraction"":0.0,""candidate_supported"":true,""strongest_peak_bpm"":181.0,""strongest_relative_power"":1.0,""strongest_near_candidate"":false,""strongest_far_from_old"":false,""support_peaks"":[{""peak_bpm"":92.0,""target_relative_power"":0.6320414745336922,""prominence"":0.6626094095331116}]},""tracked/right_cheek/chrom"":{""qualified"":true,""status"":""qualified"",""observed_fraction"":1.0,""mean_quality"":0.9999323009619536,""tracked_fraction"":0.9966666666666667,""reset_fraction"":0.0,""candidate_supported"":false,""strongest_peak_bpm"":180.0,""strongest_relative_power"":1.0,""strongest_near_candidate"":false,""strongest_far_from_old"":false,""support_peaks"":[]},""tracked/right_cheek/pos"":{""qualified"":true,""status"":""qualified"",""observed_fraction"":1.0,""mean_quality"":0.9999323009619536,""tracked_fraction"":0.9966666666666667,""reset_fraction"":0.0,""candidate_supported"":false,""strongest_peak_bpm"":181.0,""strongest_relative_power"":1.0,""strongest_near_candidate"":false,""strongest_far_from_old"":false,""support_peaks"":[]}}"
6,10.999989,5.999994,15.999984,raw_consensus,182.0,92.0,True,True,True,True,90.0,2,"[""forehead"", ""left_cheek""]",1,"[""forehead""]",True,observed_motion,0.8020484990697796,0.06994514249325381,0.7321033565765258,True,False,True,direct_motion_evidence_and_original_roi_support,"{""baseline/forehead/chrom"":{""qualified"":true,""status"":""qualified"",""observed_fraction"":1.0,""mean_quality"":0.9984249344919639,""tracked_fraction"":0.9433333333333334,""reset_fraction"":0.0,""candidate_supported"":true,""strongest_peak_bpm"":93.0,""strongest_relative_power"":1.0,""strongest_near_candidate"":true,""strongest_far_from_old"":true,""support_peaks"":[{""peak_bpm"":93.0,""target_relative_power"":0.9923954133461673,""prominence"":1.0}]},""baseline/forehead/pos"":{""qualified"":true,""status"":""qualified"",""observed_fraction"":1.0,""mean_quality"":0.9984249344919639,""tracked_fraction"":0.9433333333333334,""reset_fraction"":0.0,""candidate_supported"":true,""strongest_peak_bpm"":93.0,""strongest_relative_power"":1.0,""strongest_near_candidate"":true,""strongest_far_from_old"":true,""support_peaks"":[{""peak_bpm"":93.0,""target_relative_power"":0.9881345964395398,""prominence"":1.0}]},""baseline/left_cheek/chrom"":{""qualified"":true,""status"":""qualified"",""observed_fraction"":1.0,""mean_quality"":1.0,""tracked_fraction"":1.0,""reset_fraction"":0.0,""candidate_supported"":true,""strongest_peak_bpm"":181.0,""strongest_relative_power"":1.0,""strongest_near_candidate"":false,""strongest_far_from_old"":false,""support_peaks"":[{""peak_bpm"":92.0,""target_relative_power"":0.8647423706040338,""prominence"":0.8645969550501275}]},""baseline/left_cheek/pos"":{""qualified"":true,""status"":""qualified"",""observed_fraction"":1.0,""mean_quality"":1.0,""tracked_fraction"":1.0,""reset_fraction"":0.0,""candidate_supported"":true,""strongest_peak_bpm"":182.0,""strongest_relative_power"":1.0,""strongest_near_candidate"":false,""strongest_far_from_old"":false,""support_peaks"":[{""peak_bpm"":91.0,""target_relative_power"":0.9855016020464293,""prominence"":0.9883497507926386}]},""baseline/right_cheek/chrom"":{""qualified"":true,""status"":""qualified"",""observed_fraction"":1.0,""mean_quality"":0.9999654827547092,""tracked_fraction"":0.9966666666666667,""reset_fraction"":0.0,""candidate_supported"":false,""strongest_peak_bpm"":182.0,""strongest_relative_power"":1.0,""strongest_near_candidate"":false,""strongest_far_from_old"":false,""support_peaks"":[]},""baseline/right_cheek/pos"":{""qualified"":true,""status"":""qualified"",""observed_fraction"":1.0,""mean_quality"":0.9999654827547092,""tracked_fraction"":0.9966666666666667,""reset_fraction"":0.0,""candidate_supported"":false,""strongest_peak_bpm"":182.0,""strongest_relative_power"":1.0,""strongest_near_candidate"":false,""strongest_far_from_old"":false,""support_peaks"":[]},""tracked/forehead/chrom"":{""qualified"":true,""status"":""qualified"",""observed_fraction"":1.0,""mean_quality"":0.9984249344919639,""tracked_fraction"":0.9433333333333334,""reset_fraction"":0.0,""candidate_supported"":true,""strongest_peak_bpm"":94.0,""strongest_relative_power"":1.0,""strongest_near_candidate"":true,""strongest_far_from_old"":true,""support_peaks"":[{""peak_bpm"":94.0,""target_relative_power"":0.9276717646432395,""prominence"":1.0}]},""tracked/forehead/pos"":{""qualified"":true,""status"":""qualified"",""observed_fraction"":1.0,""mean_quality"":0.9984249344919639,""tracked_fraction"":0.9433333333333334,""reset_fraction"":0.0,""candidate_supported"":true,""strongest_peak_bpm"":93.0,""strongest_relative_power"":1.0,""strongest_near_candidate"":true,""strongest_far_from_old"":true,""support_peaks"":[{""peak_bpm"":93.0,""target_relative_power"":0.9763692945117624,""prominence"":1.0}]},""tracked/left_cheek/chrom"":{""qualified"":true,""status"":""qualified"",""observed_fraction"":1.0,""mean_quality"":1.0,""tracked_fraction"":1.0,""reset_fraction"":0.0,""candidate_supported"":false,""strongest_peak_bpm"":181.0,""strongest_relative_power"":1.0,""strongest_near_candidate"":false,""strongest_far_from_old"":false,""support_peaks"":[]},""tracked/left_cheek/pos"":{""qualified"":true,""status"":""qualified"",""observed_fraction"":1.0,""mean_quality"":1.0,""tracked_fraction"":1.0,""reset_fraction"":0.0,""candidate_supported"":true,""strongest_peak_bpm"":182.0,""strongest_relative_power"":1.0,""strongest_near_candidate"":false,""strongest_far_from_old"":false,""support_peaks"":[{""peak_bpm"":92.0,""target_relative_power"":0.6117969563811,""prominence"":0.6116140900733356}]},""tracked/right_cheek/chrom"":{""qualified"":true,""status"":""qualified"",""observed_fraction"":1.0,""mean_quality"":0.9999654827547092,""tracked_fraction"":0.9966666666666667,""reset_fraction"":0.0,""candidate_supported"":false,""strongest_peak_bpm"":181.0,""strongest_relative_power"":1.0,""strongest_near_candidate"":false,""strongest_far_from_old"":false,""support_peaks"":[]},""tracked/right_cheek/pos"":{""qualified"":true,""status"":""qualified"",""observed_fraction"":1.0,""mean_quality"":0.9999654827547092,""tracked_fraction"":0.9966666666666667,""reset_fraction"":0.0,""candidate_supported"":false,""strongest_peak_bpm"":181.0,""strongest_relative_power"":1.0,""strongest_near_candidate"":false,""strongest_far_from_old"":false,""support_peaks"":[]}}"
