profile,case,plan,shift_s,Nplanned,Noutput,Nref,Nvalid,Nwithin5,Nwithin10,hr_output_coverage_pct,paired_reference_coverage_pct,MAE_bpm,RMSE_bpm,Bias_bpm,MAPE_pct,P5_valid_pct,P10_valid_pct,R5_all_reference_pct,R10_all_reference_pct,P95_abs_error_bpm,Max_abs_error_bpm,LoA_lower_descriptive_bpm,LoA_upper_descriptive_bpm
short6,data4,native6s,-5,54,50,54,50,44,50,92.5925925925926,92.5925925925926,2.190000000000001,2.8167159758997524,-0.16999999999999915,2.8071444942914545,88.0,100.0,81.48148148148148,92.5925925925926,5.258333333333332,5.666666666666671,-5.736646786391647,5.396646786391649
short6,data4,native6s,-2,54,50,54,50,48,50,92.5925925925926,92.5925925925926,2.6666666666666674,3.074988708199683,8.526512829121202e-16,3.453998434714907,96.0,100.0,88.88888888888889,92.5925925925926,4.924999999999997,6.5,-6.088167029392161,6.088167029392163
short6,data4,native6s,-1,54,50,54,50,47,50,92.5925925925926,92.5925925925926,2.82,3.195830617121836,0.06666666666666743,3.6611333242393718,94.0,100.0,87.03703703703704,92.5925925925926,5.125,7.0,-6.259378262390069,6.392711595723403
short6,data4,native6s,0,54,50,54,50,47,50,92.5925925925926,92.5925925925926,2.92,3.2947770115070845,0.133333333333334,3.7984694020485295,94.0,100.0,87.03703703703704,92.5925925925926,5.399999999999999,7.333333333333329,-6.38464863111616,6.651315297782827
short6,data4,native6s,1,54,50,54,50,47,50,92.5925925925926,92.5925925925926,2.949999999999999,3.340741767266,0.19666666666666713,3.8428376033687215,94.0,100.0,87.03703703703704,92.5925925925926,5.508333333333326,7.666666666666671,-6.4061933870440635,6.799526720377398
short6,data4,native6s,2,54,50,54,50,47,50,92.5925925925926,92.5925925925926,2.94,3.3169597860423665,0.253333333333334,3.8332125205368945,94.0,100.0,87.03703703703704,92.5925925925926,5.749999999999993,7.666666666666671,-6.294730061459222,6.80139672812589
short6,data4,native6s,5,54,50,54,50,48,50,92.5925925925926,92.5925925925926,2.34,2.7063710840245916,0.32666666666666744,3.050208365782374,96.0,100.0,88.88888888888889,92.5925925925926,4.591666666666669,6.333333333333329,-4.99249818006131,5.645831513394644
short6,data4,common10s,-5,50,46,50,46,41,46,92.0,92.0,2.115217391304348,2.7323743457325524,-0.29782608695652213,2.7113933635368888,89.1304347826087,100.0,82.0,92.0,5.650000000000002,6.099999999999994,-5.680196743645855,5.0845445697328095
short6,data4,common10s,-2,50,46,50,46,43,46,92.0,92.0,2.434782608695653,2.8278890575372886,-0.17826086956521744,3.149429236078585,93.47826086956522,100.0,86.0,92.0,5.150000000000002,5.5,-5.771025161152702,5.414503422022268
short6,data4,common10s,-1,50,46,50,46,44,46,92.0,92.0,2.5173913043478264,2.8683429544508496,-0.13478260869565223,3.262978254384824,95.65217391304348,100.0,88.0,92.0,4.925000000000001,5.5,-5.812578923403002,5.543013706011697
short6,data4,common10s,0,50,46,50,46,45,46,92.0,92.0,2.556521739130435,2.891742366298125,-0.09130434782608701,3.318757300560302,97.82608695652173,100.0,90.0,92.0,4.650000000000002,5.799999999999997,-5.818891945319164,5.63628324966699
short6,data4,common10s,1,50,46,50,46,45,46,92.0,92.0,2.552173913043478,2.8796889928692253,-0.0478260869565218,3.316870802895959,97.82608695652173,100.0,90.0,92.0,4.6250000000000036,6.0,-5.753598082380814,5.657945908467771
short6,data4,common10s,2,50,46,50,46,45,46,92.0,92.0,2.526086956521739,2.8252741306010423,-0.008695652173913167,3.285923260279701,97.82608695652173,100.0,90.0,92.0,4.350000000000005,6.099999999999994,-5.607396544966501,5.590005240618674
short6,data4,common10s,5,50,46,50,46,45,46,92.0,92.0,2.076086956521739,2.356074480257731,0.05869565217391311,2.7019753805116666,97.82608695652173,100.0,90.0,92.0,3.549999999999997,5.599999999999994,-4.608789394908111,4.726180699255938
