record_type,window_index,channel,patch_id,region,branch,method,status,observed_fraction,mean_quality,tracked_fraction,reset_fraction,representative,peak_bpm,peak_concentration,peak_fwhm_bpm,spectral_score,coefficient,polarity,medoid_channel
channel,0,baseline/forehead_0/chrom,forehead_0,forehead,baseline,chrom,nonfinite_bvp,1.0,0.9999999901512104,0.0,0.0005555555555555556,False,,,,,,,
channel,0,baseline/forehead_0/pos,forehead_0,forehead,baseline,pos,nonfinite_bvp,1.0,0.9999999901512104,0.0,0.0005555555555555556,False,,,,,,,
channel,0,baseline/forehead_1/chrom,forehead_1,forehead,baseline,chrom,nonfinite_bvp,1.0,0.9999999903817052,0.0,0.0005555555555555556,False,,,,,,,
channel,0,baseline/forehead_1/pos,forehead_1,forehead,baseline,pos,nonfinite_bvp,1.0,0.9999999903817052,0.0,0.0005555555555555556,False,,,,,,,
channel,0,baseline/forehead_2/chrom,forehead_2,forehead,baseline,chrom,nonfinite_bvp,1.0,0.9966451495910107,0.0,0.0005555555555555556,False,,,,,,,
channel,0,baseline/forehead_2/pos,forehead_2,forehead,baseline,pos,nonfinite_bvp,1.0,0.9966451495910107,0.0,0.0005555555555555556,False,,,,,,,
channel,0,baseline/forehead_3/chrom,forehead_3,forehead,baseline,chrom,nonfinite_bvp,1.0,0.9999999903025331,0.0,0.0005555555555555556,False,,,,,,,
channel,0,baseline/forehead_3/pos,forehead_3,forehead,baseline,pos,nonfinite_bvp,1.0,0.9999999903025331,0.0,0.0005555555555555556,False,,,,,,,
channel,0,baseline/left_cheek_0/chrom,left_cheek_0,left_cheek,baseline,chrom,nonfinite_bvp,1.0,0.9999999887112541,0.0,0.0005555555555555556,False,,,,,,,
channel,0,baseline/left_cheek_0/pos,left_cheek_0,left_cheek,baseline,pos,nonfinite_bvp,1.0,0.9999999887112541,0.0,0.0005555555555555556,False,,,,,,,
channel,0,baseline/left_cheek_1/chrom,left_cheek_1,left_cheek,baseline,chrom,nonfinite_bvp,1.0,0.999999988729342,0.0,0.0005555555555555556,False,,,,,,,
channel,0,baseline/left_cheek_1/pos,left_cheek_1,left_cheek,baseline,pos,nonfinite_bvp,1.0,0.999999988729342,0.0,0.0005555555555555556,False,,,,,,,
channel,0,baseline/left_cheek_2/chrom,left_cheek_2,left_cheek,baseline,chrom,nonfinite_bvp,1.0,0.9999999880283252,0.0,0.0005555555555555556,False,,,,,,,
channel,0,baseline/left_cheek_2/pos,left_cheek_2,left_cheek,baseline,pos,nonfinite_bvp,1.0,0.9999999880283252,0.0,0.0005555555555555556,False,,,,,,,
channel,0,baseline/left_cheek_3/chrom,left_cheek_3,left_cheek,baseline,chrom,nonfinite_bvp,1.0,0.9999965182561938,0.0,0.0005555555555555556,False,,,,,,,
