time_s,base,observed,interpolated,covered
0.0,,False,False,False
0.0333666666666666,,False,False,False
0.0667333333333333,,False,False,False
0.1001,,False,False,False
0.1334666666666666,,False,False,False
0.1668333333333333,,False,False,False
0.2002,,False,False,False
0.2335666666666666,,False,False,False
0.2669333333333333,,False,False,False
0.3003,,False,False,False
0.3336666666666666,,False,False,False
0.3670333333333333,,False,False,False
0.4004,,False,False,False
0.4337666666666667,,False,False,False
0.4671333333333333,,False,False,False
0.5005000000000001,,False,False,False
0.5338666666666667,,False,False,False
0.5672333333333334,,False,False,False
0.6006,,False,False,False
0.6339666666666667,,False,False,False
0.6673333333333333,,False,False,False
0.7007,,False,False,False
0.7340666666666666,,False,False,False
0.7674333333333333,,False,False,False
0.8008000000000001,,False,False,False
0.8341666666666667,,False,False,False
0.8675333333333334,,False,False,False
0.9009,,False,False,False
0.9342666666666668,,False,False,False
0.9676333333333332,,False,False,False
1.001,,False,False,False
1.0343666666666669,,False,False,False
1.0677333333333334,,False,False,False
1.1011,,False,False,False
1.1344666666666667,,False,False,False
1.1678333333333333,,False,False,False
1.2012,,False,False,False
1.2345666666666666,,False,False,False
1.2679333333333334,,False,False,False
1.3013,,False,False,False
1.334666666666667,,False,False,False
1.3680333333333334,,False,False,False
1.4014,,False,False,False
1.4347666666666667,,False,False,False
1.4681333333333333,,False,False,False
1.5015,,False,False,False
1.5348666666666666,,False,False,False
1.5682333333333334,,False,False,False
1.6016,-0.016993389179761877,True,False,True
1.634966666666667,-0.018102565172158677,True,False,True
1.6683333333333334,-0.018106037421690147,True,False,True
1.7017,-0.01564189479857698,True,False,True
1.7350666666666668,-0.01534699599093206,True,False,True
1.7684333333333333,-0.018226297665242294,True,False,True
1.8018,-0.016102793627838098,True,False,True
1.8351666666666664,-0.017497163031685546,True,False,True
1.8685333333333332,-0.018794408294107327,True,False,True
1.9019,-0.017660627247242718,True,False,True
1.9352666666666667,-0.015616403908050705,True,False,True
1.9686333333333332,-0.017726951210642848,True,False,True
2.002,-0.018594478050479923,True,False,True
2.0353666666666665,-0.020228911413077248,True,False,True
2.0687333333333333,-0.021276747180458473,True,False,True
2.1021,-0.016786995158525955,True,False,True
2.135466666666667,-0.017789471956552005,True,False,True
2.168833333333333,-0.02128034355693284,True,False,True
2.2022,-0.017853638573023446,True,False,True
2.2355666666666667,-0.019181660154122565,True,False,True
2.268933333333333,-0.018939566344863448,True,False,True
2.3023,-0.01728542947633146,True,False,True
2.3356666666666666,-0.01722488384641023,True,False,True
2.3690333333333333,-0.019415089096498597,True,False,True
2.4024,-0.01729562668625962,True,False,True
2.435766666666667,-0.01613719972216035,True,False,True
2.469133333333333,-0.017541156601803477,True,False,True
2.5025,-0.013966496832985273,True,False,True
2.5358666666666667,-0.014639103130630313,True,False,True
2.569233333333333,-0.01716421001555834,True,False,True
2.6026,-0.017520653502776564,True,False,True
2.6359666666666666,-0.01660519716474914,True,False,True
2.6693333333333333,-0.020271958308285477,True,False,True
2.7027,-0.01797599137527699,True,False,True
2.736066666666667,-0.01645747239025535,True,False,True
