window_index,time_s,window_start_s,window_end_s,reference_bpm,reference_valid,estimated_bpm,accepted,V25_bpm,V25_accepted,error_bpm,abs_error_bpm,status,common,new,lost
0,4.99995,0.0,9.9999,79.5,True,,False,,False,,,gap_or_filter_edge,False,False,False
1,5.99994,0.99999,10.99989,79.2,True,,False,,False,,,gap_or_filter_edge,False,False,False
2,6.99993,1.99998,11.99988,79.0,True,74.0,True,74.0,True,-5.0,5.0,candidate_only,True,False,False
3,7.999919999999999,2.99997,12.99987,78.7,True,74.0,True,74.0,True,-4.700000000000003,4.700000000000003,candidate_only,True,False,False
4,8.99991,3.99996,13.99986,78.4,True,74.0,True,74.0,True,-4.400000000000006,4.400000000000006,candidate_only,True,False,False
5,9.9999,4.99995,14.99985,78.2,True,74.0,True,74.0,True,-4.200000000000003,4.200000000000003,candidate_only,True,False,False
6,10.99989,5.99994,15.99984,77.9,True,74.0,True,74.0,True,-3.9000000000000057,3.9000000000000057,candidate_only,True,False,False
7,11.99988,6.99993,16.99983,77.6,True,74.0,True,74.0,True,-3.5999999999999943,3.5999999999999943,candidate_only,True,False,False
8,12.99987,7.999919999999999,17.99982,77.2,True,74.0,True,74.0,True,-3.200000000000003,3.200000000000003,candidate_only,True,False,False
9,13.99986,8.99991,18.99981,76.8,True,75.0,True,75.0,True,-1.7999999999999972,1.7999999999999972,candidate_only,True,False,False
10,14.99985,9.9999,19.9998,76.3,True,76.0,True,76.0,True,-0.29999999999999716,0.29999999999999716,candidate_only,True,False,False
11,15.99984,10.99989,20.99979,75.9,True,77.0,True,77.0,True,1.0999999999999943,1.0999999999999943,candidate_only,True,False,False
12,16.99983,11.99988,21.99978,75.5,True,78.0,True,78.0,True,2.5,2.5,candidate_only,True,False,False
13,17.99982,12.99987,22.99977,75.2,True,79.0,True,79.0,True,3.799999999999997,3.799999999999997,candidate_only,True,False,False
14,18.99981,13.99986,23.99976,75.0,True,79.0,True,79.0,True,4.0,4.0,candidate_only,True,False,False
15,19.9998,14.99985,24.99975,74.9,True,79.0,True,79.0,True,4.099999999999994,4.099999999999994,candidate_only,True,False,False
16,20.99979,15.99984,25.99974,75.0,True,78.0,True,78.0,True,3.0,3.0,candidate_only,True,False,False
17,21.99978,16.99983,26.99973,75.2,True,77.0,True,77.0,True,1.7999999999999972,1.7999999999999972,candidate_only,True,False,False
18,22.99977,17.99982,27.99972,75.6,True,76.0,True,76.0,True,0.4000000000000057,0.4000000000000057,candidate_only,True,False,False
19,23.99976,18.99981,28.99971,76.0,True,75.0,True,75.0,True,-1.0,1.0,candidate_only,True,False,False
20,24.99975,19.9998,29.9997,76.5,True,75.0,True,75.0,True,-1.5,1.5,candidate_only,True,False,False
21,25.99974,20.99979,30.99969,76.9,True,75.0,True,75.0,True,-1.9000000000000057,1.9000000000000057,candidate_only,True,False,False
22,26.99973,21.99978,31.99968,77.2,True,75.0,True,75.0,True,-2.200000000000003,2.200000000000003,candidate_only,True,False,False
23,27.99972,22.99977,32.99967,77.4,True,75.0,True,75.0,True,-2.4000000000000057,2.4000000000000057,candidate_only,True,False,False
24,28.99971,23.99976,33.99966,77.5,True,76.0,True,75.0,True,-1.5,1.5,candidate_only,True,False,False
25,29.9997,24.99975,34.99965,77.4,True,77.0,True,76.0,True,-0.4000000000000057,0.4000000000000057,candidate_only,True,False,False
26,30.99969,25.99974,35.99964,77.3,True,78.0,True,77.0,True,0.7000000000000028,0.7000000000000028,candidate_only,True,False,False
27,31.99968,26.99973,36.99963,77.1,True,79.0,True,78.0,True,1.9000000000000057,1.9000000000000057,candidate_only,True,False,False
28,32.99967,27.99972,37.99962,76.8,True,79.0,True,79.0,True,2.200000000000003,2.200000000000003,candidate_only,True,False,False
29,33.99966,28.99971,38.99961,76.5,True,79.0,True,79.0,True,2.5,2.5,candidate_only,True,False,False
30,34.99965,29.9997,39.9996,76.2,True,79.0,True,79.0,True,2.799999999999997,2.799999999999997,candidate_only,True,False,False
31,35.99964,30.99969,40.99959,76.0,True,79.0,True,79.0,True,3.0,3.0,candidate_only,True,False,False
32,36.99963,31.99968,41.99958,76.0,True,79.0,True,79.0,True,3.0,3.0,candidate_only,True,False,False
33,37.99962,32.99967,42.99957,76.1,True,79.0,True,79.0,True,2.9000000000000057,2.9000000000000057,candidate_only,True,False,False
34,38.99961,33.99966,43.99956,76.3,True,79.0,True,79.0,True,2.700000000000003,2.700000000000003,candidate_only,True,False,False
35,39.9996,34.99965,44.99955,76.6,True,79.0,True,79.0,True,2.4000000000000057,2.4000000000000057,candidate_only,True,False,False
36,40.99959,35.99964,45.99954,76.9,True,79.0,True,78.0,True,2.0999999999999943,2.0999999999999943,candidate_only,True,False,False
37,41.99958,36.99963,46.99953,77.2,True,78.0,True,77.0,True,0.7999999999999972,0.7999999999999972,candidate_only,True,False,False
38,42.99957,37.99962,47.99952,77.5,True,77.0,True,76.0,True,-0.5,0.5,candidate_only,True,False,False
39,43.99956,38.99961,48.99951,77.8,True,76.0,True,75.0,True,-1.7999999999999972,1.7999999999999972,candidate_only,True,False,False
40,44.99955,39.9996,49.9995,78.1,True,75.0,True,75.0,True,-3.0999999999999943,3.0999999999999943,candidate_only,True,False,False
41,45.99954,40.99959,50.99949,78.3,True,75.0,True,75.0,True,-3.299999999999997,3.299999999999997,candidate_only,True,False,False
42,46.99953,41.99958,51.99948,78.3,True,75.0,True,75.0,True,-3.299999999999997,3.299999999999997,candidate_only,True,False,False
43,47.99952,42.99957,52.99947,78.3,True,76.0,True,76.0,True,-2.299999999999997,2.299999999999997,candidate_only,True,False,False
44,48.99951,43.99956,53.99946,78.1,True,77.0,True,78.0,True,-1.0999999999999943,1.0999999999999943,candidate_only,True,False,False
45,49.9995,44.99955,54.99945,77.8,True,79.0,True,80.0,True,1.2000000000000028,1.2000000000000028,candidate_only,True,False,False
