profile,case,plan,shift_s,Nplanned,Noutput,Nref,Nvalid,Nwithin5,Nwithin10,hr_output_coverage_pct,paired_reference_coverage_pct,MAE_bpm,RMSE_bpm,Bias_bpm,MAPE_pct,P5_valid_pct,P10_valid_pct,R5_all_reference_pct,R10_all_reference_pct,P95_abs_error_bpm,Max_abs_error_bpm,LoA_lower_descriptive_bpm,LoA_upper_descriptive_bpm
short6,data3,native6s,-5,69,65,69,65,2,4,94.20289855072464,94.20289855072464,45.83333333333333,47.29975786425438,-45.83333333333333,44.27149613364643,3.076923076923077,6.153846153846154,2.898550724637681,5.797101449275362,58.83333333333333,61.33333333333333,-68.91699127328923,-22.749675393377434
short6,data3,native6s,-2,69,65,69,65,1,3,94.20289855072464,94.20289855072464,45.55897435897436,46.90014852454022,-45.55897435897436,44.19317459308767,1.5384615384615385,4.615384615384615,1.4492753623188406,4.3478260869565215,60.4,62.0,-67.55479840320183,-23.56315031474689
short6,data3,native6s,-1,69,65,69,65,0,2,94.20289855072464,94.20289855072464,45.42820512820512,46.740413341307104,-45.42820512820512,44.138464279311016,0.0,3.076923076923077,0.0,2.898550724637681,60.599999999999994,62.0,-67.15099881246033,-23.705411443949917
short6,data3,native6s,0,69,65,69,65,0,2,94.20289855072464,94.20289855072464,45.29230769230769,46.5951191457338,-45.29230769230769,44.070779820692266,0.0,3.076923076923077,0.0,2.898550724637681,60.633333333333326,62.0,-66.90414012775722,-23.680475256858152
short6,data3,native6s,1,69,65,69,65,0,2,94.20289855072464,94.20289855072464,45.158974358974355,46.47520246803068,-45.158974358974355,43.992890297291545,0.0,3.076923076923077,0.0,2.898550724637681,60.4,62.0,-66.85184790962724,-23.46610080832147
short6,data3,native6s,2,69,65,69,65,0,4,94.20289855072464,94.20289855072464,45.03846153846154,46.38842417495875,-45.03846153846154,43.911570679532204,0.0,6.153846153846154,0.0,5.797101449275362,60.13333333333334,61.83333333333333,-66.98270435858905,-23.094218718334027
short6,data3,native6s,5,69,65,69,65,0,4,94.20289855072464,94.20289855072464,44.825641025641026,46.32482858672813,-44.825641025641026,43.722668777502136,0.0,6.153846153846154,0.0,5.797101449275362,59.3,60.66666666666667,-67.91597438895694,-21.735307662325116
short6,data3,common10s,-5,65,61,65,61,0,0,93.84615384615384,93.84615384615384,48.80163934426229,49.04110855057064,-48.80163934426229,47.2874881446832,0.0,0.0,0.0,0.0,58.599999999999994,59.7,-58.36773064829857,-39.235548040226014
short6,data3,common10s,-2,65,61,65,61,0,0,93.84615384615384,93.84615384615384,48.498360655737706,48.748615785308274,-48.498360655737706,47.129580503806636,0.0,0.0,0.0,0.0,59.2,60.8,-58.247693810907435,-38.749027500567976
short6,data3,common10s,-1,65,61,65,61,0,0,93.84615384615384,93.84615384615384,48.39672131147541,48.65636615298265,-48.39672131147541,47.07324585724197,0.0,0.0,0.0,0.0,59.599999999999994,60.8,-58.31736589479931,-38.47607672815151
short6,data3,common10s,0,65,61,65,61,0,0,93.84615384615384,93.84615384615384,48.29672131147541,48.56912430820196,-48.29672131147541,47.015764489882706,0.0,0.0,0.0,0.0,59.5,60.8,-58.44837143096997,-38.14507119198085
short6,data3,common10s,1,65,61,65,61,0,0,93.84615384615384,93.84615384615384,48.1983606557377,48.48679894704483,-48.1983606557377,46.95717764368889,0.0,0.0,0.0,0.0,59.2,60.7,-58.634785019657805,-37.7619362918176
short6,data3,common10s,2,65,61,65,61,0,0,93.84615384615384,93.84615384615384,48.10327868852458,48.41082218799876,-48.10327868852458,46.89845390744528,0.0,0.0,0.0,0.0,58.900000000000006,60.5,-58.870261609255,-37.33629576779416
short6,data3,common10s,5,65,61,65,61,0,0,93.84615384615384,93.84615384615384,47.88524590163934,48.25807330741938,-47.88524590163934,46.752087313483194,0.0,0.0,0.0,0.0,58.2,59.5,-59.71726423368379,-36.05322756959488
