profile,case,plan,shift_s,Nplanned,Noutput,Nref,Nvalid,Nwithin5,Nwithin10,hr_output_coverage_pct,paired_reference_coverage_pct,MAE_bpm,RMSE_bpm,Bias_bpm,MAPE_pct,P5_valid_pct,P10_valid_pct,R5_all_reference_pct,R10_all_reference_pct,P95_abs_error_bpm,Max_abs_error_bpm,LoA_lower_descriptive_bpm,LoA_upper_descriptive_bpm
short6_relaxed,data3,native6s,-5,69,65,69,65,2,4,94.20289855072464,94.20289855072464,45.787179487179486,47.24285773360463,-45.787179487179486,44.22867090483523,3.076923076923077,6.153846153846154,2.898550724637681,5.797101449275362,58.66666666666666,61.33333333333333,-68.77337286643164,-22.800986107927326
short6_relaxed,data3,native6s,-2,69,65,69,65,1,3,94.20289855072464,94.20289855072464,45.51282051282052,46.84095658369088,-45.51282051282052,44.151067536789256,1.5384615384615385,4.615384615384615,1.4492753623188406,4.3478260869565215,59.53333333333334,62.0,-67.38899504539104,-23.636645980249995
short6_relaxed,data3,native6s,-1,69,65,69,65,0,2,94.20289855072464,94.20289855072464,45.38205128205128,46.680799142120605,-45.38205128205128,44.09644250358569,0.0,3.076923076923077,0.0,2.898550724637681,59.633333333333326,62.0,-66.98074041754732,-23.783362146555234
short6_relaxed,data3,native6s,0,69,65,69,65,0,2,94.20289855072464,94.20289855072464,45.24615384615384,46.535208616977755,-45.24615384615384,44.02880055564775,0.0,3.076923076923077,0.0,2.898550724637681,59.766666666666666,62.0,-66.73117067213795,-23.761137020169723
short6_relaxed,data3,native6s,1,69,65,69,65,0,2,94.20289855072464,94.20289855072464,45.112820512820505,46.415081913746846,-45.112820512820505,43.950932255333505,0.0,3.076923076923077,0.0,2.898550724637681,59.8,61.83333333333333,-66.67777776634071,-23.5478632593003
short6_relaxed,data3,native6s,2,69,65,69,65,0,4,94.20289855072464,94.20289855072464,44.99230769230769,46.32824635421041,-44.99230769230769,43.869591414487694,0.0,6.153846153846154,0.0,5.797101449275362,59.8,61.5,-66.80957188952733,-23.17504349508805
short6_relaxed,data3,native6s,5,69,65,69,65,0,4,94.20289855072464,94.20289855072464,44.77948717948718,46.26539937671758,-44.77948717948718,43.68036850146742,0.0,6.153846153846154,0.0,5.797101449275362,58.5,60.16666666666667,-67.7540425968164,-21.804931762157953
short6_relaxed,data3,common10s,-5,65,61,65,61,0,0,93.84615384615384,93.84615384615384,48.80163934426229,49.04110855057064,-48.80163934426229,47.2874881446832,0.0,0.0,0.0,0.0,58.599999999999994,59.7,-58.36773064829857,-39.235548040226014
short6_relaxed,data3,common10s,-2,65,61,65,61,0,0,93.84615384615384,93.84615384615384,48.498360655737706,48.748615785308274,-48.498360655737706,47.129580503806636,0.0,0.0,0.0,0.0,59.2,60.8,-58.247693810907435,-38.749027500567976
short6_relaxed,data3,common10s,-1,65,61,65,61,0,0,93.84615384615384,93.84615384615384,48.39672131147541,48.65636615298265,-48.39672131147541,47.07324585724197,0.0,0.0,0.0,0.0,59.599999999999994,60.8,-58.31736589479931,-38.47607672815151
short6_relaxed,data3,common10s,0,65,61,65,61,0,0,93.84615384615384,93.84615384615384,48.29672131147541,48.56912430820196,-48.29672131147541,47.015764489882706,0.0,0.0,0.0,0.0,59.5,60.8,-58.44837143096997,-38.14507119198085
short6_relaxed,data3,common10s,1,65,61,65,61,0,0,93.84615384615384,93.84615384615384,48.1983606557377,48.48679894704483,-48.1983606557377,46.95717764368889,0.0,0.0,0.0,0.0,59.2,60.7,-58.634785019657805,-37.7619362918176
short6_relaxed,data3,common10s,2,65,61,65,61,0,0,93.84615384615384,93.84615384615384,48.10327868852458,48.41082218799876,-48.10327868852458,46.89845390744528,0.0,0.0,0.0,0.0,58.900000000000006,60.5,-58.870261609255,-37.33629576779416
short6_relaxed,data3,common10s,5,65,61,65,61,0,0,93.84615384615384,93.84615384615384,47.88524590163934,48.25807330741938,-47.88524590163934,46.752087313483194,0.0,0.0,0.0,0.0,58.2,59.5,-59.71726423368379,-36.05322756959488
