time_s,window_start_s,window_end_s,proposal_accepted,proposal_status,proposal_spectral_peak_bpm,consensus_bpm,roi_count,quality_proxy,state,available_roi_count,method_agreement,motion_overlap,consensus_score,runner_up_ratio,candidate_group_count,waveform_roi_count,motion_available,motion_observed_fraction,motion_speed_face_per_s,motion_strength,motion_reliability,motion_spectral_coverage,motion_evidence_status,waveform_generated
4.999995,0.0,9.99999,False,guard_insufficient_branch_evidence,,,0,0.0,searching,0,0.0,0.0,0.0,0.0,0,0,True,0.9,2.7918228604842907,0.9920450819935401,0.9,0.9,observed_motion,False
5.999994,0.999999,10.999989,False,guard_insufficient_branch_evidence,,,0,0.0,searching,0,0.0,0.0,0.0,0.0,0,0,True,1.0,2.823595181438333,0.9922217144889995,1.0,1.0,observed_motion,False
6.999993,1.999998,11.999988,False,guard_insufficient_branch_evidence,,,0,0.0,searching,0,0.0,0.0,0.0,0.0,0,0,True,1.0,2.9670905116867647,0.9929506980542512,1.0,1.0,observed_motion,False
7.999992,2.999997,12.999986999999999,True,accepted_consensus,92.0,92.0,3,0.5150247839396178,acquired,3,1.0,0.07711248193522958,1.45571596328644,0.364177114197761,2,2,True,1.0,3.1124460246358536,0.9935896254128586,1.0,1.0,observed_motion,True
8.999991,3.999996,13.999986,True,accepted_consensus,92.0,92.0,3,0.4090786893275579,tracking,3,0.6666666666666666,0.08178630251899147,1.1519577427439873,0.4294452018461559,2,2,True,1.0,3.1378747648920657,0.9936924486654357,1.0,1.0,observed_motion,True
9.99999,4.999995,14.999984999999999,True,accepted_consensus,92.0,92.0,3,0.419594196283456,tracking,3,0.6666666666666666,0.08600909167573484,1.1775825285371806,0.39047829298967396,2,2,True,1.0,3.1509678057593393,0.993744431363445,1.0,1.0,observed_motion,True
10.999989,5.999994,15.999984,True,accepted_consensus,92.0,92.0,2,0.5391860785536586,tracking,3,0.75,0.09823454760963028,0.9989221063511234,0.39444346988598405,2,2,True,1.0,3.1012612472721734,0.9935436027473458,1.0,1.0,observed_motion,True
11.999988,6.999993,16.999983,True,accepted_consensus,93.0,93.0,2,0.5249960604994183,tracking,3,0.75,0.09682413528967292,0.973743686616325,0.36438866791885166,2,2,True,1.0,3.141418798341089,0.9937065830168121,1.0,1.0,observed_motion,True
12.999986999999999,7.999992,17.999982,True,accepted_consensus,94.0,94.0,2,0.6497015356613667,tracking,3,1.0,0.09125561498874454,1.2104697015288688,0.24494356773529208,2,2,True,1.0,3.1845935181082883,0.9938750325591422,1.0,1.0,observed_motion,True
13.999986,8.999991,18.999981,True,accepted_consensus,95.0,95.0,3,0.5800396018980253,tracking,3,0.8333333333333334,0.07537546438956243,1.6417471083899247,0.17993791797701408,2,3,True,1.0,3.170688299760924,0.9938215246834504,1.0,1.0,observed_motion,True
14.999984999999999,9.99999,19.99998,True,accepted_consensus,94.0,94.0,3,0.638306770171086,tracking,3,1.0,0.0776657941494066,1.8033774555266273,0.16764160332966901,2,3,True,1.0,3.187189134645413,0.9938849437470311,1.0,1.0,observed_motion,True
15.999984,10.999989,20.999979,True,accepted_consensus,94.0,94.0,3,0.5969159441625437,tracking,3,1.0,0.07888571061013792,1.6847995210206177,0.2892799060377585,3,2,True,1.0,3.2243753225904386,0.9940243402795236,1.0,1.0,observed_motion,True
16.999983,11.999988,21.999978,True,accepted_consensus,93.0,93.0,2,0.6725777979256291,tracking,3,1.0,0.09104643816793016,1.2533018765133206,0.1530647920625649,2,2,True,1.0,3.2604676260273027,0.9941551362297912,1.0,1.0,observed_motion,True
17.999982,12.999986999999999,22.999976999999998,True,accepted_consensus,93.0,93.0,2,0.6639553165109814,tracking,3,1.0,0.08833953515369829,1.2399303769868526,0.0,1,2,True,1.0,3.285678317970274,0.9942439719699707,1.0,1.0,observed_motion,True
18.999981,13.999986,23.999976,True,accepted_consensus,92.0,92.0,3,0.5298293270566314,tracking,3,0.8333333333333334,0.07273138569647343,1.502783733606112,0.0,1,2,True,1.0,3.307008748746348,0.9943175654622186,1.0,1.0,observed_motion,True
19.99998,14.999984999999999,24.999975,True,accepted_consensus,90.0,90.0,3,0.5779219763982514,tracking,3,1.0,0.061547464304474116,1.6537342567151834,0.0,1,2,True,0.9966666666666667,3.31849241036205,0.9943566040471926,0.9366666666666666,0.9366666666666666,observed_motion,True
20.999979,15.999984,25.999973999999998,True,accepted_consensus,91.0,91.0,3,0.5690507564228261,tracking,3,1.0,0.06617390666558855,1.6224255680705881,0.1875048467799788,2,2,True,0.9933333333333333,3.376585318964637,0.9945480691326974,0.8366666666666667,0.8366666666666667,observed_motion,True
21.999978,16.999983,26.999972999999997,True,accepted_consensus,92.0,92.0,3,0.48791728550409846,tracking,3,0.8333333333333334,0.06007081864822424,1.3978052772733816,0.14016553835876505,2,2,True,0.9933333333333333,3.3543579555445566,0.9944759766958375,0.7366666666666667,0.7366666666666667,observed_motion,True
22.999976999999998,17.999982,27.999972,False,guard_unresolved_frequency_disagreement,,,3,0.47637727255976153,searching,3,0.8333333333333334,0.05381908660640228,1.3714458908785496,0.0,1,0,True,0.9933333333333333,3.4046007519045185,0.9946369453465205,0.6366666666666667,0.6366666666666667,observed_motion,False
23.999976,18.999981,28.999971,True,accepted_consensus,68.0,68.0,3,0.5226249339471593,tracking,3,0.8333333333333334,0.002922371304529753,1.5644383675939801,0.0,1,2,True,0.9933333333333333,3.4734620189186884,0.9948463972394923,0.8566666666666667,0.8566666666666667,observed_motion,True
24.999975,19.99998,29.999969999999998,True,accepted_consensus,93.0,93.0,3,0.4173750550845223,tracking,3,0.6666666666666666,0.06746002420427057,1.1887738697874803,0.0,1,3,True,0.98,3.5071559221480886,0.9949444466116614,0.8133333333333334,0.8133333333333334,observed_motion,True
25.999973999999998,20.999979,30.999969,True,accepted_consensus,94.0,94.0,3,0.41932948939497855,tracking,3,0.6666666666666666,0.057814943135809635,1.2034405693697234,0.0,1,2,True,0.98,3.5325345231673735,0.9950164656601992,0.7133333333333334,0.7133333333333334,observed_motion,True
26.999972999999997,21.999978,31.999968,False,guard_unresolved_frequency_disagreement,,,3,0.45533791023518994,searching,3,0.8333333333333334,0.0,1.3660137307055698,0.43939920784662595,2,0,False,0.96,,,0.0,0.37666666666666665,insufficient_contiguous_motion_support,False
27.999972,22.999976999999998,32.999967,True,accepted_consensus,94.0,94.0,3,0.38549033436894553,tracking,3,0.6666666666666666,0.0,1.1564710031068366,0.0,1,2,False,0.96,,,0.0,0.37666666666666665,insufficient_contiguous_motion_support,True
28.999971,23.999976,33.999966,True,accepted_consensus,93.0,93.0,3,0.39870153889469706,tracking,3,0.6666666666666666,0.0,1.1961046166840912,0.5209826291951697,2,2,False,0.9466666666666667,,,0.0,0.37666666666666665,insufficient_contiguous_motion_support,True
29.999969999999998,24.999975,34.999964999999996,True,accepted_consensus,93.0,93.0,3,0.42418211068584405,tracking,3,0.6666666666666666,0.0,1.272546332057532,0.5800483738775528,2,3,False,0.9433333333333334,,,0.0,0.37666666666666665,insufficient_contiguous_motion_support,True
30.999969,25.999973999999998,35.999964,True,accepted_consensus,94.0,94.0,3,0.439701006056961,tracking,3,0.6666666666666666,0.0,1.319103018170883,0.0,1,3,False,0.94,,,0.0,0.3566666666666667,insufficient_contiguous_motion_support,True
31.999968,26.999972999999997,36.999963,True,accepted_consensus,94.0,94.0,3,0.49670837401482926,tracking,3,0.8333333333333334,0.0,1.4901251220444878,0.0,1,3,False,0.94,,,0.0,0.0,insufficient_contiguous_motion_support,True
32.999967,27.999972,37.999962,True,accepted_consensus,95.0,95.0,3,0.494095074703246,tracking,3,0.8333333333333334,0.0,1.482285224109738,0.0,1,3,False,0.94,,,0.0,0.0,insufficient_contiguous_motion_support,True
33.999966,28.999971,38.999961,True,accepted_consensus,95.0,95.0,3,0.49140239138673375,tracking,3,0.8333333333333334,0.0,1.4742071741602012,0.0,1,3,False,0.9333333333333333,,,0.0,0.30666666666666664,insufficient_contiguous_motion_support,True
