window_index,time_s,window_start_s,window_end_s,old_accepted,old_bpm,candidate_bpm,candidate_generated,candidate_proposal_supported,contributing_rois,contributing_roi_names,old_window_finite,candidate_window_finite,motion_available,motion_status,motion_speed_face_per_s,motion_strength,motion_reliability,old_motion_risk,old_motion_risk_direct,old_motion_risk_double,old_motion_risk_half,candidate_motion_risk_direct,candidate_motion_risk_double,candidate_motion_risk_half,candidate_motion_risk,motion_risk_decrease,route_eligible,reason
0,4.999995,0.0,9.99999,False,,,False,False,0,[],False,False,False,not_evaluated,,,,,,,,,,,,,False,old_hr_not_accepted
1,5.999994,0.999999,10.999989,False,,,False,False,0,[],False,False,False,not_evaluated,,,,,,,,,,,,,False,old_hr_not_accepted
2,6.999993,1.999998,11.999988,False,,80.0,True,True,2,"[""forehead"", ""left_cheek""]",False,True,False,not_evaluated,,,,,,,,,,,,,False,old_hr_not_accepted
3,7.999992,2.999997,12.999986999999999,True,76.0,80.0,True,True,2,"[""forehead"", ""left_cheek""]",True,True,True,observed_motion,0.06031260256083318,0.05500062711881556,1.0,0.03159814227896685,0.03159814227896685,0.003193523942143885,0.025539899852072168,0.01951542271516051,0.0093670961300422,0.03794022575261,0.01951542271516051,0.01208271956380634,False,old_motion_risk_below_threshold
4,8.999991,3.999996,13.999986,True,76.0,80.0,True,True,3,"[""forehead"", ""left_cheek"", ""right_cheek""]",True,True,True,observed_motion,0.0939151307632856,0.12366861163694703,1.0,0.060554117705019415,0.060554117705019415,0.011214408041178948,0.06493046832436966,0.02962755333014382,0.017896654861083452,0.10572059602401639,0.05286029801200819,0.007693819693011222,False,old_motion_risk_below_threshold
5,9.99999,4.999995,14.999984999999999,True,76.0,80.0,True,True,2,"[""left_cheek"", ""right_cheek""]",True,True,True,observed_motion,0.15052281561104788,0.2660625270842924,1.0,0.07121983863034329,0.038059772977062985,0.007029372084051962,0.14243967726068657,0.018357139977127453,0.013144284269682163,0.14826202499691246,0.07413101249845623,-0.0029111738681129457,False,old_motion_risk_below_threshold
6,10.999989,5.999994,15.999984,True,76.0,79.0,True,True,3,"[""forehead"", ""left_cheek"", ""right_cheek""]",True,True,True,observed_motion,0.2196658403070726,0.43568161525450294,1.0,0.0667064692456761,0.020570565590127713,0.0032781702978913014,0.1334129384913522,0.014749770520958405,0.008089617633197077,0.09519252981848386,0.04759626490924193,0.019110204336434164,False,old_motion_risk_below_threshold
7,11.999988,6.999993,16.999983,True,61.0,78.0,True,True,3,"[""forehead"", ""left_cheek"", ""right_cheek""]",True,True,True,observed_motion,0.2566680507247015,0.5131583114450665,1.0,0.13177903289604834,0.01540585014346183,0.0034445261886822394,0.2635580657920967,0.009941114082980262,0.004844072718620729,0.02596308610291369,0.012981543051456846,0.11879748984459149,False,old_motion_risk_below_threshold
8,12.999986999999999,7.999992,17.999982,True,60.0,78.0,True,True,3,"[""forehead"", ""left_cheek"", ""right_cheek""]",True,True,True,observed_motion,0.2907205101557601,0.5748831873253684,1.0,0.16200268153525746,0.0029740493242584867,0.0015520135536524777,0.3240053630705149,0.006662970606490463,0.003995509752735445,0.00461006907828557,0.006662970606490463,0.155339710928767,False,old_motion_risk_below_threshold
9,13.999986,8.999991,18.999981,True,60.0,78.0,True,True,2,"[""left_cheek"", ""right_cheek""]",True,True,True,observed_motion,0.31563889670259127,0.6145019151824448,1.0,0.15729052309108982,0.002291320847599136,0.0014461470604472586,0.31458104618217964,0.007961634132944572,0.0028194389661062714,0.004041887205499241,0.007961634132944572,0.14932888895814525,False,old_motion_risk_below_threshold
10,14.999984999999999,9.99999,19.99998,True,60.0,77.0,True,True,2,"[""left_cheek"", ""right_cheek""]",True,True,True,observed_motion,0.33372876776508414,0.6405461430112394,1.0,0.14769559893186726,0.002937520872126375,0.0016036402309857118,0.2953911978637345,0.014903949027195882,0.0018913872770792543,0.002900184680493004,0.014903949027195882,0.13279164990467138,False,old_motion_risk_below_threshold
11,15.999984,10.999989,20.999979,True,61.0,76.0,True,True,2,"[""left_cheek"", ""right_cheek""]",True,True,True,observed_motion,0.34961248203365847,0.6616663435041461,1.0,0.11506867284697178,0.001205821475919773,0.001325921074917593,0.23013734569394356,0.022907403911308157,0.001011786232819669,0.001167751255265309,0.022907403911308157,0.09216126893566362,False,old_motion_risk_below_threshold
12,16.999983,11.999988,21.999978,True,61.0,74.0,True,True,3,"[""forehead"", ""left_cheek"", ""right_cheek""]",True,True,True,observed_motion,0.3733952271955772,0.6904775988327919,1.0,0.09658752619353343,0.0012446097800416635,0.0028667362906783875,0.19317505238706686,0.03162109786607354,0.00020589611423837606,0.006817861357936415,0.03162109786607354,0.06496642832745989,False,old_motion_risk_below_threshold
13,17.999982,12.999986999999999,22.999976999999998,True,90.0,72.0,True,True,3,"[""forehead"", ""left_cheek"", ""right_cheek""]",True,True,True,observed_motion,0.3845951832587336,0.7029657632673144,1.0,0.014493089609644258,0.001723437779029093,0.00022511362819269338,0.028986179219288515,0.03250288237115636,0.00011528468898302843,0.019240194835797527,0.03250288237115636,-0.0180097927615121,False,old_motion_risk_below_threshold
14,18.999981,13.999986,23.999976,True,90.0,70.0,True,True,3,"[""forehead"", ""left_cheek"", ""right_cheek""]",True,True,True,observed_motion,0.3983828250664084,0.7174616076637588,1.0,0.011665446592371344,0.0010388520131290218,0.00042531526014547336,0.02333089318474269,0.029849558623252358,0.0005727570838117239,0.020338315612421807,0.029849558623252358,-0.018184112030881015,False,old_motion_risk_below_threshold
15,19.99998,14.999984999999999,24.999975,True,90.0,69.0,True,True,3,"[""forehead"", ""left_cheek"", ""right_cheek""]",True,True,True,observed_motion,0.3920457233905121,0.7109156170878713,1.0,0.00853757439964307,0.0013271713327799675,0.0002828951268853528,0.01707514879928614,0.026143512863401122,0.0006292789258873976,0.01225151804728129,0.026143512863401122,-0.017605938463758054,False,old_motion_risk_below_threshold
16,20.999979,15.999984,25.999973999999998,True,90.0,68.0,True,True,2,"[""forehead"", ""left_cheek""]",True,True,True,observed_motion,0.3698166875087371,0.6863463542264914,1.0,0.004106943289792907,0.0025780020205017707,0.00012574887659924164,0.008213886579585813,0.02201120765266143,0.0006824772051675353,0.016391078197625496,0.02201120765266143,-0.017904264362868523,False,old_motion_risk_below_threshold
17,21.999978,16.999983,26.999972999999997,True,90.0,67.0,True,True,2,"[""forehead"", ""left_cheek""]",True,True,True,observed_motion,0.3486296399218891,0.6604047583138183,1.0,0.003924629701140836,0.003924629701140836,0.00017177435753937438,0.005781862699429957,0.017960039504781356,0.0006510842800583761,0.030023665120472744,0.017960039504781356,-0.014035409803640521,False,old_motion_risk_below_threshold
