branch,roi,segment_id,start_frame,stop_frame_exclusive,status,window,finite_samples,minimum_weight,maximum_weight
baseline,forehead,0,0,300,cdf_applied,True,300,0.0,0.4343166255050614
baseline,forehead,0,30,330,cdf_applied,True,300,0.0,0.8947652584604501
baseline,forehead,0,60,360,cdf_applied,True,300,0.0,0.4218206820870785
baseline,forehead,0,90,390,cdf_applied,True,300,0.0,0.3170711282332029
baseline,forehead,0,120,420,cdf_applied,True,300,0.0,0.24626482340423855
baseline,forehead,0,150,450,cdf_applied,True,300,0.0,0.06817225400219581
baseline,forehead,0,180,480,cdf_applied,True,300,0.0,0.35649961211183134
baseline,forehead,0,210,510,cdf_applied,True,300,0.0,0.25874607013755335
baseline,forehead,0,240,540,cdf_applied,True,300,0.0,0.19732627464855204
baseline,forehead,0,270,570,cdf_applied,True,300,0.0,0.1815539666724214
baseline,forehead,0,300,600,cdf_applied,True,300,0.0,0.22806244868606174
baseline,forehead,0,330,630,cdf_applied,True,300,0.0,0.25822748330127887
baseline,forehead,0,360,660,cdf_applied,True,300,0.0,0.3739223257947017
baseline,forehead,0,390,690,cdf_applied,True,300,0.0,0.24334498100169516
baseline,forehead,0,420,720,cdf_applied,True,300,0.0,0.1722954305744284
baseline,forehead,0,450,750,cdf_applied,True,300,0.0,0.16004894770355688
baseline,forehead,0,480,780,cdf_applied,True,300,0.0,0.2924938694631183
baseline,forehead,0,510,810,cdf_applied,True,300,0.0,0.2927671569544881
baseline,forehead,0,540,840,cdf_applied,True,300,0.0,0.2544322708082481
baseline,forehead,0,570,870,cdf_applied,True,300,0.0,0.19412576619255778
baseline,forehead,0,600,900,cdf_applied,True,300,0.0,0.7611737687327624
baseline,forehead,0,630,930,cdf_applied,True,300,0.0,0.3179601306650756
baseline,forehead,0,660,960,cdf_applied,True,300,0.0,0.3137168290495456
baseline,forehead,0,690,990,cdf_applied,True,300,0.0,0.25662890906537855
baseline,forehead,0,720,1020,cdf_applied,True,300,0.0,0.19968916959083818
baseline,forehead,0,750,1050,cdf_applied,True,300,0.0,0.30066395061513673
baseline,forehead,0,780,1080,cdf_applied,True,300,0.0,0.20384337490170773
baseline,forehead,0,810,1110,cdf_applied,True,300,0.0,0.17300195645348315
baseline,forehead,0,840,1140,cdf_applied,True,300,0.0,0.21493328815713986
baseline,forehead,0,870,1170,cdf_applied,True,300,0.0,0.23816201490458946
baseline,forehead,0,900,1200,cdf_applied,True,300,0.0,0.37250506183414006
baseline,forehead,0,930,1230,cdf_applied,True,300,0.0,0.33472245840754866
baseline,forehead,0,960,1260,cdf_applied,True,300,0.0,0.544861517719103
baseline,forehead,0,990,1290,cdf_applied,True,300,0.0,0.45005030508810856
baseline,forehead,0,1020,1320,cdf_applied,True,300,0.0,0.11640722568693312
baseline,forehead,0,1050,1350,cdf_applied,True,300,0.0,0.4197536657226236
baseline,forehead,0,1080,1380,cdf_applied,True,300,0.0,0.3503913554573846
baseline,forehead,0,1110,1410,cdf_applied,True,300,0.0,0.628332099015405
baseline,forehead,0,1140,1440,cdf_applied,True,300,0.0,0.4854002717588766
baseline,forehead,0,1170,1470,cdf_applied,True,300,0.0,0.5698069612145973
baseline,forehead,0,1200,1500,cdf_applied,True,300,0.0,0.5292948187335925
baseline,forehead,0,1230,1530,cdf_applied,True,300,0.0,0.4124840581377042
baseline,forehead,0,1260,1560,cdf_applied,True,300,0.0,0.38676700952265014
baseline,forehead,0,1290,1590,cdf_applied,True,300,0.0,0.49890372786505527
baseline,forehead,0,1320,1620,cdf_applied,True,300,0.0,0.5542153430849612
baseline,forehead,0,1350,1650,cdf_applied,True,300,0.0,0.5366291248049695
baseline,forehead,0,1380,1680,cdf_applied,True,300,0.0,0.3186950676554553
baseline,forehead,0,1410,1710,cdf_applied,True,300,0.0,0.2258326996999194
baseline,forehead,0,1440,1740,cdf_applied,True,300,0.0,0.44616501005059683
baseline,forehead,0,1470,1770,cdf_applied,True,300,0.0,0.5524041511619818
baseline,forehead,0,1500,1800,cdf_applied,True,300,0.0,0.790083475585489
baseline,forehead,0,1530,1830,cdf_applied,True,300,0.0,0.5611708423794491
baseline,forehead,0,1560,1860,cdf_applied,True,300,0.0,0.7387321357818948
baseline,forehead,0,1590,1890,cdf_applied,True,300,0.0,0.7623781977013064
baseline,forehead,0,1620,1920,cdf_applied,True,300,0.0,0.9580781541874828
baseline,forehead,0,1650,1950,cdf_applied,True,300,0.0,0.43742696617802385
baseline,forehead,0,1680,1980,cdf_applied,True,300,0.0,0.5910356663273315
baseline,forehead,0,1710,2010,cdf_applied,True,300,0.0,0.7521872590579702
baseline,forehead,0,1740,2040,cdf_applied,True,300,0.0,0.4518462696659623
baseline,forehead,0,1770,2070,cdf_applied,True,300,0.0,0.44616954302449535
baseline,forehead,0,1800,2100,cdf_applied,True,300,0.0,0.33282329335485733
baseline,forehead,0,1830,2130,cdf_applied,True,300,0.0,0.7228806553241371
baseline,forehead,0,1860,2160,cdf_applied,True,300,0.0,0.5042252283015294
baseline,forehead,0,1890,2190,cdf_applied,True,300,0.0,0.21046197105652062
baseline,forehead,0,1920,2220,cdf_applied,True,300,0.0,0.25995761716604104
baseline,left_cheek,0,0,300,cdf_applied,True,300,0.0,0.2726285492922736
baseline,left_cheek,0,30,330,cdf_applied,True,300,0.0,0.8950618562910516
baseline,left_cheek,0,60,360,cdf_applied,True,300,0.0,0.6835598986951588
baseline,left_cheek,0,90,390,cdf_applied,True,300,0.0,0.2813025556644557
baseline,left_cheek,0,120,420,cdf_applied,True,300,0.0,0.5326872145249536
baseline,left_cheek,0,150,450,cdf_applied,True,300,0.0,0.16192453927192427
baseline,left_cheek,0,180,480,cdf_applied,True,300,0.0,0.7942430346032581
baseline,left_cheek,0,210,510,cdf_applied,True,300,0.0,0.17571890159461526
baseline,left_cheek,0,240,540,cdf_applied,True,300,0.0,0.5887020689502376
baseline,left_cheek,0,270,570,cdf_applied,True,300,0.0,0.26977946981266826
baseline,left_cheek,0,300,600,cdf_applied,True,300,0.0,0.13451451630145275
baseline,left_cheek,0,330,630,cdf_applied,True,300,0.0,0.15115793714574197
baseline,left_cheek,0,360,660,cdf_applied,True,300,0.0,0.07627801205344659
baseline,left_cheek,0,390,690,cdf_applied,True,300,0.0,0.11491724062892922
baseline,left_cheek,0,420,720,cdf_applied,True,300,0.0,0.546069767099853
baseline,left_cheek,0,450,750,cdf_applied,True,300,0.0,0.06992463197013897
baseline,left_cheek,0,480,780,cdf_applied,True,300,0.0,0.39015553439433875
baseline,left_cheek,0,510,810,cdf_applied,True,300,0.0,0.2620439638816318
baseline,left_cheek,0,540,840,cdf_applied,True,300,0.0,0.2738604974463203
baseline,left_cheek,0,570,870,cdf_applied,True,300,0.0,0.34409107461713206
baseline,left_cheek,0,600,900,cdf_applied,True,300,0.0,0.10474428464096353
baseline,left_cheek,0,630,930,cdf_applied,True,300,0.0,0.1786339915920331
baseline,left_cheek,0,660,960,cdf_applied,True,300,0.0,0.7024847311379738
baseline,left_cheek,0,690,990,cdf_applied,True,300,0.0,0.17559604205382046
baseline,left_cheek,0,720,1020,cdf_applied,True,300,0.0,0.31271251953081886
baseline,left_cheek,0,750,1050,cdf_applied,True,300,0.0,0.055932171243208866
baseline,left_cheek,0,780,1080,cdf_applied,True,300,0.0,0.3345136692883833
baseline,left_cheek,0,810,1110,cdf_applied,True,300,0.0,0.11552271442542729
baseline,left_cheek,0,840,1140,cdf_applied,True,300,0.0,0.04040749643689695
baseline,left_cheek,0,870,1170,cdf_applied,True,300,0.0,0.06432024667571914
baseline,left_cheek,0,900,1200,cdf_applied,True,300,0.0,0.4619926514993386
baseline,left_cheek,0,930,1230,cdf_applied,True,300,0.0,0.12035670691354383
baseline,left_cheek,0,960,1260,cdf_applied,True,300,0.0,0.07756698349457467
baseline,left_cheek,0,990,1290,cdf_applied,True,300,0.0,0.09179637737373342
baseline,left_cheek,0,1020,1320,cdf_applied,True,300,0.0,0.0807965641382512
baseline,left_cheek,0,1050,1350,cdf_applied,True,300,0.0,0.13904172823574584
baseline,left_cheek,0,1080,1380,cdf_applied,True,300,0.0,0.052953466261075006
baseline,left_cheek,0,1110,1410,cdf_applied,True,300,0.0,0.07931796544130598
baseline,left_cheek,0,1140,1440,cdf_applied,True,300,0.0,0.44676708339474647
baseline,left_cheek,0,1170,1470,cdf_applied,True,300,0.0,0.5905553591061757
baseline,left_cheek,0,1200,1500,cdf_applied,True,300,0.0,0.62388505856466
baseline,left_cheek,0,1230,1530,cdf_applied,True,300,0.0,0.08031699060667281
baseline,left_cheek,0,1260,1560,cdf_applied,True,300,0.0,0.2119820986996966
baseline,left_cheek,0,1290,1590,cdf_applied,True,300,0.0,0.14214873008277076
baseline,left_cheek,0,1320,1620,cdf_applied,True,300,0.0,0.2420998614646589
baseline,left_cheek,0,1350,1650,cdf_applied,True,300,0.0,0.1303516789018857
baseline,left_cheek,0,1380,1680,cdf_applied,True,300,0.0,0.4167155697771646
baseline,left_cheek,0,1410,1710,cdf_applied,True,300,0.0,0.11567439888586753
baseline,left_cheek,0,1440,1740,cdf_applied,True,300,0.0,0.08777493192932971
baseline,left_cheek,0,1470,1770,cdf_applied,True,300,0.0,0.06885254742662071
baseline,left_cheek,0,1500,1800,cdf_applied,True,300,0.0,0.13256067028597282
baseline,left_cheek,0,1530,1830,cdf_applied,True,300,0.0,0.1141070298064609
baseline,left_cheek,0,1560,1860,cdf_applied,True,300,0.0,0.638680986276727
baseline,left_cheek,0,1590,1890,cdf_applied,True,300,0.0,0.07156322334307649
