window_index,time_s,selected_branch,selection_reason,baseline_bpm,tracked_bpm,baseline_score,tracked_score,baseline_generated,tracked_generated,tracking_eligible,minimum_tracked_fraction,second_largest_tracked_fraction,maximum_reset_fraction,baseline_motion_overlap,tracked_motion_overlap,routing_mode,baseline_pulse_support,tracked_pulse_support,baseline_motion_risk,tracked_motion_risk,baseline_ambiguity,tracked_ambiguity,baseline_contributing_roi_count,tracked_contributing_roi_count,motion_available,motion_status,motion_observed_fraction,motion_speed_face_per_s,motion_strength,motion_reliability
0,4.999995,none,insufficient_branch_evidence,,,0.0,0.0,False,False,False,0.9966666666666667,0.9966666666666667,0.0033333333333333335,0.0,0.0,evidence,0.0,0.0,,,0.0,0.0,0,0,True,observed_motion,0.9966666666666667,0.047714184076563436,0.035146053329223444,0.9966666666666667
1,5.999994,none,insufficient_branch_evidence,,,0.0,0.0,False,False,False,1.0,1.0,0.0,0.0,0.0,evidence,0.0,0.0,,,0.0,0.0,0,0,True,observed_motion,1.0,0.04149338627570977,0.026808712242305625,1.0
2,6.999993,baseline,only_baseline_qualified_evidence,162.0,68.0,0.4345926194739066,0.0,True,False,False,1.0,1.0,0.0,0.004714302829745478,0.004509987808958446,evidence,0.4353316136342501,0.0,0.0037723179152973903,0.004806883423507699,0.0,0.6759873849175052,2,0,True,observed_motion,1.0,0.03219678438961481,0.01631551559010841,1.0
3,7.999992,none,insufficient_branch_evidence,,68.0,0.0,0.0,False,False,False,1.0,1.0,0.0,0.007024812947894088,0.005257482275751341,evidence,0.0,0.0,,0.007206394235661921,0.9760324513139773,0.5284703097886896,0,0,True,observed_motion,1.0,0.03143494637744691,0.015564412613105537,1.0
4,8.999991,none,insufficient_branch_evidence,,,0.0,0.0,False,False,False,1.0,1.0,0.0,0.004134091754933897,0.002586873394825507,evidence,0.0,0.0,,,0.0,0.0,0,0,True,observed_motion,1.0,0.024818040221214734,0.009758789428480477,1.0
5,9.99999,none,insufficient_branch_evidence,75.0,,0.0,0.0,False,False,False,1.0,1.0,0.0,0.009312839473032256,0.0031496273869266148,evidence,0.0,0.0,0.010558150253939502,,0.0,0.9845651762679728,0,0,True,observed_motion,1.0,0.026033830345121245,0.010727830790130727,1.0
6,10.999989,none,insufficient_branch_evidence,,101.0,0.0,0.0,False,False,False,1.0,1.0,0.0,0.0,0.004129108318874512,evidence,0.0,0.0,,0.0044878359668708324,0.0,0.0,0,0,True,observed_motion,1.0,0.028312184229476775,0.012662871585232062,1.0
7,11.999988,none,insufficient_branch_evidence,,,0.0,0.0,False,False,False,1.0,1.0,0.0,0.0,0.0019939855896664773,evidence,0.0,0.0,,,0.0,0.9878361377828533,0,0,True,observed_motion,1.0,0.034760535611870126,0.01896605205231229,1.0
8,12.999986999999999,none,insufficient_branch_evidence,75.0,,0.0,0.0,False,False,False,1.0,1.0,0.0,0.004166957324703132,0.02084535328715766,evidence,0.0,0.0,0.001784527233027641,,0.685425298189944,0.7463525514073484,0,0,True,observed_motion,1.0,0.03875342482391146,0.02346539128685727,1.0
9,13.999986,none,insufficient_branch_evidence,78.0,,0.0,0.0,False,False,False,1.0,1.0,0.0,0.003467398843530121,0.0,evidence,0.0,0.0,0.00393994006925814,,0.6689600849503871,0.0,0,0,True,observed_motion,1.0,0.039471309242575234,0.024321468611341525,1.0
10,14.999984999999999,baseline,only_baseline_qualified_evidence,75.0,77.0,0.3355706936103429,0.0,True,False,False,1.0,1.0,0.0,0.00589983841106946,0.005740085471559444,evidence,0.5004680464905497,0.0,0.0058341637535584984,0.00587887112044732,0.6554425862827593,0.6043379132308583,2,0,True,observed_motion,1.0,0.0390226723358557,0.023784803142028757,1.0
11,15.999984,baseline,only_baseline_qualified_evidence,77.0,74.0,0.4751978294161443,0.0,True,False,False,1.0,1.0,0.0,0.011365161081775474,0.011564857464371718,evidence,0.5962101819348096,0.0,0.011082198827653263,0.01157646271217956,0.39794915319291546,0.5238274770204624,2,0,True,observed_motion,1.0,0.04848290809915122,0.036246274576162474,1.0
12,16.999983,none,unresolved_frequency_disagreement,80.0,66.0,0.41509056688059937,0.35390303910314996,True,True,True,1.0,1.0,0.0,0.017208202762175093,0.02105291712603704,evidence,0.6080607932347748,0.5800463347641547,0.017395694427085762,0.021171530521602745,0.6239350957248512,0.7680047246155712,2,2,True,observed_motion,1.0,0.05674724737659348,0.04899935835095203,1.0
