case,variant,estimator,Nplanned,Noutput,Nref,Nvalid,Nwithin5,Nwithin10,hr_output_coverage_pct,paired_reference_coverage_pct,MAE_bpm,RMSE_bpm,Bias_bpm,MAPE_pct,P5_valid_pct,P10_valid_pct,R5_all_reference_pct,R10_all_reference_pct,P95_abs_error_bpm,Max_abs_error_bpm,LoA_lower_descriptive_bpm,LoA_upper_descriptive_bpm
data6,fusion,ridge_bpm,62,36,62,36,0,0,58.064516129032256,58.064516129032256,73.41388888888888,73.64964546946426,73.41388888888888,64.74577628200512,0.0,0.0,0.0,0.0,81.325,82.0,61.70925831044781,85.11851946732995
data6,fusion,spectral_peak_bpm,62,36,62,36,0,0,58.064516129032256,58.064516129032256,67.18055555555554,69.55959275645915,60.3861111111111,59.49040556588745,0.0,0.0,0.0,0.0,81.69999999999999,82.4,-8.245052254941335,129.01727447716354
data6,pos,ridge_bpm,62,38,62,38,0,0,61.29032258064516,61.29032258064516,72.58421052631577,72.84846926109161,72.58421052631577,63.70791623382639,0.0,0.0,0.0,0.0,81.315,82.0,60.270393766823844,84.8980272858077
data6,pos,spectral_peak_bpm,62,38,62,38,0,0,61.29032258064516,61.29032258064516,72.66315789473683,72.93046075038302,72.66315789473683,63.77300481197929,0.0,0.0,0.0,0.0,81.43,82.0,60.271769291273195,85.05454649820047
data6,chrom,ridge_bpm,62,38,62,38,0,0,61.29032258064516,61.29032258064516,22.889473684210525,23.570376144197347,-22.889473684210525,19.718718588343016,0.0,0.0,0.0,0.0,32.599999999999994,35.30000000000001,-34.06140765122359,-11.717539717197464
data6,chrom,spectral_peak_bpm,62,38,62,38,0,0,61.29032258064516,61.29032258064516,37.36842105263158,43.38268512230488,0.16315789473683995,32.682794428697036,0.0,0.0,0.0,0.0,79.835,81.4,-86.00768971945966,86.33400550893334
