window_index,time_s,window_start_s,window_end_s,old_accepted,old_bpm,candidate_bpm,candidate_generated,candidate_proposal_supported,contributing_rois,contributing_roi_names,old_window_finite,candidate_window_finite,motion_available,motion_status,motion_speed_face_per_s,motion_strength,motion_reliability,old_motion_risk,old_motion_risk_direct,old_motion_risk_double,old_motion_risk_half,candidate_motion_risk_direct,candidate_motion_risk_double,candidate_motion_risk_half,candidate_motion_risk,motion_risk_decrease,route_eligible,reason
0,2.99997,0.0,5.99994,False,,,False,False,0,[],False,False,False,not_evaluated,,,,,,,,,,,,,False,old_hr_not_accepted
1,3.9999599999999997,0.9999899999999999,6.99993,False,,,False,False,0,[],False,False,False,not_evaluated,,,,,,,,,,,,,False,old_hr_not_accepted
2,4.99995,1.9999799999999999,7.9999199999999995,True,75.0,75.0,True,True,2,"[""forehead"", ""left_cheek""]",True,True,True,observed_motion,0.0562768908956827,0.04822946355159089,1.0,0.0247899035235402,0.00981215474493766,0.030987379404425246,0.01851169001746445,0.00981215474493766,0.030987379404425246,0.01851169001746445,0.0247899035235402,0.0,False,old_motion_risk_below_threshold
3,5.99994,2.99997,8.99991,True,75.0,75.0,True,True,3,"[""forehead"", ""left_cheek"", ""right_cheek""]",True,True,True,observed_motion,0.05682457166587667,0.04912641871421137,1.0,0.021285491627334077,0.005858218704632862,0.026606864534167596,0.008084850989942605,0.005858218704632862,0.026606864534167596,0.008084850989942605,0.021285491627334077,0.0,False,old_motion_risk_below_threshold
4,6.99993,3.9999599999999997,9.9999,True,75.0,75.0,True,True,3,"[""forehead"", ""left_cheek"", ""right_cheek""]",True,True,True,observed_motion,0.05664836893902236,0.048837082623765585,1.0,0.024786796991175974,0.008013184647862248,0.030983496238969968,0.002067701933468434,0.008013184647862248,0.030983496238969968,0.002067701933468434,0.024786796991175974,0.0,False,old_motion_risk_below_threshold
5,7.9999199999999995,4.99995,10.99989,True,76.0,76.0,True,True,3,"[""forehead"", ""left_cheek"", ""right_cheek""]",True,True,True,observed_motion,0.056634030897530496,0.04881357044840551,1.0,0.011054098093631106,0.011054098093631106,0.013307954621422226,0.008888232315102879,0.011054098093631106,0.013307954621422226,0.008888232315102879,0.011054098093631106,0.0,False,old_motion_risk_below_threshold
6,8.99991,5.99994,11.99988,True,75.0,75.0,True,True,3,"[""forehead"", ""left_cheek"", ""right_cheek""]",True,True,True,observed_motion,0.05755002640976651,0.05032524860169545,1.0,0.03180519860004331,0.03180519860004331,0.010574527458489006,0.012087386993210174,0.03180519860004331,0.010574527458489006,0.012087386993210174,0.03180519860004331,0.0,False,old_motion_risk_below_threshold
7,9.9999,6.99993,12.99987,True,74.0,74.0,True,True,3,"[""forehead"", ""left_cheek"", ""right_cheek""]",True,True,True,observed_motion,0.057833892773599,0.05079765187626279,1.0,0.04953114526493133,0.04953114526493133,0.0113028031963548,0.009125164627481057,0.04953114526493133,0.0113028031963548,0.009125164627481057,0.04953114526493133,0.0,False,old_motion_risk_below_threshold
8,10.99989,7.9999199999999995,13.99986,True,74.0,74.0,True,True,3,"[""forehead"", ""left_cheek"", ""right_cheek""]",True,True,True,observed_motion,0.05823891116104687,0.051474876656412226,1.0,0.04782104108240906,0.04782104108240906,0.020182130753245226,0.022622019089774792,0.04782104108240906,0.020182130753245226,0.022622019089774792,0.04782104108240906,0.0,False,old_motion_risk_below_threshold
9,11.99988,8.99991,14.99985,True,74.0,74.0,True,True,2,"[""left_cheek"", ""right_cheek""]",True,True,True,observed_motion,0.0603489843778052,0.05506334734494182,1.0,0.027745633930296536,0.027745633930296536,0.016624712442544817,0.05058273486023822,0.027745633930296536,0.016624712442544817,0.05058273486023822,0.027745633930296536,0.0,False,old_motion_risk_below_threshold
