case,variant,estimator,Nplanned,Noutput,Nref,Nvalid,Nwithin5,Nwithin10,hr_output_coverage_pct,paired_reference_coverage_pct,MAE_bpm,RMSE_bpm,Bias_bpm,MAPE_pct,P5_valid_pct,P10_valid_pct,R5_all_reference_pct,R10_all_reference_pct,P95_abs_error_bpm,Max_abs_error_bpm,LoA_lower_descriptive_bpm,LoA_upper_descriptive_bpm
data3,fusion,ridge_bpm,65,59,65,59,0,0,90.76923076923077,90.76923076923077,43.952542372881354,44.94166086557029,-43.952542372881354,42.55591631235659,0.0,0.0,0.0,0.0,59.86999999999999,61.7,-62.48909472268333,-25.415990023079377
data3,fusion,spectral_peak_bpm,65,59,65,59,6,16,90.76923076923077,90.76923076923077,33.26779661016949,39.503576323832775,-30.884745762711866,31.972766963150423,10.169491525423728,27.11864406779661,9.23076923076923,24.615384615384617,59.969999999999985,61.8,-79.57505784508751,17.805566319663775
data3,pos,ridge_bpm,65,61,65,61,0,6,93.84615384615384,93.84615384615384,34.411475409836065,36.868474693557744,-34.411475409836065,33.07605392167884,0.0,9.836065573770492,0.0,9.23076923076923,49.8,50.8,-60.56508112340384,-8.257869696268287
data3,pos,spectral_peak_bpm,65,61,65,61,7,13,93.84615384615384,93.84615384615384,28.454098360655735,32.720362637775594,-22.72295081967213,27.59805532837899,11.475409836065573,21.311475409836067,10.76923076923077,20.0,49.7,61.099999999999994,-69.2508820877079,23.804980448363636
data3,chrom,ridge_bpm,65,61,65,61,0,0,93.84615384615384,93.84615384615384,39.69016393442623,40.434150069010705,-39.69016393442623,38.491197266366356,0.0,0.0,0.0,0.0,50.2,51.099999999999994,-54.94859734476377,-24.431730524088692
data3,chrom,spectral_peak_bpm,65,61,65,61,2,5,93.84615384615384,93.84615384615384,36.178688524590164,39.14867625423644,-34.37868852459016,35.13860980046349,3.278688524590164,8.19672131147541,3.076923076923077,7.6923076923076925,52.099999999999994,63.2,-71.38949044708906,2.632113397908739
