window_index,time_s,selected_branch,selection_reason,baseline_bpm,tracked_bpm,baseline_score,tracked_score,baseline_generated,tracked_generated,tracking_eligible,minimum_tracked_fraction,second_largest_tracked_fraction,maximum_reset_fraction,baseline_motion_overlap,tracked_motion_overlap,routing_mode,baseline_pulse_support,tracked_pulse_support,baseline_motion_risk,tracked_motion_risk,baseline_ambiguity,tracked_ambiguity,baseline_contributing_roi_count,tracked_contributing_roi_count,motion_available,motion_status,motion_observed_fraction,motion_speed_face_per_s,motion_strength,motion_reliability
18,22.999976999999998,tracked,only_tracked_qualified_evidence,92.0,81.0,0.0,0.3706369219877936,False,True,True,0.9766666666666667,0.9833333333333333,0.0,0.06941793661275743,0.006735396239635356,evidence,0.0,0.4852671873184892,0.0706535790655247,0.008148328449016851,0.2655109692419959,0.466820071927817,0,2,True,observed_motion,1.0,2.5282716737565214,0.9903170697304438,1.0
19,23.999976,tracked,only_tracked_qualified_evidence,93.0,82.0,0.0,0.2151370433407442,False,True,True,0.98,0.9833333333333333,0.0,0.07297338081100513,0.0055109109858059585,evidence,0.0,0.3388633766031826,0.07297338081100513,0.0051953970034597195,0.2817212628556135,0.7272676130689665,0,2,True,observed_motion,1.0,2.5480080242632277,0.990465068047751,1.0
20,24.999975,none,insufficient_branch_evidence,94.0,,0.0,0.0,False,False,False,0.98,0.9866666666666667,0.0,0.07411283296444349,0.7932350349504494,evidence,0.0,0.0,0.07461120708761469,,0.5271317269108908,0.0,0,0,True,observed_motion,1.0,2.527958657618525,0.9903146948941812,1.0
21,25.999973999999998,none,insufficient_branch_evidence,94.0,,0.0,0.0,False,False,False,0.9833333333333333,0.9866666666666667,0.0,0.07611071002414105,0.7773851429853921,evidence,0.0,0.0,0.07710368535858936,,0.6699326323846587,0.0,0,0,True,observed_motion,1.0,2.509755756707963,0.9901750784642726,1.0
22,26.999972999999997,tracked,only_tracked_qualified_evidence,94.0,189.0,0.0,0.36993167388266013,False,True,True,0.98,0.9833333333333333,0.0,0.08048417447150348,0.7759284884745421,evidence,0.0,0.6673314418387091,0.081837762692263,0.9903450246772548,0.7319360310302044,0.0,0,2,True,observed_motion,1.0,2.531964933829831,0.9903450246772548,1.0
23,27.999972,tracked,only_tracked_qualified_evidence,94.0,189.0,0.0,0.4135692347212567,False,True,True,0.9833333333333333,0.9833333333333333,0.0,0.086965067891896,0.9758892120430579,evidence,0.0,0.7461736045990277,0.0867263761862784,0.9905480673599876,0.6677731969092335,0.0,0,2,True,observed_motion,1.0,2.5592780811394475,0.9905480673599876,1.0
24,28.999971,tracked,only_tracked_qualified_evidence,94.0,189.0,0.0,0.42225764789850617,False,True,True,0.98,0.98,0.0,0.09198449040591929,0.9788119598653215,evidence,0.0,0.7619813107881369,0.0919844904059193,0.9907611412505811,0.6733280644734357,0.0,0,2,True,observed_motion,1.0,2.5889003091609135,0.9907611412505811,1.0
25,29.999969999999998,tracked,only_tracked_qualified_evidence,94.0,188.0,0.0,0.40830255631504847,False,True,True,0.9733333333333334,0.99,0.0,0.09561753967840239,0.9911888839843428,evidence,0.0,0.7370547862921573,0.09957913288763715,0.9911888839843428,0.4825013383186292,0.0,0,2,True,observed_motion,1.0,2.651567945797639,0.9911888839843428,1.0
26,30.999969,none,unresolved_frequency_disagreement,93.0,187.0,0.42050134120088933,0.401570085939892,True,True,True,0.96,0.9833333333333333,0.0,0.08889264003840075,0.9846402848932585,evidence,0.5281554896443676,0.7249584699691674,0.1064985527161546,0.9912855469209892,0.32750771039100857,0.0,2,2,True,observed_motion,1.0,2.666363329284906,0.9912855469209892,1.0
27,31.999968,tracked,only_tracked_qualified_evidence,90.0,185.0,0.0,0.4147927893766865,False,True,True,0.94,0.9766666666666667,0.0,0.09672125976400305,0.9905043999338681,evidence,0.0,0.7478439277234853,0.08410351074884047,0.9896632349795856,0.30630705598543917,0.0,0,2,True,observed_motion,1.0,2.688600335229556,0.9914278720557068,1.0
28,32.999967,tracked,only_tracked_qualified_evidence,91.0,184.0,0.0,0.42809577323810494,False,True,True,0.9233333333333333,0.9666666666666667,0.0,0.10945411449122727,0.9828276447189405,evidence,0.0,0.7655456442360642,0.10705140861709288,0.9795478661053567,0.49587657543751806,0.0,0,2,True,observed_motion,1.0,2.727488528045247,0.9916685480980394,1.0
29,33.999966,tracked,only_tracked_qualified_evidence,92.0,185.0,0.0,0.41473603841537987,False,True,True,0.9133333333333333,0.96,0.0,0.11087126059314945,0.9838660063062712,evidence,0.0,0.7490285065415365,0.1115439580772203,0.9917808800381941,0.6020622322886819,0.0,0,2,True,observed_motion,1.0,2.746219299053558,0.9917808800381941,1.0
30,34.999964999999996,tracked,only_tracked_qualified_evidence,92.0,185.0,0.0,0.356922386028247,False,True,True,0.91,0.96,0.0,0.10734401439384732,0.9106020151525807,evidence,0.0,0.6411042924986301,0.10656879210992243,0.9850430812913513,0.6026474353521383,0.0,0,2,True,observed_motion,1.0,2.72468387185478,0.9916515305593524,1.0
31,35.999964,baseline,only_baseline_qualified_evidence,93.0,,0.4921152664169942,0.0,True,False,False,0.9066666666666666,0.96,0.0,0.09940177939604446,0.0016755900916672355,evidence,0.6203932891994128,0.0,0.10358012474631974,,0.33597582687745936,0.9845252111979667,2,0,True,observed_motion,1.0,2.738625399761154,0.9917356126817414,1.0
32,36.999963,baseline,only_baseline_qualified_evidence,93.0,,0.5743794122385345,0.0,True,False,False,0.9,0.96,0.0,0.10085196628775621,0.002253442105214506,evidence,0.6517434075754307,0.0,0.09913363166023409,,0.1551052993195398,0.5950117358910213,3,0,True,observed_motion,1.0,2.7404665272349646,0.9917466218582416,1.0
33,37.999962,baseline,disagreement_resolved_baseline_evidence,94.0,57.0,0.6040967854929491,0.20558400060826268,True,True,True,0.9,0.96,0.0,0.10779544219626579,0.0027792172087779477,evidence,0.6835428684283841,0.3071836032702061,0.10916197785812493,0.0034278752941607578,0.1411413319590366,0.6594231548194468,2,2,True,observed_motion,1.0,2.697326472518462,0.9914827741962364,1.0
34,38.999961,baseline,only_baseline_qualified_evidence,95.0,,0.6311910984106924,0.0,True,False,False,0.8966666666666666,0.96,0.0,0.11562989186697384,0.9864014719265812,evidence,0.6988462631334973,0.0,0.11376658188457396,,0.09615217691675156,0.0,2,0,True,observed_motion,1.0,2.667559196273798,0.9912932905359846,1.0
35,39.99996,baseline,only_baseline_qualified_evidence,95.0,52.0,0.6277887389150505,0.19265832590297036,True,True,True,0.9033333333333333,0.96,0.0,0.12044832616622403,0.004213350476458726,evidence,0.6909868169266379,0.29269005685174027,0.11962898885224525,0.004213350476458726,0.07953684716920757,0.681032737880838,2,2,True,observed_motion,1.0,2.629459998006413,0.9910414300077643,1.0
36,40.999959,baseline,only_baseline_qualified_evidence,94.0,,0.5788551418759786,0.0,True,False,False,0.91,0.9733333333333334,0.0,0.12953551057989907,0.0802637837859489,evidence,0.6152655450603588,0.0,0.1315074567818725,,0.0,0.8033945510437434,3,0,True,observed_motion,1.0,2.626507314578257,0.9910214574327034,1.0
37,41.999958,baseline,only_baseline_qualified_evidence,93.0,,0.49232258870590595,0.0,True,False,False,0.93,0.98,0.0,0.1280763110734736,0.019998975418297902,evidence,0.654449653253385,0.0,0.12750396076550896,,0.40388057299154423,0.6987442270411527,2,0,True,observed_motion,1.0,2.594016514101268,0.9907972140463445,1.0
38,42.999956999999995,baseline,disagreement_resolved_baseline_evidence,93.0,53.0,0.4653093975444387,0.3106106842988075,True,True,True,0.9333333333333333,0.9833333333333333,0.0,0.10728265564797355,0.003468508883463223,evidence,0.6133610630474506,0.5036658915988701,0.10998509327048785,0.0034976917321497647,0.403751764027586,0.7646558983495132,2,2,True,observed_motion,1.0,2.5558872093456704,0.990523208972901,1.0
39,43.999956,none,unresolved_frequency_disagreement,93.0,56.0,0.3757689001474958,0.3283793568540572,True,True,True,0.9166666666666666,0.9633333333333334,0.0,0.09866114364765566,0.0027680037207568034,evidence,0.4897689487044361,0.4866821143801541,0.10068834614970157,0.003013263054046984,0.3926994355309526,0.6487063166883783,2,2,True,observed_motion,1.0,2.5148865319406237,0.9902147345480787,1.0
40,44.999955,none,insufficient_branch_evidence,,,0.0,0.0,False,False,False,0.8633333333333333,0.9266666666666666,0.0,0.0,0.0,evidence,0.0,0.0,,,0.0,0.0,0,0,True,observed_motion,1.0,2.5148847037146855,0.9902147204602544,1.0
41,45.999953999999995,none,insufficient_branch_evidence,,,0.0,0.0,False,False,False,0.8066666666666666,0.8666666666666667,0.0,0.0,0.0,evidence,0.0,0.0,,,0.0,0.0,0,0,True,observed_motion,1.0,2.5435607937686955,0.9904320159307642,1.0
42,46.999953,none,insufficient_branch_evidence,,,0.0,0.0,False,False,False,0.7633333333333333,0.8066666666666666,0.0033333333333333335,0.0,0.0,evidence,0.0,0.0,,,0.0,0.0,0,0,True,observed_motion,0.9433333333333334,2.52904583076451,0.9903229394792171,0.9066666666666666
43,47.999952,none,insufficient_branch_evidence,,,0.0,0.0,False,False,False,0.76,0.8033333333333333,0.0033333333333333335,0.0,0.0,evidence,0.0,0.0,,,0.0,0.0,0,0,True,observed_motion,0.9433333333333334,2.5832120177078335,0.9907207860708412,0.8066666666666666
44,48.999950999999996,none,insufficient_branch_evidence,,,0.0,0.0,False,False,False,0.7666666666666667,0.8033333333333333,0.0033333333333333335,0.0,0.0,evidence,0.0,0.0,,,0.0,0.0,0,0,True,observed_motion,0.9433333333333334,2.560203226750877,0.9905548326483485,0.7066666666666667
45,49.99995,none,insufficient_branch_evidence,,,0.0,0.0,False,False,False,0.7666666666666667,0.8066666666666666,0.0033333333333333335,0.0,0.0,evidence,0.0,0.0,,,0.0,0.0,0,0,True,observed_motion,0.9433333333333334,2.5099094246716493,0.9901762696612761,0.9433333333333334
46,50.999949,none,insufficient_branch_evidence,,,0.0,0.0,False,False,False,0.7733333333333333,0.8066666666666666,0.0033333333333333335,0.0,0.0,evidence,0.0,0.0,,,0.0,0.0,0,0,True,observed_motion,0.9433333333333334,2.44610946320493,0.9896625039188333,0.9433333333333334
47,51.999947999999996,none,insufficient_branch_evidence,,,0.0,0.0,False,False,False,0.7733333333333333,0.8066666666666666,0.0033333333333333335,0.0,0.0,evidence,0.0,0.0,,,0.0,0.0,0,0,True,observed_motion,0.9433333333333334,2.4052515743831093,0.989312101429755,0.9433333333333334
48,52.999947,none,insufficient_branch_evidence,,,0.0,0.0,False,False,False,0.79,0.8133333333333334,0.0033333333333333335,0.0,0.0,evidence,0.0,0.0,,,0.0,0.0,0,0,True,observed_motion,0.9433333333333334,2.368693625892441,0.9889833082890147,0.9433333333333334
49,53.999945999999994,none,insufficient_branch_evidence,,,0.0,0.0,False,False,False,0.8166666666666667,0.8366666666666667,0.0033333333333333335,0.0,0.0,evidence,0.0,0.0,,,0.0,0.0,0,0,True,observed_motion,0.9433333333333334,2.383081977391836,0.9891144940684898,0.7366666666666667
50,54.999945,none,insufficient_branch_evidence,,,0.0,0.0,False,False,False,0.8733333333333333,0.8733333333333333,0.0033333333333333335,0.0,0.0,evidence,0.0,0.0,,,0.0,0.0,0,0,True,observed_motion,0.9433333333333334,2.3836559020639103,0.9891196783252485,0.8366666666666667
51,55.999944,none,insufficient_branch_evidence,,,0.0,0.0,False,False,False,0.93,0.9333333333333333,0.0033333333333333335,0.0,0.0,evidence,0.0,0.0,,,0.0,0.0,0,0,True,observed_motion,0.94,2.357444133769648,0.9888790883385435,0.8366666666666667
52,56.999942999999995,none,insufficient_branch_evidence,,,0.0,0.0,False,False,False,0.99,0.9933333333333333,0.0,0.0,0.0,evidence,0.0,0.0,,,0.0,0.0,0,0,True,observed_motion,0.9966666666666667,2.3709641707707707,0.9890041664690853,0.8
53,57.999942,none,insufficient_branch_evidence,,,0.0,0.0,False,False,False,0.9866666666666667,0.9966666666666667,0.0,0.0,0.0,evidence,0.0,0.0,,,0.0,0.0,0,0,True,observed_motion,0.9966666666666667,2.3311566248494175,0.9886297300339368,0.7
54,58.999941,none,insufficient_branch_evidence,97.0,98.0,0.0,0.0,False,False,False,0.98,0.9966666666666667,0.0,0.11445980165620379,0.1068256241669119,evidence,0.0,0.0,0.11462944521423388,0.11322051338090232,0.3091707429328649,0.34016079057292953,0,0,True,observed_motion,0.9966666666666667,2.384972234548378,0.9891315548175944,0.9966666666666667
55,59.999939999999995,none,insufficient_branch_evidence,96.0,97.0,0.0,0.0,False,False,False,0.98,0.9933333333333333,0.0,0.12086886800152292,0.11467146167530055,evidence,0.0,0.0,0.12086886800152292,0.11900090110141068,0.4170136513164092,0.5261776195153897,0,0,True,observed_motion,0.9966666666666667,2.4252463087335117,0.9894857605923636,0.9966666666666667
56,60.999939,none,insufficient_branch_evidence,95.0,96.0,0.0,0.0,False,False,False,0.9766666666666667,0.9933333333333333,0.0,0.11191323286602103,0.11245102470184853,evidence,0.0,0.0,0.11526059743780805,0.11466248750447824,0.3906138037189892,0.5116194397286357,0,0,True,observed_motion,0.9966666666666667,2.4704278624898643,0.989862969772433,0.9966666666666667
57,61.999938,none,insufficient_branch_evidence,95.0,94.0,0.0,0.0,False,False,False,0.9766666666666667,0.9933333333333333,0.0,0.07888333086931971,0.08084726207294458,evidence,0.0,0.0,0.0836185565523719,0.08105196650547823,0.6235282299172719,0.6255306718464557,0,0,True,observed_motion,0.9966666666666667,2.524875033793529,0.9902912529908842,0.6966666666666667
58,62.999936999999996,none,insufficient_branch_evidence,95.0,94.0,0.0,0.0,False,False,False,0.9766666666666667,0.9933333333333333,0.0,0.09000981743697897,0.09219382574900419,evidence,0.0,0.0,0.09607458550595062,0.09203995437592309,0.5468556568700368,0.4978073043545529,0,0,True,observed_motion,0.9966666666666667,2.584235391486978,0.9907280657437206,0.7966666666666666
59,63.999936,none,insufficient_branch_evidence,95.0,94.0,0.0,0.0,False,False,False,0.9766666666666667,0.9933333333333333,0.0,0.10548615586168744,0.10313117320463465,evidence,0.0,0.0,0.10981610031318487,0.10562729963214597,0.48018622375935033,0.5148330563804642,0,0,True,observed_motion,0.9966666666666667,2.571531792970934,0.9906370909268868,0.8966666666666666
60,64.999935,none,insufficient_branch_evidence,95.0,94.0,0.0,0.0,False,False,False,0.9733333333333334,0.99,0.0,0.11956937515893752,0.11923645592524228,evidence,0.0,0.0,0.12489953570876432,0.12262861339298174,0.3318981093047248,0.6061204213537309,0,0,True,observed_motion,0.9966666666666667,2.556568001390437,0.9905282076771527,0.9966666666666667
61,65.999934,none,insufficient_branch_evidence,,,0.0,0.0,False,False,False,0.9766666666666667,0.99,0.0,0.0,0.0,evidence,0.0,0.0,,,0.0,0.0,0,0,True,observed_motion,1.0,2.5326657413694904,0.9903503155925332,1.0
