window_index,time_s,window_start_s,window_end_s,accepted,estimated_bpm,local_spectral_bpm,output_status,reference_bpm,reference_valid,reference_status,reference_samples,reference_max_gap_s,error_bpm,abs_error_bpm,reference_frequency_snr_db
18,22.999769999999998,17.99982,27.99972,True,76.0,74.0,candidate_only,75.6,True,ok,10,1.0802468999999988,0.4000000000000057,0.4000000000000057,4.964059881864587
19,23.99976,18.99981,28.99971,True,75.0,74.0,candidate_only,76.0,True,ok,10,1.0802468999999988,-1.0,1.0,4.9648896330543035
20,24.99975,19.9998,29.9997,True,74.0,74.0,candidate_only,76.5,True,ok,10,1.0802468999999988,-2.5,2.5,4.791135716669625
21,25.99974,20.99979,30.99969,True,74.0,74.0,candidate_only,76.9,True,ok,10,1.0802468999999988,-2.9000000000000057,2.9000000000000057,4.878339076842877
22,26.99973,21.99978,31.999679999999998,True,74.0,74.0,candidate_only,77.2,True,ok,10,1.0802468999999988,-3.200000000000003,3.200000000000003,3.6294615015233993
23,27.99972,22.999769999999998,32.99967,True,74.0,74.0,candidate_only,77.4,True,ok,10,1.0802468999999988,-3.4000000000000057,3.4000000000000057,4.321778200584243
24,28.99971,23.99976,33.99966,True,75.0,74.0,candidate_only,77.5,True,ok,10,1.0802468999999988,-2.5,2.5,4.896461726617617
25,29.9997,24.99975,34.99965,True,76.0,74.0,candidate_only,77.4,True,ok,10,1.0802468999999988,-1.4000000000000057,1.4000000000000057,5.020677700502207
26,30.99969,25.99974,35.99964,True,77.0,79.0,candidate_only,77.3,True,ok,10,1.0208075,-0.29999999999999716,0.29999999999999716,4.877941698933329
27,31.999679999999998,26.99973,36.999629999999996,True,78.0,79.0,candidate_only,77.1,True,ok,10,1.0208075,0.9000000000000057,0.9000000000000057,5.7939492499533145
28,32.99967,27.99972,37.99962,True,79.0,79.0,candidate_only,76.8,True,ok,10,1.0512203999999983,2.200000000000003,2.200000000000003,4.812893334192226
29,33.99966,28.99971,38.99961,True,79.0,79.0,candidate_only,76.5,True,ok,10,1.0512203999999983,2.5,2.5,4.657542200396302
30,34.99965,29.9997,39.9996,True,79.0,79.0,candidate_only,76.2,True,ok,10,1.0512203999999983,2.799999999999997,2.799999999999997,3.799925928286662
31,35.99964,30.99969,40.99959,True,79.0,79.0,candidate_only,76.0,True,ok,10,1.0512203999999983,3.0,3.0,2.252771349371737
32,36.999629999999996,31.999679999999998,41.99958,True,79.0,79.0,candidate_only,76.0,True,ok,10,1.0512203999999983,3.0,3.0,0.9680182526369308
33,37.99962,32.99967,42.99957,True,79.0,79.0,candidate_only,76.1,True,ok,10,1.0801567999999975,2.9000000000000057,2.9000000000000057,0.4941782306474899
34,38.99961,33.99966,43.99956,True,79.0,79.0,candidate_only,76.3,True,ok,10,1.0801567999999975,2.700000000000003,2.700000000000003,0.7235731490316466
35,39.9996,34.99965,44.99955,True,79.0,79.0,candidate_only,76.6,True,ok,10,1.0801567999999975,2.4000000000000057,2.4000000000000057,1.440911757034833
36,40.99959,35.99964,45.999539999999996,True,79.0,79.0,candidate_only,76.9,True,ok,10,1.0801567999999975,2.0999999999999943,2.0999999999999943,2.5326884646018955
37,41.99958,36.999629999999996,46.99953,True,78.0,79.0,candidate_only,77.2,True,ok,10,1.0801567999999975,0.7999999999999972,0.7999999999999972,4.024906501118952
38,42.99957,37.99962,47.99952,True,76.0,74.0,candidate_only,77.5,True,ok,10,1.0801567999999975,-1.5,1.5,3.8095318948385004
39,43.99956,38.99961,48.99951,True,75.0,74.0,candidate_only,77.8,True,ok,10,1.0801567999999975,-2.799999999999997,2.799999999999997,3.225151069124894
40,44.99955,39.9996,49.9995,True,74.0,74.0,candidate_only,78.1,True,ok,10,1.0801567999999975,-4.099999999999994,4.099999999999994,2.587673370464791
41,45.999539999999996,40.99959,50.99949,True,74.0,74.0,candidate_only,78.3,True,ok,10,1.0801567999999975,-4.299999999999997,4.299999999999997,2.3560854665403355
42,46.99953,41.99958,51.99948,True,74.0,74.0,candidate_only,78.3,True,ok,10,1.0497214999999969,-4.299999999999997,4.299999999999997,2.781389900174087
43,47.99952,42.99957,52.99947,True,75.0,74.0,candidate_only,78.3,True,ok,10,1.0497214999999969,-3.299999999999997,3.299999999999997,3.5450499961884683
44,48.99951,43.99956,53.99946,True,77.0,79.0,candidate_only,78.1,True,ok,10,1.0497214999999969,-1.0999999999999943,1.0999999999999943,3.321632094602805
45,49.9995,44.99955,54.999449999999996,True,79.0,79.0,candidate_only,77.8,True,ok,10,1.0497214999999969,1.2000000000000028,1.2000000000000028,1.3859693194000091
46,50.99949,45.999539999999996,55.99944,True,80.0,84.0,candidate_only,77.5,True,ok,10,1.0493151000000012,2.5,2.5,-0.6746630049953344
47,51.99948,46.99953,56.99943,True,81.0,84.0,candidate_only,77.2,True,ok,10,1.0493151000000012,3.799999999999997,3.799999999999997,-1.011035939980811
48,52.99947,47.99952,57.99942,False,,,gap_or_filter_edge,77.0,True,ok,10,1.0493151000000012,,,
49,53.99946,48.99951,58.99941,False,,,gap_or_filter_edge,76.9,True,ok,10,1.0493151000000012,,,
