branch,roi,segment_id,start_frame,stop_frame_exclusive,status,window,finite_samples,minimum_weight,maximum_weight
baseline,forehead,0,0,300,cdf_applied,True,300,0.0,0.47507909036724383
baseline,forehead,0,30,330,cdf_applied,True,300,0.0,0.5485952040312728
baseline,forehead,0,60,360,cdf_applied,True,300,0.0,0.35532038932983606
baseline,forehead,0,90,390,cdf_applied,True,300,0.0,0.5036810614903753
baseline,forehead,0,120,420,cdf_applied,True,300,0.0,0.8373793761553926
baseline,forehead,0,150,450,cdf_applied,True,300,0.0,0.4319924202587326
baseline,forehead,0,180,480,cdf_applied,True,300,0.0,0.6575555806678755
baseline,forehead,0,210,510,cdf_applied,True,300,0.0,0.1483848733523704
baseline,forehead,0,240,540,cdf_applied,True,300,0.0,0.5744645504510942
baseline,forehead,0,270,570,cdf_applied,True,300,0.0,0.3112036388051382
baseline,forehead,0,300,600,cdf_applied,True,300,0.0,0.49616348320668535
baseline,forehead,0,330,630,cdf_applied,True,300,0.0,0.466943426463099
baseline,forehead,0,360,660,cdf_applied,True,300,0.0,0.4051304227332817
baseline,forehead,0,390,690,cdf_applied,True,300,0.0,0.3862488528265484
baseline,forehead,0,420,720,cdf_applied,True,300,0.0,0.789712601554601
baseline,forehead,0,450,750,cdf_applied,True,300,0.0,0.1643098231385952
baseline,forehead,0,480,780,cdf_applied,True,300,0.0,0.17194340454555349
baseline,forehead,0,510,810,cdf_applied,True,300,0.0,0.0940236519339253
baseline,forehead,0,540,840,cdf_applied,True,300,0.0,0.4790283884919324
baseline,forehead,0,570,870,cdf_applied,True,300,0.0,0.2405268246673719
baseline,forehead,0,600,900,cdf_applied,True,300,0.0,0.30489405529206487
baseline,forehead,0,630,930,cdf_applied,True,300,0.0,0.5100147309149214
baseline,forehead,0,660,960,cdf_applied,True,300,0.0,0.21894346108351462
baseline,forehead,0,690,990,cdf_applied,True,300,0.0,0.19498529299744205
baseline,forehead,0,720,1020,cdf_applied,True,300,0.0,0.2100878910135678
baseline,forehead,0,750,1050,cdf_applied,True,300,0.0,0.22927144008307543
baseline,forehead,0,780,1080,cdf_applied,True,300,0.0,0.48241020830398806
baseline,forehead,0,810,1110,cdf_applied,True,300,0.0,0.3745964757583802
baseline,forehead,0,840,1140,cdf_applied,True,300,0.0,0.5524347949597657
baseline,forehead,0,870,1170,cdf_applied,True,300,0.0,0.4379028103707296
baseline,forehead,0,900,1200,cdf_applied,True,300,0.0,0.46298426800981574
baseline,forehead,0,930,1230,cdf_applied,True,300,0.0,0.3048881275117047
baseline,forehead,0,960,1260,cdf_applied,True,300,0.0,0.8186620150837577
baseline,forehead,0,990,1290,cdf_applied,True,300,0.0,0.7845898382664359
baseline,forehead,0,1020,1320,cdf_applied,True,300,0.0,0.39625380120665
baseline,forehead,0,1050,1350,cdf_applied,True,300,0.0,0.5715278844086452
baseline,forehead,0,1080,1380,cdf_applied,True,300,0.0,0.5872316162513835
baseline,left_cheek,0,0,300,cdf_applied,True,300,0.0,0.10995214336867287
baseline,left_cheek,0,30,330,cdf_applied,True,300,0.0,0.1450239735114855
baseline,left_cheek,0,60,360,cdf_applied,True,300,0.0,0.7498823368213713
baseline,left_cheek,0,90,390,cdf_applied,True,300,0.0,0.6459120866372348
baseline,left_cheek,0,120,420,cdf_applied,True,300,0.0,0.7539014131084778
baseline,left_cheek,0,150,450,cdf_applied,True,300,0.0,0.6870607732224052
baseline,left_cheek,0,180,480,cdf_applied,True,300,0.0,0.730929201588024
baseline,left_cheek,0,210,510,cdf_applied,True,300,0.0,0.4897901489687832
baseline,left_cheek,0,240,540,cdf_applied,True,300,0.0,0.11224481366493361
baseline,left_cheek,0,270,570,cdf_applied,True,300,0.0,0.3491668523010244
baseline,left_cheek,0,300,600,cdf_applied,True,300,0.0,0.4782541637695231
baseline,left_cheek,0,330,630,cdf_applied,True,300,0.0,0.4358005529204689
baseline,left_cheek,0,360,660,cdf_applied,True,300,0.0,0.2054540657723256
baseline,left_cheek,0,390,690,cdf_applied,True,300,0.0,0.20505184079173136
baseline,left_cheek,0,420,720,cdf_applied,True,300,0.0,0.24839928862742222
baseline,left_cheek,0,450,750,cdf_applied,True,300,0.0,0.2171455870320082
baseline,left_cheek,0,480,780,cdf_applied,True,300,0.0,0.05940400416931438
baseline,left_cheek,0,510,810,cdf_applied,True,300,0.0,0.06235148215700533
baseline,left_cheek,0,540,840,cdf_applied,True,300,0.0,0.1105306460918975
baseline,left_cheek,0,570,870,cdf_applied,True,300,0.0,0.07483660038736002
baseline,left_cheek,0,600,900,cdf_applied,True,300,0.0,0.12509853400720652
baseline,left_cheek,0,630,930,cdf_applied,True,300,0.0,0.22645458383745873
baseline,left_cheek,0,660,960,cdf_applied,True,300,0.0,0.3326618138640105
baseline,left_cheek,0,690,990,cdf_applied,True,300,0.0,0.27827098635185615
baseline,left_cheek,0,720,1020,cdf_applied,True,300,0.0,0.7995817332671544
baseline,left_cheek,0,750,1050,cdf_applied,True,300,0.0,0.4523844491963587
baseline,left_cheek,0,780,1080,cdf_applied,True,300,0.0,0.4106715697844206
baseline,left_cheek,0,810,1110,cdf_applied,True,300,0.0,0.8760729073319085
baseline,left_cheek,0,840,1140,cdf_applied,True,300,0.0,0.19010829336691087
baseline,left_cheek,0,870,1170,cdf_applied,True,300,0.0,0.18953941362540572
baseline,left_cheek,0,900,1200,cdf_applied,True,300,0.0,0.06707946626626247
baseline,left_cheek,0,930,1230,cdf_applied,True,300,0.0,0.04439179405938658
baseline,left_cheek,0,960,1260,cdf_applied,True,300,0.0,0.136061810880224
baseline,left_cheek,0,990,1290,cdf_applied,True,300,0.0,0.26467554010625094
baseline,left_cheek,0,1020,1320,cdf_applied,True,300,0.0,0.18621516701032007
baseline,left_cheek,0,1050,1350,cdf_applied,True,300,0.0,0.12717430198766733
baseline,left_cheek,0,1080,1380,cdf_applied,True,300,0.0,0.060452476943390364
baseline,right_cheek,0,0,300,cdf_applied,True,300,0.0,0.7087127230297361
baseline,right_cheek,0,30,330,cdf_applied,True,300,0.0,0.5642485396273585
baseline,right_cheek,0,60,360,cdf_applied,True,300,0.0,0.22222329202206317
baseline,right_cheek,0,90,390,cdf_applied,True,300,0.0,0.6890946581540647
baseline,right_cheek,0,120,420,cdf_applied,True,300,0.0,0.8284018445833815
baseline,right_cheek,0,150,450,cdf_applied,True,300,0.0,0.7491430498846452
baseline,right_cheek,0,180,480,cdf_applied,True,300,0.0,0.4010506617621453
baseline,right_cheek,0,210,510,cdf_applied,True,300,0.0,0.5096087798456429
baseline,right_cheek,0,240,540,cdf_applied,True,300,0.0,0.299957960917726
baseline,right_cheek,0,270,570,cdf_applied,True,300,0.0,0.6006191233726248
baseline,right_cheek,0,300,600,cdf_applied,True,300,0.0,0.4209675719402401
baseline,right_cheek,0,330,630,cdf_applied,True,300,0.0,0.41899162986150423
baseline,right_cheek,0,360,660,cdf_applied,True,300,0.0,0.08940387677501253
baseline,right_cheek,0,390,690,cdf_applied,True,300,0.0,0.15492373978929821
baseline,right_cheek,0,420,720,cdf_applied,True,300,0.0,0.06694157948414438
baseline,right_cheek,0,450,750,cdf_applied,True,300,0.0,0.17938864448457162
baseline,right_cheek,0,480,780,cdf_applied,True,300,0.0,0.2457111946353308
baseline,right_cheek,0,510,810,cdf_applied,True,300,0.0,0.32254126128090177
baseline,right_cheek,0,540,840,cdf_applied,True,300,0.0,0.5723803690818142
baseline,right_cheek,0,570,870,cdf_applied,True,300,0.0,0.31937302399273854
baseline,right_cheek,0,600,900,cdf_applied,True,300,0.0,0.47817642124152016
baseline,right_cheek,0,630,930,cdf_applied,True,300,0.0,0.1677204817996555
baseline,right_cheek,0,660,960,cdf_applied,True,300,0.0,0.09029803906253694
baseline,right_cheek,0,690,990,cdf_applied,True,300,0.0,0.2928584965549253
baseline,right_cheek,0,720,1020,cdf_applied,True,300,0.0,0.35229400565009
baseline,right_cheek,0,750,1050,cdf_applied,True,300,0.0,0.7219568650387391
baseline,right_cheek,0,780,1080,cdf_applied,True,300,0.0,0.6573356716892209
baseline,right_cheek,0,810,1110,cdf_applied,True,300,0.0,0.4864877234074591
baseline,right_cheek,0,840,1140,cdf_applied,True,300,0.0,0.6384001617218032
baseline,right_cheek,0,870,1170,cdf_applied,True,300,0.0,0.19319989837499407
baseline,right_cheek,0,900,1200,cdf_applied,True,300,0.0,0.2619225600213811
