window_index,time_s,selected_branch,selection_reason,baseline_bpm,tracked_bpm,baseline_score,tracked_score,baseline_generated,tracked_generated,tracking_eligible,minimum_tracked_fraction,second_largest_tracked_fraction,maximum_reset_fraction,baseline_motion_overlap,tracked_motion_overlap,routing_mode,baseline_pulse_support,tracked_pulse_support,baseline_motion_risk,tracked_motion_risk,baseline_ambiguity,tracked_ambiguity,baseline_contributing_roi_count,tracked_contributing_roi_count,motion_available,motion_status,motion_observed_fraction,motion_speed_face_per_s,motion_strength,motion_reliability
0,4.999995,none,insufficient_branch_evidence,,,0.0,0.0,False,False,False,0.9633333333333334,0.9933333333333333,0.0033333333333333335,0.0,0.0,evidence,0.0,0.0,,,0.0,0.0,0,0,False,insufficient_contiguous_motion_support,0.9866666666666667,,,0.0
1,5.999994,none,insufficient_branch_evidence,,,0.0,0.0,False,False,False,0.96,0.9966666666666667,0.0,0.0,0.0,evidence,0.0,0.0,,,0.0,0.0,0,0,True,observed_motion,0.99,2.0051866992922154,0.9846936540122146,0.6333333333333333
2,6.999993,none,unresolved_frequency_disagreement,91.0,49.0,0.3553481960282634,0.26801533858450327,True,True,True,0.95,0.9966666666666667,0.0,0.06849573406973285,0.004545729100320171,evidence,0.46759775017616934,0.4042803306124489,0.06885176622856175,0.004524715832931561,0.43151476889157003,0.6714062317028382,2,2,True,observed_motion,0.99,2.0267701840534227,0.9850130591848902,0.7333333333333333
3,7.999992,none,insufficient_branch_evidence,91.0,,0.0,0.0,False,False,False,0.9533333333333334,0.9966666666666667,0.0,0.045793049685503295,0.5099459182922987,evidence,0.0,0.0,0.04616645922626311,,0.690500796327729,0.6126211514037812,0,0,True,observed_motion,0.9933333333333333,2.026081290109001,0.9850030188111968,0.52
4,8.999991,none,insufficient_branch_evidence,93.0,,0.0,0.0,False,False,False,0.9533333333333334,0.9966666666666667,0.0,0.05453491986189219,0.5907693264770256,evidence,0.0,0.0,0.05435341861911956,,0.6254819303774986,0.7769678159485018,0,0,True,observed_motion,0.9933333333333333,2.013713705986231,0.9848210445708543,0.62
5,9.99999,none,insufficient_branch_evidence,93.0,,0.0,0.0,False,False,False,0.9466666666666667,0.9966666666666667,0.0,0.06231872080226027,0.6824945848185487,evidence,0.0,0.0,0.06120595833566151,,0.5806200494045326,0.9215766158370211,0,0,True,observed_motion,0.9933333333333333,1.9861716000508176,0.98440376579126,0.72
6,10.999989,baseline,only_baseline_qualified_evidence,93.0,,0.5325937527882194,0.0,True,False,False,0.9433333333333334,0.9966666666666667,0.0,0.06853312282541767,0.06592164873059905,evidence,0.7382541524489854,0.0,0.0670021781901827,,0.5122977015205618,0.8880320186016339,2,0,True,observed_motion,0.9966666666666667,1.9703045201642007,0.9841555540359195,0.82
7,11.999988,tracked,only_tracked_qualified_evidence,92.0,63.0,0.0,0.2581067009737462,False,True,True,0.9433333333333334,0.9966666666666667,0.0,0.07557189676925277,0.0002856307360665126,evidence,0.0,0.4011482675275033,0.07650058687145593,0.0003531764730596358,0.4544867504122541,0.7129560357733219,0,2,True,observed_motion,0.9966666666666667,1.9709289912380479,0.9841654338256746,0.92
8,12.999986999999999,none,insufficient_branch_evidence,91.0,64.0,0.0,0.0,False,False,False,0.9433333333333334,0.9966666666666667,0.0,0.08012105188206202,0.00039613824041124184,evidence,0.0,0.0,0.08137006206449796,0.0005009160207071281,0.3864016549862539,0.48783696233367924,0,0,True,observed_motion,1.0,1.972872992798886,0.9841961312033859,1.0
9,13.999986,none,unresolved_frequency_disagreement,91.0,63.0,0.37757278472331074,0.4197123744079844,True,True,True,0.9533333333333334,1.0,0.0,0.07395100607134254,0.000492157719855744,evidence,0.49844283944502166,0.5103713903894012,0.07532559852469364,0.0005036998038341941,0.43183531074960685,0.35489395389337725,2,2,True,observed_motion,0.9966666666666667,1.9718157816517645,0.9841794479975304,0.9533333333333334
