window_index,time_s,window_start_s,window_end_s,accepted,ridge_bpm,raw_estimate_bpm,status,hr_source,aggregation_mode,eligible_patches,eligible_regions,contributing_patches,contributing_regions,waveform_generated,selected_channels_json,region_medians_json,estimate_near_contributor_peak,region_median_spread_bpm,selected_cluster_score
0,4.99995,0.0,9.9999,False,,,insufficient_regions,spatial_aggregation_of_saved_patch_BVP,psd_cluster,0,0,0,0,False,[],{},False,,
1,5.99994,0.9999899999999999,10.99989,False,,,insufficient_regions,spatial_aggregation_of_saved_patch_BVP,psd_cluster,0,0,0,0,False,[],{},False,,
2,6.99993,1.9999799999999999,11.99988,True,76.0,76.0,accepted,spatial_aggregation_of_saved_patch_BVP,psd_cluster,12,3,8,3,True,"[""baseline/forehead_3/pos"", ""baseline/left_cheek_0/chrom"", ""baseline/left_cheek_1/pos"", ""baseline/left_cheek_2/pos"", ""baseline/left_cheek_3/pos"", ""baseline/right_cheek_0/pos"", ""baseline/right_cheek_2/pos"", ""baseline/right_cheek_3/pos""]","{""forehead"": 76.0, ""left_cheek"": 76.0, ""right_cheek"": 76.0}",True,0.0,0.36434394642137896
3,7.9999199999999995,2.99997,12.99987,True,76.0,76.0,accepted,spatial_aggregation_of_saved_patch_BVP,psd_cluster,12,3,8,3,True,"[""baseline/forehead_3/pos"", ""baseline/left_cheek_0/pos"", ""baseline/left_cheek_1/pos"", ""baseline/left_cheek_2/pos"", ""baseline/left_cheek_3/pos"", ""baseline/right_cheek_0/pos"", ""baseline/right_cheek_2/pos"", ""baseline/right_cheek_3/pos""]","{""forehead"": 76.0, ""left_cheek"": 76.0, ""right_cheek"": 76.0}",True,0.0,0.36083625220127863
4,8.99991,3.9999599999999997,13.99986,True,75.0,75.0,accepted,spatial_aggregation_of_saved_patch_BVP,psd_cluster,12,3,11,3,True,"[""baseline/forehead_0/pos"", ""baseline/forehead_2/pos"", ""baseline/forehead_3/pos"", ""baseline/left_cheek_0/pos"", ""baseline/left_cheek_1/pos"", ""baseline/left_cheek_2/pos"", ""baseline/left_cheek_3/pos"", ""baseline/right_cheek_0/pos"", ""baseline/right_cheek_1/pos"", ""baseline/right_cheek_2/pos"", ""baseline/right_cheek_3/pos""]","{""forehead"": 75.0, ""left_cheek"": 75.0, ""right_cheek"": 75.0}",True,0.0,0.31187649694390024
5,9.9999,4.99995,14.99985,True,74.0,74.0,accepted,spatial_aggregation_of_saved_patch_BVP,psd_cluster,12,3,11,3,True,"[""baseline/forehead_0/pos"", ""baseline/forehead_2/pos"", ""baseline/forehead_3/pos"", ""baseline/left_cheek_0/pos"", ""baseline/left_cheek_1/pos"", ""baseline/left_cheek_2/pos"", ""baseline/left_cheek_3/pos"", ""baseline/right_cheek_0/pos"", ""baseline/right_cheek_1/chrom"", ""baseline/right_cheek_2/pos"", ""baseline/right_cheek_3/pos""]","{""forehead"": 74.0, ""left_cheek"": 74.0, ""right_cheek"": 74.0}",True,0.0,0.312892385668155
6,10.99989,5.99994,15.999839999999999,True,73.0,73.0,accepted,spatial_aggregation_of_saved_patch_BVP,psd_cluster,12,3,12,3,True,"[""baseline/forehead_0/pos"", ""baseline/forehead_1/pos"", ""baseline/forehead_2/pos"", ""baseline/forehead_3/pos"", ""baseline/left_cheek_0/pos"", ""baseline/left_cheek_1/pos"", ""baseline/left_cheek_2/pos"", ""baseline/left_cheek_3/pos"", ""baseline/right_cheek_0/pos"", ""baseline/right_cheek_1/chrom"", ""baseline/right_cheek_2/pos"", ""baseline/right_cheek_3/pos""]","{""forehead"": 72.0, ""left_cheek"": 73.0, ""right_cheek"": 73.0}",True,1.0,0.31360891807809665
7,11.99988,6.99993,16.99983,True,73.0,73.0,accepted,spatial_aggregation_of_saved_patch_BVP,psd_cluster,12,3,9,3,True,"[""baseline/forehead_0/pos"", ""baseline/forehead_1/pos"", ""baseline/forehead_3/pos"", ""baseline/left_cheek_0/pos"", ""baseline/left_cheek_2/pos"", ""baseline/left_cheek_3/pos"", ""baseline/right_cheek_0/pos"", ""baseline/right_cheek_2/pos"", ""baseline/right_cheek_3/pos""]","{""forehead"": 73.0, ""left_cheek"": 73.0, ""right_cheek"": 73.0}",True,0.0,0.3294835217832007
8,12.99987,7.9999199999999995,17.99982,True,73.0,73.0,accepted,spatial_aggregation_of_saved_patch_BVP,psd_cluster,12,3,10,3,True,"[""baseline/forehead_0/pos"", ""baseline/forehead_1/chrom"", ""baseline/forehead_3/pos"", ""baseline/left_cheek_0/pos"", ""baseline/left_cheek_1/chrom"", ""baseline/left_cheek_2/pos"", ""baseline/left_cheek_3/pos"", ""baseline/right_cheek_1/pos"", ""baseline/right_cheek_2/pos"", ""baseline/right_cheek_3/pos""]","{""forehead"": 73.0, ""left_cheek"": 72.0, ""right_cheek"": 73.0}",True,1.0,0.32823980006288234
9,13.99986,8.99991,18.99981,True,74.0,74.0,accepted,spatial_aggregation_of_saved_patch_BVP,psd_cluster,12,3,9,3,True,"[""baseline/forehead_0/pos"", ""baseline/forehead_1/pos"", ""baseline/forehead_3/pos"", ""baseline/left_cheek_1/chrom"", ""baseline/left_cheek_2/pos"", ""baseline/left_cheek_3/pos"", ""baseline/right_cheek_1/pos"", ""baseline/right_cheek_2/pos"", ""baseline/right_cheek_3/pos""]","{""forehead"": 75.0, ""left_cheek"": 74.0, ""right_cheek"": 73.0}",True,2.0,0.3106038170251278
10,14.99985,9.9999,19.9998,True,75.5,75.5,accepted,spatial_aggregation_of_saved_patch_BVP,psd_cluster,12,3,10,3,True,"[""baseline/forehead_0/pos"", ""baseline/forehead_1/pos"", ""baseline/forehead_3/chrom"", ""baseline/left_cheek_1/chrom"", ""baseline/left_cheek_2/pos"", ""baseline/left_cheek_3/pos"", ""baseline/right_cheek_0/pos"", ""baseline/right_cheek_1/pos"", ""baseline/right_cheek_2/pos"", ""baseline/right_cheek_3/pos""]","{""forehead"": 77.0, ""left_cheek"": 75.0, ""right_cheek"": 75.5}",True,2.0,0.272806497866678
11,15.999839999999999,10.99989,20.99979,True,78.0,78.0,accepted,spatial_aggregation_of_saved_patch_BVP,psd_cluster,12,3,11,3,True,"[""baseline/forehead_0/pos"", ""baseline/forehead_1/pos"", ""baseline/forehead_3/pos"", ""baseline/left_cheek_0/chrom"", ""baseline/left_cheek_1/pos"", ""baseline/left_cheek_2/pos"", ""baseline/left_cheek_3/pos"", ""baseline/right_cheek_0/pos"", ""baseline/right_cheek_1/pos"", ""baseline/right_cheek_2/chrom"", ""baseline/right_cheek_3/chrom""]","{""forehead"": 78.0, ""left_cheek"": 77.5, ""right_cheek"": 78.0}",True,0.5,0.2702761852376309
12,16.99983,11.99988,21.99978,True,79.0,79.0,accepted,spatial_aggregation_of_saved_patch_BVP,psd_cluster,12,3,11,3,True,"[""baseline/forehead_0/pos"", ""baseline/forehead_1/pos"", ""baseline/forehead_3/pos"", ""baseline/left_cheek_0/chrom"", ""baseline/left_cheek_1/pos"", ""baseline/left_cheek_2/pos"", ""baseline/left_cheek_3/pos"", ""baseline/right_cheek_0/pos"", ""baseline/right_cheek_1/pos"", ""baseline/right_cheek_2/pos"", ""baseline/right_cheek_3/chrom""]","{""forehead"": 79.0, ""left_cheek"": 79.0, ""right_cheek"": 79.5}",True,0.5,0.28308902848010514
13,17.99982,12.99987,22.999769999999998,True,80.0,80.0,accepted,spatial_aggregation_of_saved_patch_BVP,psd_cluster,12,3,11,3,True,"[""baseline/forehead_0/pos"", ""baseline/forehead_1/pos"", ""baseline/forehead_3/pos"", ""baseline/left_cheek_0/chrom"", ""baseline/left_cheek_1/pos"", ""baseline/left_cheek_2/pos"", ""baseline/left_cheek_3/pos"", ""baseline/right_cheek_0/pos"", ""baseline/right_cheek_1/pos"", ""baseline/right_cheek_2/pos"", ""baseline/right_cheek_3/pos""]","{""forehead"": 80.0, ""left_cheek"": 80.0, ""right_cheek"": 81.0}",True,1.0,0.29063068352015575
14,18.99981,13.99986,23.99976,True,81.0,81.0,accepted,spatial_aggregation_of_saved_patch_BVP,psd_cluster,12,3,10,3,True,"[""baseline/forehead_0/pos"", ""baseline/forehead_1/pos"", ""baseline/forehead_3/pos"", ""baseline/left_cheek_0/pos"", ""baseline/left_cheek_1/pos"", ""baseline/left_cheek_2/pos"", ""baseline/right_cheek_0/pos"", ""baseline/right_cheek_1/pos"", ""baseline/right_cheek_2/pos"", ""baseline/right_cheek_3/pos""]","{""forehead"": 81.0, ""left_cheek"": 81.0, ""right_cheek"": 81.5}",True,0.5,0.3026880069654357
15,19.9998,14.99985,24.99975,True,81.0,81.0,accepted,spatial_aggregation_of_saved_patch_BVP,psd_cluster,12,3,9,3,True,"[""baseline/forehead_0/pos"", ""baseline/forehead_1/pos"", ""baseline/left_cheek_0/pos"", ""baseline/left_cheek_1/pos"", ""baseline/left_cheek_2/pos"", ""baseline/right_cheek_0/pos"", ""baseline/right_cheek_1/pos"", ""baseline/right_cheek_2/pos"", ""baseline/right_cheek_3/pos""]","{""forehead"": 81.0, ""left_cheek"": 81.0, ""right_cheek"": 81.0}",True,0.0,0.3157345226530164
16,20.99979,15.999839999999999,25.99974,True,80.0,80.0,accepted,spatial_aggregation_of_saved_patch_BVP,psd_cluster,12,3,9,3,True,"[""baseline/forehead_0/chrom"", ""baseline/forehead_1/pos"", ""baseline/left_cheek_0/pos"", ""baseline/left_cheek_1/pos"", ""baseline/left_cheek_2/pos"", ""baseline/right_cheek_0/pos"", ""baseline/right_cheek_1/pos"", ""baseline/right_cheek_2/pos"", ""baseline/right_cheek_3/pos""]","{""forehead"": 80.0, ""left_cheek"": 80.0, ""right_cheek"": 79.5}",True,0.5,0.3025426331317548
17,21.99978,16.99983,26.99973,True,78.0,78.0,accepted,spatial_aggregation_of_saved_patch_BVP,psd_cluster,12,3,8,3,True,"[""baseline/forehead_0/chrom"", ""baseline/forehead_1/pos"", ""baseline/left_cheek_0/pos"", ""baseline/left_cheek_1/pos"", ""baseline/left_cheek_2/pos"", ""baseline/right_cheek_0/pos"", ""baseline/right_cheek_2/pos"", ""baseline/right_cheek_3/pos""]","{""forehead"": 78.0, ""left_cheek"": 79.0, ""right_cheek"": 77.0}",True,2.0,0.29940739458513377
18,22.999769999999998,17.99982,27.99972,True,76.0,76.0,accepted,spatial_aggregation_of_saved_patch_BVP,psd_cluster,12,3,9,3,True,"[""baseline/forehead_0/pos"", ""baseline/forehead_1/pos"", ""baseline/left_cheek_0/pos"", ""baseline/left_cheek_1/pos"", ""baseline/left_cheek_2/pos"", ""baseline/left_cheek_3/pos"", ""baseline/right_cheek_0/pos"", ""baseline/right_cheek_2/pos"", ""baseline/right_cheek_3/pos""]","{""forehead"": 76.0, ""left_cheek"": 76.0, ""right_cheek"": 76.0}",True,0.0,0.32681787504936677
19,23.99976,18.99981,28.99971,True,75.0,75.0,accepted,spatial_aggregation_of_saved_patch_BVP,psd_cluster,12,3,10,3,True,"[""baseline/forehead_0/pos"", ""baseline/forehead_1/pos"", ""baseline/forehead_3/pos"", ""baseline/left_cheek_0/pos"", ""baseline/left_cheek_1/pos"", ""baseline/left_cheek_2/pos"", ""baseline/left_cheek_3/pos"", ""baseline/right_cheek_0/pos"", ""baseline/right_cheek_2/pos"", ""baseline/right_cheek_3/pos""]","{""forehead"": 75.0, ""left_cheek"": 75.5, ""right_cheek"": 75.0}",True,0.5,0.3349275094992806
20,24.99975,19.9998,29.9997,True,75.0,75.0,accepted,spatial_aggregation_of_saved_patch_BVP,psd_cluster,12,3,10,3,True,"[""baseline/forehead_0/pos"", ""baseline/forehead_1/pos"", ""baseline/forehead_3/pos"", ""baseline/left_cheek_0/pos"", ""baseline/left_cheek_1/pos"", ""baseline/left_cheek_2/pos"", ""baseline/left_cheek_3/pos"", ""baseline/right_cheek_0/pos"", ""baseline/right_cheek_2/pos"", ""baseline/right_cheek_3/pos""]","{""forehead"": 74.0, ""left_cheek"": 75.0, ""right_cheek"": 75.0}",True,1.0,0.3440484090239333
