time_s,r,g,b,rppg_normalized
0.0,141.0,106.0,89.33333333333333,-0.17518224084826828
0.033333299999999996,139.0,104.0,88.33333333333333,-0.315791528527994
0.06666659999999999,139.0,104.0,88.0,-0.4303237838892291
0.09999989999999999,140.33333333333334,104.66666666666667,88.33333333333333,-0.5280490082599495
0.13333319999999999,140.66666666666666,104.33333333333333,88.66666666666667,-0.6597000737836729
0.1666665,140.0,104.0,88.33333333333333,-0.8788315440789608
0.19999979999999998,139.66666666666666,103.66666666666667,87.66666666666667,-1.1795809666124242
0.2333331,140.0,103.66666666666667,87.33333333333333,-1.4722446683034034
0.26666639999999997,139.33333333333334,103.33333333333333,86.66666666666667,-1.6307379591298958
0.2999997,140.0,103.0,86.66666666666667,-1.574577645522688
0.333333,139.66666666666666,102.66666666666667,86.66666666666667,-1.3152129880944556
0.3666663,139.66666666666666,103.0,86.66666666666667,-0.9360966534790167
0.39999959999999996,139.66666666666666,102.66666666666667,86.66666666666667,-0.5360696889791476
0.43333289999999997,139.66666666666666,103.0,86.66666666666667,-0.18139537749688917
0.4666662,139.66666666666666,102.33333333333333,86.66666666666667,0.11390975063091642
0.4999995,139.66666666666666,102.66666666666667,86.66666666666667,0.3798242281540192
0.5333327999999999,139.33333333333334,102.33333333333333,86.0,0.6563386278871862
0.5666661,139.33333333333334,102.33333333333333,86.66666666666667,0.9464330131192527
0.5999994,139.33333333333334,102.33333333333333,86.0,1.1897948981488118
0.6333327,139.33333333333334,102.0,86.66666666666667,1.2876966156440472
0.666666,139.0,102.0,86.0,1.1719233266434672
0.6999993,139.0,101.66666666666667,86.0,0.8714344053324722
0.7333326,139.0,102.0,86.0,0.5232087045979795
0.7666659,139.33333333333334,102.0,85.66666666666667,0.30672784144533444
0.7999991999999999,139.0,102.33333333333333,86.0,0.3352747816784734
0.8333324999999999,139.66666666666666,102.0,86.0,0.5768316207168491
0.8666657999999999,140.0,102.0,86.66666666666667,0.8652279315324873
0.8999990999999999,140.33333333333334,102.66666666666667,86.33333333333333,0.9932571410279647
0.9333324,140.0,103.0,87.33333333333333,0.8187030440201802
0.9666657,140.66666666666666,103.66666666666667,87.66666666666667,0.32537395140140424
0.999999,140.66666666666666,103.66666666666667,88.33333333333333,-0.3714691240185692
1.0333322999999999,140.66666666666666,104.0,87.33333333333333,-1.0693844338676424
1.0666655999999999,140.66666666666666,104.0,87.33333333333333,-1.5632345054364718
1.0999989,140.66666666666666,103.33333333333333,87.66666666666667,-1.7302574834700917
1.1333322,140.66666666666666,103.66666666666667,87.0,-1.5631861258406061
1.1666655,140.33333333333334,103.33333333333333,87.33333333333333,-1.144598456208642
1.1999988,140.66666666666666,103.0,86.66666666666667,-0.6009270249721614
1.2333321,140.0,103.33333333333333,87.0,-0.06674474916984961
1.2666654,140.33333333333334,103.0,87.0,0.3390663119853535
1.2999987,140.66666666666666,103.33333333333333,87.33333333333333,0.5373162931884737
