window_index,time_s,window_start_s,window_end_s,accepted,ridge_bpm,raw_estimate_bpm,status,hr_source,aggregation_mode,eligible_patches,eligible_regions,contributing_patches,contributing_regions,waveform_generated,selected_channels_json,region_medians_json,estimate_near_contributor_peak,region_median_spread_bpm,selected_cluster_score
0,4.999995,0.0,9.99999,False,,,insufficient_regions,spatial_aggregation_of_saved_patch_BVP,psd_cluster,0,0,0,0,False,[],{},False,,
1,5.999994,0.999999,10.999989,False,,,insufficient_regions,spatial_aggregation_of_saved_patch_BVP,psd_cluster,0,0,0,0,False,[],{},False,,
2,6.999993,1.999998,11.999988,True,182.0,182.0,accepted,spatial_aggregation_of_saved_patch_BVP,psd_cluster,3,3,2,2,True,"[""baseline/left_cheek/chrom"", ""baseline/right_cheek/pos""]","{""left_cheek"": 182.0, ""right_cheek"": 182.0}",True,0.0,0.22879910198539974
3,7.999992,2.999997,12.999986999999999,True,181.0,181.0,accepted,spatial_aggregation_of_saved_patch_BVP,psd_cluster,3,3,2,2,True,"[""baseline/left_cheek/chrom"", ""baseline/right_cheek/pos""]","{""left_cheek"": 181.0, ""right_cheek"": 181.0}",True,0.0,0.2495644217486822
4,8.999991,3.999996,13.999986,True,180.5,180.5,accepted,spatial_aggregation_of_saved_patch_BVP,psd_cluster,3,3,2,2,True,"[""baseline/left_cheek/chrom"", ""baseline/right_cheek/pos""]","{""left_cheek"": 181.0, ""right_cheek"": 180.0}",True,1.0,0.2609363255665448
5,9.99999,4.999995,14.999984999999999,True,181.0,181.0,accepted,spatial_aggregation_of_saved_patch_BVP,psd_cluster,3,3,2,2,True,"[""baseline/left_cheek/chrom"", ""baseline/right_cheek/pos""]","{""left_cheek"": 181.0, ""right_cheek"": 181.0}",True,0.0,0.2666395070267052
6,10.999989,5.999994,15.999984,True,181.5,181.5,accepted,spatial_aggregation_of_saved_patch_BVP,psd_cluster,3,3,2,2,True,"[""baseline/left_cheek/pos"", ""baseline/right_cheek/pos""]","{""left_cheek"": 182.0, ""right_cheek"": 181.0}",True,1.0,0.2642413665396896
7,11.999988,6.999993,16.999983,True,182.5,182.5,accepted,spatial_aggregation_of_saved_patch_BVP,psd_cluster,3,3,2,2,True,"[""baseline/left_cheek/pos"", ""baseline/right_cheek/pos""]","{""left_cheek"": 183.0, ""right_cheek"": 182.0}",True,1.0,0.26144366421928805
8,12.999986999999999,7.999992,17.999982,True,183.0,183.0,accepted,spatial_aggregation_of_saved_patch_BVP,psd_cluster,3,3,2,2,True,"[""baseline/left_cheek/pos"", ""baseline/right_cheek/pos""]","{""left_cheek"": 183.0, ""right_cheek"": 183.0}",True,0.0,0.2565497093286873
9,13.999986,8.999991,18.999981,True,183.0,183.0,accepted,spatial_aggregation_of_saved_patch_BVP,psd_cluster,3,3,3,3,True,"[""baseline/forehead/pos"", ""baseline/left_cheek/pos"", ""baseline/right_cheek/pos""]","{""forehead"": 183.0, ""left_cheek"": 183.0, ""right_cheek"": 184.0}",True,1.0,0.34870782569335307
