record_type,window_index,channel,patch_id,region,branch,method,status,observed_fraction,mean_quality,tracked_fraction,reset_fraction,representative,peak_bpm,peak_concentration,peak_fwhm_bpm,spectral_score,cluster_index,patch_ids_json,regions_json,patch_count,region_count,qualified,cluster_score,selected,coefficient,polarity,medoid_channel
channel,0,baseline/forehead/chrom,forehead,forehead,baseline,chrom,nonfinite_bvp,1.0,0.9979058926930999,0.30333333333333334,0.0033333333333333335,False,,,,,,,,,,,,,,,
channel,0,baseline/forehead/pos,forehead,forehead,baseline,pos,nonfinite_bvp,1.0,0.9979058926930999,0.30333333333333334,0.0033333333333333335,False,,,,,,,,,,,,,,,
channel,0,baseline/left_cheek/chrom,left_cheek,left_cheek,baseline,chrom,nonfinite_bvp,1.0,0.9999999897539855,0.5966666666666667,0.0033333333333333335,False,,,,,,,,,,,,,,,
channel,0,baseline/left_cheek/pos,left_cheek,left_cheek,baseline,pos,nonfinite_bvp,1.0,0.9999999897539855,0.5966666666666667,0.0033333333333333335,False,,,,,,,,,,,,,,,
channel,0,baseline/right_cheek/chrom,right_cheek,right_cheek,baseline,chrom,nonfinite_bvp,1.0,0.9998503491201658,0.43333333333333335,0.0033333333333333335,False,,,,,,,,,,,,,,,
channel,0,baseline/right_cheek/pos,right_cheek,right_cheek,baseline,pos,nonfinite_bvp,1.0,0.9998503491201658,0.43333333333333335,0.0033333333333333335,False,,,,,,,,,,,,,,,
channel,0,tracked/forehead/chrom,forehead,forehead,tracked,chrom,nonfinite_bvp,1.0,0.9979058926930999,0.30333333333333334,0.0033333333333333335,False,,,,,,,,,,,,,,,
channel,0,tracked/forehead/pos,forehead,forehead,tracked,pos,nonfinite_bvp,1.0,0.9979058926930999,0.30333333333333334,0.0033333333333333335,False,,,,,,,,,,,,,,,
channel,0,tracked/left_cheek/chrom,left_cheek,left_cheek,tracked,chrom,nonfinite_bvp,1.0,0.9999999897539855,0.5966666666666667,0.0033333333333333335,False,,,,,,,,,,,,,,,
channel,0,tracked/left_cheek/pos,left_cheek,left_cheek,tracked,pos,nonfinite_bvp,1.0,0.9999999897539855,0.5966666666666667,0.0033333333333333335,False,,,,,,,,,,,,,,,
channel,0,tracked/right_cheek/chrom,right_cheek,right_cheek,tracked,chrom,nonfinite_bvp,1.0,0.9998503491201658,0.43333333333333335,0.0033333333333333335,False,,,,,,,,,,,,,,,
channel,0,tracked/right_cheek/pos,right_cheek,right_cheek,tracked,pos,nonfinite_bvp,1.0,0.9998503491201658,0.43333333333333335,0.0033333333333333335,False,,,,,,,,,,,,,,,
channel,1,baseline/forehead/chrom,forehead,forehead,baseline,chrom,nonfinite_bvp,1.0,0.9985038976963528,0.25666666666666665,0.0,False,,,,,,,,,,,,,,,
channel,1,baseline/forehead/pos,forehead,forehead,baseline,pos,nonfinite_bvp,1.0,0.9985038976963528,0.25666666666666665,0.0,False,,,,,,,,,,,,,,,
channel,1,baseline/left_cheek/chrom,left_cheek,left_cheek,baseline,chrom,nonfinite_bvp,1.0,0.9999999893155694,0.58,0.0,False,,,,,,,,,,,,,,,
channel,1,baseline/left_cheek/pos,left_cheek,left_cheek,baseline,pos,nonfinite_bvp,1.0,0.9999999893155694,0.58,0.0,False,,,,,,,,,,,,,,,
channel,1,baseline/right_cheek/chrom,right_cheek,right_cheek,baseline,chrom,nonfinite_bvp,1.0,0.9998971581947311,0.42333333333333334,0.0,False,,,,,,,,,,,,,,,
channel,1,baseline/right_cheek/pos,right_cheek,right_cheek,baseline,pos,nonfinite_bvp,1.0,0.9998971581947311,0.42333333333333334,0.0,False,,,,,,,,,,,,,,,
channel,1,tracked/forehead/chrom,forehead,forehead,tracked,chrom,nonfinite_bvp,1.0,0.9985038976963528,0.25666666666666665,0.0,False,,,,,,,,,,,,,,,
channel,1,tracked/forehead/pos,forehead,forehead,tracked,pos,nonfinite_bvp,1.0,0.9985038976963528,0.25666666666666665,0.0,False,,,,,,,,,,,,,,,
channel,1,tracked/left_cheek/chrom,left_cheek,left_cheek,tracked,chrom,nonfinite_bvp,1.0,0.9999999893155694,0.58,0.0,False,,,,,,,,,,,,,,,
channel,1,tracked/left_cheek/pos,left_cheek,left_cheek,tracked,pos,nonfinite_bvp,1.0,0.9999999893155694,0.58,0.0,False,,,,,,,,,,,,,,,
channel,1,tracked/right_cheek/chrom,right_cheek,right_cheek,tracked,chrom,nonfinite_bvp,1.0,0.9998971581947311,0.42333333333333334,0.0,False,,,,,,,,,,,,,,,
channel,1,tracked/right_cheek/pos,right_cheek,right_cheek,tracked,pos,nonfinite_bvp,1.0,0.9998971581947311,0.42333333333333334,0.0,False,,,,,,,,,,,,,,,
channel,2,baseline/forehead/chrom,forehead,forehead,baseline,chrom,eligible,1.0,0.9985742028997493,0.25333333333333335,0.0,False,94.0,0.2953412536322775,8.696680705329129,0.17123977965581558,,,,,,,,,,,
channel,2,baseline/forehead/pos,forehead,forehead,baseline,pos,eligible,1.0,0.9985742028997493,0.25333333333333335,0.0,True,94.0,0.29481807685743044,8.371038339810909,0.17366895409426658,,,,,,,,,,,
channel,2,baseline/left_cheek/chrom,left_cheek,left_cheek,baseline,chrom,eligible,1.0,0.9999999890602229,0.5966666666666667,0.0,True,182.0,0.6021777135221318,9.572712464008788,0.3349663411275437,,,,,,,,,,,
channel,2,baseline/left_cheek/pos,left_cheek,left_cheek,baseline,pos,eligible,1.0,0.9999999890602229,0.5966666666666667,0.0,False,182.0,0.5784293864499789,9.343998091032631,0.32520395699978866,,,,,,,,,,,
channel,2,baseline/right_cheek/chrom,right_cheek,right_cheek,baseline,chrom,eligible,1.0,0.9998971579453104,0.43,0.0,False,182.0,0.4650810257417049,9.469949195614674,0.259943433403205,,,,,,,,,,,
channel,2,baseline/right_cheek/pos,right_cheek,right_cheek,baseline,pos,eligible,1.0,0.9998971579453104,0.43,0.0,True,182.0,0.6306769936392075,9.534451218168442,0.35144261848127917,,,,,,,,,,,
